dataset,target,encoder,encoder_setting,model,input_features,output_features,fit_encoder_time,score_encoder_time,fit_model_time,score_model_time,test_matthews,train_matthews,test_auc,train_auc,test_brier,train_brier
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",DecisionTreeClassifier,69,149,0.7963345527648926,0.2239231824874878,0.005174064636230468,0.00012340545654296876,0.8747324327311354,0.9638761004095526,0.9553921568627451,0.9936576334312403,0.041494388266339235,0.012616485731415073
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",GradientBoostingClassifier,69,149,0.7963345527648926,0.2239231824874878,0.29849579334259035,0.0005163908004760742,0.9120067175699809,1.0,0.9862745098039216,1.0,0.02619031926031031,1.1918079647810866e-07
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",RandomForestClassifier,69,149,0.7963345527648926,0.2239231824874878,0.4810981035232544,0.038941144943237305,0.9174947902315045,1.0,0.9970588235294118,1.0,0.027626406399397695,0.003916072685800982
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",MLPClassifier,69,149,0.7963345527648926,0.2239231824874878,0.19659223556518554,0.00023469924926757812,0.8634481041430757,0.9908893187013081,0.9661274509803922,0.9997162022703818,0.04066748869220265,0.007108779114000209
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",SGDClassifier,69,69,2.2618829727172853,0.4019674301147461,0.005811524391174316,0.0001310110092163086,0.8364525691368009,0.9740159182243406,0.9069607843137254,0.9856645762218517,0.061462450592885375,0.00986573772456942
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",LogisticRegression,69,69,2.2618829727172853,0.4019674301147461,0.009297513961791992,0.0001363039016723633,0.8761712317391602,0.9869842607699756,0.9794117647058822,0.9998344513243895,0.0399567868169819,0.00667950820389733
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",SVC,69,69,2.2618829727172853,0.4019674301147461,0.013826489448547363,0.00024404525756835938,0.8894576979621377,0.9948026475791364,0.9882352941176471,1.0,0.03697589603571126,0.011334564531178032
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",KNeighborsClassifier,69,69,2.2618829727172853,0.4019674301147461,0.005094504356384278,0.0011071443557739257,0.7395948444685214,0.805826784243586,0.951764705882353,0.9757749447619805,0.08090193864106908,0.06119898792149325
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",GaussianNB,69,69,2.2618829727172853,0.4019674301147461,0.004826545715332031,0.00031409263610839846,0.7871782344644631,0.6736857985559984,0.9715686274509805,0.949550653594771,0.06647952822106162,0.10844352289738664
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,69,69,2.2618829727172853,0.4019674301147461,0.007278585433959961,0.00010986328125,0.8660702923189809,0.967102927042038,0.9230392156862746,0.9925252126829139,0.05882219172575195,0.01187631285772962
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",GradientBoostingClassifier,69,69,2.2618829727172853,0.4019674301147461,0.27486624717712405,0.00039343833923339845,0.8699894291891219,1.0,0.9921568627450981,1.0,0.036212276199940524,9.82204849449765e-08
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",RandomForestClassifier,69,69,2.2618829727172853,0.4019674301147461,1.0261745929718018,0.03914387226104736,0.8999658970498843,1.0,0.9970588235294118,1.0,0.047344845925089404,0.007927426943292034
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",MLPClassifier,69,69,2.2618829727172853,0.4019674301147461,0.10381813049316406,0.00019900798797607423,0.842459126951813,0.8153980438970759,0.9639215686274509,0.9623465243047284,0.0814946022442905,0.07437485858654697
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",SGDClassifier,69,69,0.1301443099975586,0.05298135280609131,0.004975461959838867,0.00012123584747314453,0.8615550212144438,0.9883145775082335,0.9161764705882354,0.9912707390648567,0.05237154150197628,0.004416641341145373
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",LogisticRegression,69,69,0.1301443099975586,0.05298135280609131,0.0065575122833251955,0.0001286745071411133,0.8771242306809686,0.9960930242205714,0.9862745098039216,1.0,0.03615318205121111,0.0032276221945711885
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",SVC,69,69,0.1301443099975586,0.05298135280609131,0.011789894104003907,0.0002208709716796875,0.9204755385157991,1.0,0.9911764705882353,1.0,0.027983189628722687,0.001350489211021677
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",KNeighborsClassifier,69,69,0.1301443099975586,0.05298135280609131,0.004536032676696777,0.0009543895721435547,0.7203153165865459,0.7752470380249682,0.9333210784313725,0.9795760730068006,0.10489478637304725,0.06407267788528363
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",GaussianNB,69,69,0.1301443099975586,0.05298135280609131,0.004672789573669433,0.0003085136413574219,0.8088018818681434,0.8856604550805736,0.9221813725490196,0.9674557103543172,0.0842273668360625,0.048667288614352384
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",DecisionTreeClassifier,69,69,0.1301443099975586,0.05298135280609131,0.004302430152893067,0.00010173320770263672,0.8810917763511725,0.9689158576221149,0.9544117647058824,0.994569929017491,0.042641795031450706,0.011024793666718418
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",GradientBoostingClassifier,69,69,0.1301443099975586,0.05298135280609131,0.27590298652648926,0.00043380260467529297,0.9047536532514797,1.0,0.9911764705882353,1.0,0.03013547036022123,9.900615285232672e-08
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",RandomForestClassifier,69,69,0.1301443099975586,0.05298135280609131,0.46149990558624265,0.03932335376739502,0.9084347179957024,1.0,0.9970588235294118,1.0,0.026904464520986264,0.0035510898442068168
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",MLPClassifier,69,69,0.1301443099975586,0.05298135280609131,0.20200679302215577,0.0002057790756225586,0.8951915616832217,0.9765932671192991,0.9774509803921569,0.9992018602312719,0.040619488353120924,0.013029548962251145
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",SGDClassifier,69,8,0.3385912895202637,0.022556829452514648,0.0048981189727783205,0.00011737346649169922,0.20296985482364374,0.23572341777302386,0.6283088235294118,0.6475007690323092,0.29639324457274396,0.2879038005861675
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",LogisticRegression,69,8,0.3385912895202637,0.022556829452514648,0.0048443317413330075,0.00011663436889648437,-0.032959805557236085,0.01863307415579341,0.7383333333333333,0.7692382941705695,0.17470454026939217,0.16327684725561248
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",SVC,69,8,0.3385912895202637,0.022556829452514648,0.009153461456298828,0.00017812252044677735,0.004878495048643891,0.10939887679265489,0.797720588235294,0.8672540667751582,0.1728367049815574,0.15223165738842193
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",KNeighborsClassifier,69,8,0.3385912895202637,0.022556829452514648,0.00452430248260498,0.0005769729614257812,0.5780010640171375,0.6553796970085767,0.8465931372549018,0.9241536923473843,0.14194127611518917,0.09663563713121918
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",GaussianNB,69,8,0.3385912895202637,0.022556829452514648,0.005207586288452149,0.00038259029388427735,0.20708527402906562,0.2157532450940604,0.8062990196078432,0.8333712474530973,0.6274537977446248,0.6243869866042314
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,69,8,0.3385912895202637,0.022556829452514648,0.004731822013854981,0.00010197162628173828,0.342157540807701,0.5188958521726299,0.8274142156862745,0.8950936565584398,0.14038008999909274,0.10962341543564977
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",GradientBoostingClassifier,69,8,0.3385912895202637,0.022556829452514648,0.3117950201034546,0.0005300045013427734,0.6315074740063215,0.7894249126705407,0.8775980392156862,0.973972101492419,0.13204636412974774,0.05601634324344855
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",RandomForestClassifier,69,8,0.3385912895202637,0.022556829452514648,0.4615121364593506,0.039342188835144044,0.5850252055905376,0.7891807622625291,0.8705882352941176,0.9709071356275304,0.12125186573097128,0.05999288728894271
audiology.arff,class,HashingEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",MLPClassifier,69,8,0.3385912895202637,0.022556829452514648,0.09278285503387451,0.00017435550689697265,-0.012666009927622474,-0.015365991690636991,0.8071568627450979,0.8524028951999153,0.15844170503668314,0.15020815635092016
