dataset,target,encoder,encoder_setting,model,input_features,output_features,fit_encoder_time,score_encoder_time,fit_model_time,score_model_time,test_matthews,train_matthews,test_auc,train_auc,test_brier,train_brier
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",LogisticRegression,69,149,1.0042242527008056,0.3092256307601929,0.0091080904006958,0.0001476764678955078,0.8480101966279129,1.0,0.9825490196078432,1.0,0.04470917377592949,0.002737133153081769
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",SVC,69,149,1.0042242527008056,0.3092256307601929,0.022144055366516112,0.0004958868026733399,0.8894182181808846,1.0,0.986078431372549,1.0,0.02979134604152981,0.0008487840548769887
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",KNeighborsClassifier,69,149,1.0042242527008056,0.3092256307601929,0.0054092884063720705,0.0018355846405029297,0.7420290290480296,0.8193218191356056,0.9319730392156863,0.984811984004128,0.10419311123658952,0.06119822556440576
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",GaussianNB,69,149,1.0042242527008056,0.3092256307601929,0.005862736701965332,0.00037822723388671877,0.8319401364966426,0.8950572015990739,0.9267647058823529,0.9704183866529068,0.07450592885375494,0.04423622939503809
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,69,149,1.0042242527008056,0.3092256307601929,0.005025935173034668,0.00011665821075439453,0.8456420665591574,0.9702832280655874,0.9348039215686276,0.9943760997988939,0.057282842585192804,0.01062497939040216
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",GradientBoostingClassifier,69,149,1.0042242527008056,0.3092256307601929,0.2961188554763794,0.0006854057312011719,0.9110827388846765,1.0,0.9898039215686275,1.0,0.03200767529551466,1.4130583115052215e-07
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",RandomForestClassifier,69,149,1.0042242527008056,0.3092256307601929,0.7127167224884033,0.08375887870788574,0.9097827329252558,1.0,0.9931372549019608,1.0,0.02838928029361943,0.0037265712473584893
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",MLPClassifier,69,149,1.0042242527008056,0.3092256307601929,0.27798924446105955,0.000354456901550293,0.9055836084390304,0.9895811240278901,0.9807843137254902,0.999922600619195,0.04108560716497306,0.00778316339024482
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",SGDClassifier,69,149,2.012612223625183,0.6891090631484985,0.023833703994750977,0.0009058475494384766,0.8454366299763594,0.985714510372637,0.8991176470588236,0.9893288084464554,0.05713344626388104,0.005399448257015169
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",LogisticRegression,69,149,2.012612223625183,0.6891090631484985,0.03263027667999267,0.0004697561264038086,0.8480101966279129,1.0,0.9825490196078432,1.0,0.04585552310646063,0.0027365237201032793
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",SVC,69,149,2.012612223625183,0.6891090631484985,0.06843223571777343,0.0022046566009521484,0.8894182181808846,1.0,0.986078431372549,1.0,0.02979134604152981,0.0008487840548769887
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",KNeighborsClassifier,69,149,2.012612223625183,0.6891090631484985,0.034021949768066405,0.010272455215454102,0.7420290290480296,0.8193218191356056,0.9319730392156863,0.984811984004128,0.10419311123658952,0.06119822556440576
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",GaussianNB,69,149,2.012612223625183,0.6891090631484985,0.02123439311981201,0.001502680778503418,0.8319401364966426,0.8950572015990739,0.9267647058823529,0.9704183866529068,0.07450592885375494,0.04423622939503809
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",DecisionTreeClassifier,69,149,2.012612223625183,0.6891090631484985,0.02397289276123047,0.0007259368896484375,0.8456420665591574,0.9702832280655874,0.9348039215686276,0.9943760997988939,0.057282842585192804,0.01062497939040216
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",GradientBoostingClassifier,69,149,2.012612223625183,0.6891090631484985,1.1399173974990844,0.0031755685806274412,0.9110827388846765,1.0,0.9898039215686275,1.0,0.03200767529551466,1.4130583115052215e-07
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",RandomForestClassifier,69,149,2.012612223625183,0.6891090631484985,1.3968421459197997,0.1289119005203247,0.9097827329252558,1.0,0.9931372549019608,1.0,0.02838928029361943,0.0037265712473584893
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",MLPClassifier,69,149,2.012612223625183,0.6891090631484985,0.5727261781692505,0.0015277385711669922,0.9055836084390304,0.9895811240278901,0.9807843137254902,0.999922600619195,0.04108560716497306,0.00778316339024482
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",SGDClassifier,69,69,3.699373245239258,0.6523734331130981,0.009835004806518555,0.00016989707946777344,0.7188369263124077,0.888466471016406,0.8412009803921568,0.9421390013495277,0.08936570675701111,0.04174848753309355
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",LogisticRegression,69,69,3.699373245239258,0.6523734331130981,0.01501305103302002,0.0001928091049194336,0.8565837248120832,0.9659873808383997,0.9915686274509804,0.9993850222275145,0.03956404851163351,0.012971357093938133
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",SVC,69,69,3.699373245239258,0.6523734331130981,0.016564178466796874,0.00030901432037353513,0.813998663605112,0.9960716810893748,0.9674019607843138,1.0,0.059713124522294846,0.015146513452892424
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",KNeighborsClassifier,69,69,3.699373245239258,0.6523734331130981,0.00533604621887207,0.001148080825805664,0.7638536959044292,0.7817618639794637,0.9497058823529413,0.9720608494747427,0.08903820816864297,0.07069561550440193
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",GaussianNB,69,69,3.699373245239258,0.6523734331130981,0.0053035497665405275,0.0003632545471191406,0.6107799466569329,0.776395868832386,0.9715686274509803,0.9636413101002883,0.12812953482645092,0.07112224846790441
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,69,69,3.699373245239258,0.6523734331130981,0.008887982368469239,0.000121307373046875,0.782016413482006,0.9567004472984717,0.8801225490196078,0.9947585073165568,0.08986745422013545,0.0133591307418323
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",GradientBoostingClassifier,69,69,3.699373245239258,0.6523734331130981,0.35996580123901367,0.0006102085113525391,0.7856566536055395,1.0,0.9852205882352942,1.0,0.05741140120158359,9.849893241593577e-08
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",RandomForestClassifier,69,69,3.699373245239258,0.6523734331130981,1.1544195890426636,0.044697237014770505,0.8196598702899415,1.0,0.9809313725490197,1.0,0.061403247204968946,0.008002777660628591
audiology.arff,class,CatBoostEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",MLPClassifier,69,69,3.699373245239258,0.6523734331130981,0.09437229633331298,0.00022470951080322266,0.3331100800780633,0.6463378746564191,0.9488235294117647,0.903754366118917,0.11617722145566696,0.10263105529338165
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",SGDClassifier,69,69,0.1406499147415161,0.056294822692871095,0.005687212944030762,0.00012767314910888672,0.8690349680181602,0.984364100385374,0.9141176470588235,0.9908620769495382,0.049491349466828954,0.005899303371474747
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",LogisticRegression,69,69,0.1406499147415161,0.056294822692871095,0.00756223201751709,0.0001352071762084961,0.8870774743930792,0.9974002695712544,0.9898039215686275,1.0,0.03207917923392818,0.0031657093430998177
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",SVC,69,69,0.1406499147415161,0.056294822692871095,0.012300777435302734,0.00024313926696777343,0.8990992343958973,1.0,0.9909803921568627,1.0,0.031936823735803956,0.0013816483093820808
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",KNeighborsClassifier,69,69,0.1406499147415161,0.056294822692871095,0.00493614673614502,0.0010559558868408203,0.7345304721676899,0.776155114570202,0.9187009803921569,0.9791901097483529,0.10710784867306608,0.06381842567136191
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",GaussianNB,69,69,0.1406499147415161,0.056294822692871095,0.005019521713256836,0.0003258466720581055,0.8251880896314724,0.8835778038221276,0.9238235294117647,0.9668021155830754,0.07885375494071147,0.04964531312945699
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",DecisionTreeClassifier,69,69,0.1406499147415161,0.056294822692871095,0.0049376249313354496,0.0001073598861694336,0.8568492552950178,0.9689925646306877,0.9399019607843139,0.9943992534598186,0.04634976641154391,0.010983038051024772
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",GradientBoostingClassifier,69,69,0.1406499147415161,0.056294822692871095,0.2976184368133545,0.0006376504898071289,0.8961295438957253,1.0,0.9945098039215686,1.0,0.0331692249970631,9.848044369889174e-08
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",RandomForestClassifier,69,69,0.1406499147415161,0.056294822692871095,0.568661880493164,0.050227570533752444,0.8834334018300429,1.0,0.9970588235294118,1.0,0.026678338753999626,0.0035607134975369457
audiology.arff,class,CountEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': None, 'handle_missing': 'count', 'normalize': False, 'min_group_size': None, 'min_group_name': None, 'combine_min_nan_groups': True, '_min_group_categories': {}, '_normalize': {}, '_min_group_name': {}, '_combine_min_nan_groups': {}, '_min_group_size': {}, '_handle_unknown': {}, '_handle_missing': {}}",MLPClassifier,69,69,0.1406499147415161,0.056294822692871095,0.21226582527160645,0.0002393960952758789,0.8614384354096682,0.9818504809780271,0.9705882352941178,0.9994742465137202,0.04645782088254845,0.012298716020649468
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",SGDClassifier,69,8,0.7132709980010986,0.26500251293182375,0.010010123252868652,0.00020995140075683594,0.21158829402801055,0.14640797815095005,0.5889828431372549,0.5690143651927708,0.2827683311369743,0.3176489678209327
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",LogisticRegression,69,8,0.7132709980010986,0.26500251293182375,0.007774877548217774,0.00017743110656738282,-0.01722906880879215,0.006263986548297321,0.7402083333333332,0.7705406875975762,0.17198856759790265,0.16342310765536833
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",SVC,69,8,0.7132709980010986,0.26500251293182375,0.01226496696472168,0.00031769275665283203,-0.013635777126060636,0.10552760837917989,0.7946936274509804,0.8662161625783916,0.1675132266063842,0.15451050994584253
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",KNeighborsClassifier,69,8,0.7132709980010986,0.26500251293182375,0.006337523460388184,0.0010424137115478515,0.4921210328200013,0.6430760655135742,0.8226470588235294,0.9148722992908365,0.14399472990777346,0.09587988399733316
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",GaussianNB,69,8,0.7132709980010986,0.26500251293182375,0.008316612243652344,0.00043039321899414064,0.20991565091599873,0.21535491394413797,0.8083700980392157,0.8334503420126484,0.6286084592008588,0.626820248242636
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,69,8,0.7132709980010986,0.26500251293182375,0.009951901435852051,0.0002573251724243164,0.353148906776818,0.5064725847299133,0.8065073529411764,0.8938173109999734,0.14615646613688238,0.11089391611727129
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",GradientBoostingClassifier,69,8,0.7132709980010986,0.26500251293182375,0.39605107307434084,0.0008209943771362305,0.572184922489223,0.7912551164122243,0.8712867647058824,0.9738838281601441,0.13325930415749057,0.05590901768325707
audiology.arff,class,HashingEncoder,"{'max_process': 2, 'max_sample': 0, 'auto_sample': True, 'data_lines': 0, 'X': None, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'n_components': 8, 'cols': None, 'hash_method': 'md5', '_dim': None, 'feature_names': None}",RandomForestClassifier,69,8,0.7132709980010986,0.26500251293182375,0.5310653209686279,0.05021457672119141,0.5594437855091983,0.7937164372790757,0.8707720588235294,0.9708299429758409,0.12489262931846334,0.05977979224244674
