%
% Maze Data
%

@RELATION maze

@ATTRIBUTE time REAL
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE th REAL
@ATTRIBUTE left_motor REAL
@ATTRIBUTE right_motor REAL
@ATTRIBUTE sonar1 REAL
@ATTRIBUTE sonar2 REAL
@ATTRIBUTE sonar3 REAL
@ATTRIBUTE sonar4 REAL
@ATTRIBUTE sonar5 REAL
@ATTRIBUTE sonar6 REAL
@ATTRIBUTE sonar7 REAL
@ATTRIBUTE sonar8 REAL
@ATTRIBUTE sonar9 REAL
@ATTRIBUTE sonar10 REAL
@ATTRIBUTE sonar11 REAL
@ATTRIBUTE sonar12 REAL
@ATTRIBUTE sonar13 REAL
@ATTRIBUTE sonar14 REAL
@ATTRIBUTE sonar15 REAL
@ATTRIBUTE sonar16 REAL

@DATA
1.259, 271.600, 0.000, 0.0000, 359.00, 359.00, 3124, 1803, 5000, 4449, 4367, 1724, 1078, 1084, 1104, 700, 1124, 851, 1094, 1265, 1542, 3124
1.359, 309.915, 0.000, 0.0000, 384.00, 384.00, 3124, 1803, 5000, 4412, 4311, 1690, 1072, 1084, 1104, 756, 1124, 907, 1152, 1307, 1542, 3144
1.459, 350.655, 0.000, 0.0000, 400.00, 400.00, 3124, 1803, 5000, 4373, 4271, 1645, 1046, 1104, 1104, 815, 1124, 946, 1191, 1351, 1542, 3124
1.560, 431.650, 0.000, 0.0000, 400.00, 400.00, 3124, 1803, 5000, 4292, 4221, 1564, 1072, 1104, 1104, 940, 1124, 1028, 1251, 1444, 1542, 3124
1.660, 471.905, 0.000, 0.0000, 400.00, 400.00, 3124, 1803, 5000, 4251, 4190, 1564, 1072, 1104, 1104, 1002, 1124, 1069, 1292, 1490, 1542, 3124
1.761, 511.675, 0.000, 0.0000, 400.00, 400.00, 3124, 1803, 5000, 4211, 4150, 4786, 1072, 1104, 1084, 1064, 1124, 1109, 1333, 1536, 1542, 3124
1.912, 552.900, 0.000, 0.0000, 400.00, 400.00, 3124, 1803, 5000, 4170, 4109, 4740, 1025, 1104, 1104, 1127, 1124, 1150, 1373, 1582, 1542, 3124
2.012, 592.670, 0.000, 0.0000, 400.00, 400.00, 2544, 4361, 5000, 4130, 4089, 4693, 994, 1104, 1104, 1189, 1124, 1190, 1414, 1629, 1542, 3124
2.162, 673.665, 0.000, 0.0000, 400.00, 400.00, 2544, 4260, 5000, 4048, 4007, 4601, 993, 744, 1104, 1283, 1124, 1292, 1495, 1721, 1542, 3104
2.264, 713.920, 0.000, 0.0000, 400.00, 400.00, 2544, 4205, 3931, 4008, 3967, 4555, 1020, 724, 1104, 1375, 1124, 1333, 1536, 1767, 1542, 3104
2.364, 754.660, 0.000, 0.0000, 400.00, 400.00, 2544, 4199, 3862, 3967, 3926, 4509, 941, 764, 1104, 1438, 1124, 1373, 1576, 1813, 1542, 3064
2.514, 835.655, 0.000, 0.0000, 400.00, 400.00, 2544, 4205, 3770, 3886, 3876, 4417, 967, 1044, 1104, 1464, 1124, 1455, 1657, 1883, 1516, 2524
2.615, 875.910, 0.000, 0.0000, 400.00, 400.00, 1324, 4231, 3724, 3845, 3845, 4370, 993, 1044, 3764, 1463, 1166, 1515, 1698, 1952, 1531, 2544
2.765, 915.680, 0.000, 0.0000, 400.00, 400.00, 1344, 4231, 3678, 3805, 3805, 4324, 993, 1044, 724, 1464, 1213, 1556, 1739, 1998, 1594, 2524
2.867, 956.905, 0.000, 0.0000, 400.00, 400.00, 1344, 4205, 3631, 3764, 3764, 4278, 1019, 1044, 724, 1463, 1259, 1596, 1779, 2044, 1656, 2544
2.967, 996.675, 0.000, 0.0000, 400.00, 400.00, 1324, 4205, 3585, 3723, 3723, 4232, 994, 844, 1044, 1464, 1305, 1637, 1820, 2044, 1718, 2544
3.067, 1037.900, 0.000, 0.0000, 400.00, 400.00, 1344, 5000, 3539, 3683, 3683, 4186, 1071, 804, 1004, 1463, 1351, 1678, 1861, 2137, 1780, 2544
3.168, 1077.670, 0.000, 0.0000, 400.00, 400.00, 1324, 5000, 3493, 3642, 3642, 4139, 1098, 784, 1044, 1464, 1397, 1739, 1901, 2164, 1842, 2544
3.268, 1117.925, 0.000, 0.0000, 400.00, 400.00, 1344, 5000, 3470, 3602, 3601, 4093, 1072, 804, 1044, 1464, 1444, 1779, 1942, 2229, 1907, 1324
3.370, 1158.665, 0.000, 0.0000, 400.00, 400.00, 1344, 5000, 3400, 3561, 3561, 4047, 1025, 804, 1044, 1463, 1490, 1820, 1982, 2252, 1967, 1344
3.470, 1198.920, 0.000, 0.0000, 400.00, 400.00, 1344, 5000, 3354, 3520, 3520, 4000, 967, 804, 864, 1464, 1536, 1861, 2023, 2321, 2060, 1324
3.571, 1279.915, 0.000, 0.0000, 400.00, 400.00, 1344, 5000, 3262, 3439, 3439, 3924, 1411, 764, 804, 1464, 1628, 1942, 2104, 2414, 2978, 1344
3.721, 1319.685, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 3239, 3398, 3399, 3932, 1411, 724, 784, 1463, 1675, 1982, 2145, 2444, 2977, 1344
3.822, 1360.910, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 3193, 3358, 3358, 3924, 5000, 744, 804, 1464, 1721, 2023, 2185, 2483, 2977, 1344
3.924, 1400.680, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 3146, 3317, 3317, 5000, 5000, 764, 804, 1463, 1767, 2084, 2226, 2484, 2978, 1344
4.025, 1441.905, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 3100, 3277, 3277, 5000, 5000, 704, 804, 1463, 1813, 2125, 2266, 2444, 2978, 1344
4.125, 1481.675, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 3054, 3236, 3236, 5000, 4976, 724, 804, 1437, 1859, 2165, 2307, 2444, 2978, 1344
4.275, 1562.670, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 2964, 3155, 3155, 5000, 4883, 744, 724, 1464, 1952, 2246, 2389, 2444, 3180, 1364
4.376, 1602.925, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 2939, 3114, 3114, 5000, 4790, 744, 764, 968, 1998, 2307, 2429, 2444, 3553, 1364
4.477, 1643.665, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 2915, 3073, 3073, 5000, 4727, 764, 704, 971, 2044, 2348, 2470, 2444, 3616, 1364
4.627, 1683.920, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 2884, 3033, 3033, 5000, 4665, 764, 704, 1019, 2067, 2389, 2511, 2444, 3678, 1364
4.728, 1764.915, 0.000, 0.0000, 400.00, 400.00, 1364, 5000, 2924, 2952, 2951, 5000, 4544, 804, 724, 1150, 2182, 2470, 2591, 2444, 3802, 1364
4.828, 1804.685, 0.000, 0.0000, 400.00, 400.00, 1364, 4385, 2869, 2911, 2911, 5000, 4478, 804, 744, 1251, 2229, 2632, 2632, 2444, 3865, 1364
4.928, 1845.910, 0.000, 0.0000, 400.00, 400.00, 1424, 4354, 2844, 2870, 2870, 5000, 4447, 824, 764, 1307, 2275, 2673, 2673, 2444, 3927, 1364
5.030, 1885.680, 0.000, 0.0000, 400.00, 400.00, 1704, 4292, 2924, 2830, 2830, 5000, 4385, 724, 764, 1359, 2321, 2713, 2714, 2444, 3989, 1364
5.130, 1925.935, 0.000, 0.0000, 400.00, 400.00, 3224, 4230, 2924, 2241, 2789, 5000, 4323, 724, 744, 1385, 2324, 2754, 2754, 2404, 4051, 1364
5.281, 1966.675, 0.000, 0.0000, 400.00, 400.00, 3224, 4199, 2924, 2200, 2748, 5000, 4230, 1064, 784, 1344, 2324, 2795, 2795, 2404, 4083, 1364
5.381, 2006.930, 0.000, 0.0000, 400.00, 400.00, 3224, 4178, 2964, 2160, 2708, 5000, 4167, 1064, 804, 1072, 2324, 2835, 2835, 2404, 4083, 1364
5.481, 2047.670, 0.000, 0.0000, 400.00, 400.00, 3204, 4167, 2964, 2119, 2667, 5000, 4105, 1064, 824, 1045, 2324, 2896, 2876, 2437, 4100, 1424
5.583, 2087.925, 0.000, 0.0000, 400.00, 400.00, 3224, 4105, 2961, 2079, 2627, 5000, 4043, 1064, 804, 1072, 2324, 2937, 2917, 2483, 4074, 1524
5.683, 2127.695, 0.000, 0.0000, 400.00, 400.00, 3204, 4043, 2924, 2038, 2586, 5000, 3996, 1064, 744, 1072, 2324, 2957, 2957, 2529, 4083, 2564
5.783, 2168.920, 0.000, 0.0000, 400.00, 400.00, 3224, 3981, 2915, 1997, 2464, 5000, 3950, 1064, 744, 1072, 2324, 2998, 2998, 2575, 3631, 3224
5.884, 2208.690, 0.000, 0.0000, 400.00, 400.00, 3224, 3919, 2869, 1957, 2423, 5000, 3887, 1044, 1064, 968, 2324, 3039, 3038, 2622, 4082, 3224
5.984, 2289.685, 0.000, 0.0000, 400.00, 400.00, 3224, 3813, 2777, 1896, 2322, 5000, 3700, 1064, 1064, 1002, 2324, 3140, 3120, 2714, 1751, 3204
6.085, 2329.940, 0.000, 0.0000, 400.00, 400.00, 3224, 3787, 2731, 1855, 2281, 5000, 3701, 1324, 1064, 941, 2324, 3181, 3160, 2760, 1777, 3204
6.185, 2370.680, 0.000, 0.0000, 400.00, 400.00, 3224, 3787, 2684, 1814, 2261, 5000, 3639, 3464, 1064, 967, 1564, 3201, 3201, 2806, 1776, 3204
6.286, 2410.935, 0.000, 0.0000, 400.00, 400.00, 3224, 3787, 2638, 1918, 2220, 2015, 3576, 3464, 1044, 967, 1564, 3241, 3242, 2853, 1751, 3224
6.386, 2451.675, 0.000, 0.0000, 400.00, 400.00, 3204, 3761, 2592, 1917, 2180, 1969, 3514, 3464, 1064, 971, 1605, 3282, 3282, 2899, 1777, 3224
6.486, 2491.930, 0.000, 0.0000, 400.00, 400.00, 3224, 3709, 2546, 1936, 2148, 1924, 3452, 3444, 1064, 993, 1644, 3343, 3323, 2945, 1750, 3224
6.588, 2531.700, 0.000, 0.0000, 400.00, 400.00, 3204, 3735, 2500, 2033, 2139, 1945, 3390, 3464, 1324, 1002, 1675, 3383, 3363, 3004, 1777, 3204
6.688, 2572.925, 0.000, 0.0000, 400.00, 400.00, 3184, 2456, 2454, 2033, 2099, 1924, 3327, 3464, 3464, 1020, 1724, 3415, 3404, 3037, 1777, 3204
6.839, 2612.695, 0.000, 0.0000, 400.00, 400.00, 3224, 2394, 2407, 1997, 2058, 1924, 3265, 3464, 3444, 994, 1813, 3444, 3444, 3084, 1776, 3204
6.939, 2653.920, 0.000, 0.0000, 400.00, 400.00, 5000, 2332, 2361, 1774, 2033, 2004, 3203, 3464, 3464, 1033, 1859, 3485, 3485, 3129, 1777, 3224
7.039, 2693.690, 0.000, 0.0000, 400.00, 400.00, 5000, 2269, 2315, 1733, 2017, 1876, 3079, 3464, 3464, 1046, 1859, 3526, 3526, 3199, 1777, 3224
7.141, 2774.685, 0.000, 0.0000, 400.00, 400.00, 5000, 2145, 2223, 1632, 1936, 1691, 3016, 3464, 3464, 967, 1998, 3627, 3607, 3360, 1803, 3204
7.291, 2814.940, 0.000, 0.0000, 400.00, 400.00, 5000, 2082, 2176, 1571, 1896, 1668, 2954, 3464, 3464, 967, 2021, 3648, 3648, 3984, 1803, 3204
7.392, 2855.680, 0.000, 0.0000, 400.00, 400.00, 5000, 2052, 2130, 1530, 1855, 1604, 2892, 3464, 3464, 993, 1684, 3530, 3688, 4030, 1803, 3284
7.492, 2895.935, 0.000, 0.0000, 400.00, 400.00, 5000, 1990, 2084, 1489, 1814, 1599, 2829, 3464, 3464, 1033, 1697, 3530, 3729, 4076, 1803, 5000
7.643, 2976.930, 0.970, 2.9883, 459.00, 340.00, 5000, 1906, 2022, 1413, 1728, 1574, 2650, 3466, 3462, 1216, 1529, 3205, 3799, 4128, 1833, 5000
7.745, 3016.700, 2.910, 5.9766, 490.00, 309.00, 5000, 1930, 2011, 1543, 1679, 1619, 2631, 3473, 3461, 1343, 1420, 3194, 3821, 3445, 1898, 3257
7.846, 3056.955, 6.790, 9.9318, 521.00, 278.00, 5000, 1975, 2038, 1154, 1630, 1706, 4381, 3492, 3469, 1287, 1371, 3280, 3841, 3403, 2006, 3254
7.947, 3096.725, 13.580, 13.9748, 549.00, 250.00, 3233, 2138, 2104, 1692, 1205, 1700, 1495, 4853, 3496, 1223, 1177, 3398, 3711, 3610, 2147, 3272
8.048, 3135.525, 23.765, 19.9514, 580.00, 219.00, 3302, 3601, 2048, 1713, 1109, 1506, 1387, 4955, 4897, 1390, 1284, 2248, 3744, 4025, 2377, 3340
8.150, 3173.840, 37.830, 25.9281, 574.00, 225.00, 3395, 5000, 1811, 1774, 1189, 1531, 1514, 4400, 5000, 1882, 1389, 1528, 3375, 4014, 4393, 2862
8.252, 3209.730, 54.805, 30.9379, 558.00, 241.00, 2813, 5000, 1741, 1849, 994, 1474, 1626, 3434, 3873, 2743, 1286, 1437, 3452, 4006, 3583, 2438
8.353, 3244.650, 75.660, 35.9477, 546.00, 253.00, 2544, 3185, 1924, 1950, 1547, 1015, 1441, 2824, 3202, 3472, 1473, 1369, 2341, 3836, 3821, 2089
8.454, 3277.630, 99.910, 39.9907, 530.00, 269.00, 2232, 3210, 3424, 1911, 1571, 966, 1450, 2525, 2737, 3470, 1809, 1545, 1868, 3954, 4210, 1933
8.555, 3308.670, 124.645, 43.9459, 521.00, 278.00, 2076, 5000, 5000, 1719, 1626, 1107, 1392, 1426, 2520, 3477, 2249, 1457, 1678, 3767, 4179, 1899
8.655, 3337.770, 152.775, 46.9342, 509.00, 290.00, 1981, 5000, 5000, 1539, 1643, 827, 965, 1321, 5000, 3506, 2934, 1398, 1595, 3574, 4172, 1920
8.757, 3364.930, 182.845, 50.9772, 502.00, 297.00, 1894, 5000, 5000, 1523, 1688, 1380, 871, 1399, 1452, 4861, 3613, 1577, 1449, 3674, 4184, 2023
8.908, 3414.885, 246.865, 55.9870, 484.00, 315.00, 1941, 3072, 3001, 1723, 1754, 1388, 941, 1530, 1391, 5000, 3597, 1999, 1719, 2635, 4029, 2248
9.010, 3436.710, 279.845, 58.9753, 481.00, 318.00, 2027, 3079, 2935, 3191, 1620, 1397, 721, 1498, 1577, 4873, 3611, 2355, 1723, 2304, 4115, 2330
9.110, 3457.565, 314.765, 60.9969, 471.00, 328.00, 2117, 3086, 3016, 5000, 1505, 1409, 684, 1330, 1519, 4146, 3635, 2710, 1689, 1981, 4349, 2453
9.210, 3477.935, 350.655, 62.9305, 465.00, 334.00, 2207, 3101, 5000, 5000, 1361, 1422, 1220, 1373, 1497, 3623, 3668, 3060, 1669, 1967, 4271, 2535
9.312, 3495.880, 386.545, 64.9520, 462.00, 337.00, 2293, 3105, 5000, 5000, 1302, 1436, 1212, 1325, 1439, 3291, 4988, 3871, 1681, 1949, 3767, 2653
9.463, 3528.860, 460.750, 68.9950, 449.00, 350.00, 2421, 3132, 4791, 5000, 1199, 1469, 1201, 749, 1344, 2753, 5000, 3872, 1937, 1944, 3879, 4596
9.564, 3542.925, 497.610, 69.9618, 446.00, 353.00, 2461, 3139, 4772, 5000, 1231, 1485, 1197, 746, 1307, 1480, 5000, 3885, 1990, 1800, 3935, 4564
9.665, 3556.990, 535.925, 71.9833, 443.00, 356.00, 2522, 3122, 4756, 5000, 1226, 1450, 1194, 801, 869, 1506, 5000, 3901, 2163, 1825, 3992, 4005
9.765, 3569.600, 573.755, 72.9501, 437.00, 362.00, 2630, 3008, 4761, 5000, 1259, 1378, 1192, 598, 800, 1432, 5000, 3923, 2317, 1888, 4026, 3925
9.866, 3581.725, 612.555, 73.9169, 437.00, 362.00, 2654, 2959, 4724, 5000, 1292, 1256, 1213, 589, 756, 1427, 5000, 3948, 2391, 1949, 4101, 3913
9.966, 3592.880, 651.840, 74.9716, 434.00, 365.00, 4551, 2867, 4710, 5000, 1328, 1169, 1191, 783, 755, 1471, 4891, 3976, 2579, 2038, 4140, 3903
10.067, 3602.580, 690.640, 75.9385, 431.00, 368.00, 4536, 2780, 4714, 2536, 2741, 1033, 1191, 1000, 798, 1514, 4483, 4007, 2721, 2098, 4053, 3876
10.218, 3612.765, 729.925, 76.9932, 428.00, 371.00, 4010, 2715, 4698, 2494, 2714, 1015, 1191, 1096, 616, 1557, 4162, 4039, 2863, 2155, 3992, 3871
10.319, 3621.980, 769.695, 77.9600, 428.00, 371.00, 3941, 2678, 4658, 2473, 2708, 890, 1191, 1083, 581, 1875, 3904, 4074, 2950, 2210, 3950, 3869
10.421, 3629.740, 808.980, 78.9268, 424.00, 375.00, 3936, 2661, 4662, 2432, 2743, 849, 1192, 1070, 761, 1661, 3629, 4110, 3150, 2267, 3910, 3867
10.521, 3645.745, 887.550, 79.9815, 421.00, 378.00, 3908, 2597, 4623, 2352, 5000, 789, 1194, 1049, 1091, 1707, 3382, 5000, 3434, 2371, 3100, 3866
10.622, 3652.535, 927.805, 80.9483, 418.00, 381.00, 3906, 2572, 4622, 2292, 5000, 791, 1148, 1040, 1079, 1690, 1781, 5000, 3524, 2418, 3117, 3867
10.722, 3658.840, 967.575, 80.9483, 415.00, 384.00, 3905, 2544, 4577, 2253, 5000, 792, 1074, 1031, 1069, 1655, 1830, 5000, 3679, 2454, 3146, 3868
10.823, 3664.660, 1007.830, 81.9151, 418.00, 381.00, 3906, 2525, 4551, 2214, 5000, 779, 941, 1024, 1059, 1514, 1901, 5000, 3777, 2484, 3173, 3870
10.925, 3670.965, 1047.600, 81.9151, 415.00, 384.00, 2616, 2504, 4527, 2175, 5000, 763, 848, 1016, 1049, 964, 1757, 5000, 3984, 2514, 3202, 3872
11.025, 3675.815, 1087.855, 82.9698, 415.00, 384.00, 2505, 2479, 4502, 2136, 5000, 765, 759, 1010, 1041, 913, 1791, 5000, 4586, 2545, 3229, 3874
11.125, 3681.635, 1127.625, 82.9698, 412.00, 387.00, 2434, 2445, 4475, 2077, 5000, 766, 603, 1004, 1033, 900, 1813, 5000, 4615, 2578, 3255, 3877
11.226, 3685.515, 1167.880, 83.9366, 412.00, 387.00, 2346, 2427, 4446, 2039, 5000, 766, 577, 998, 1026, 731, 1862, 5000, 4667, 2612, 3278, 3879
11.328, 3690.850, 1207.650, 83.9366, 409.00, 390.00, 2237, 2445, 4416, 2020, 5000, 767, 549, 1013, 1019, 719, 1912, 5000, 4677, 2647, 3307, 3882
11.430, 3694.730, 1248.875, 83.9366, 409.00, 390.00, 2078, 2412, 4384, 1980, 5000, 767, 524, 988, 1012, 779, 1939, 5000, 4731, 2684, 3348, 3885
11.530, 3698.610, 1288.645, 84.9913, 409.00, 390.00, 1800, 2427, 4352, 1942, 5000, 767, 521, 984, 1007, 840, 1987, 5000, 4744, 2722, 3390, 3888
11.681, 3706.855, 1368.670, 84.9913, 409.00, 390.00, 1725, 2409, 4286, 1863, 5000, 1913, 493, 976, 996, 963, 2063, 5000, 4833, 2797, 4139, 3893
11.782, 3709.765, 1408.925, 84.9913, 409.00, 390.00, 1687, 2400, 4254, 1824, 5000, 1857, 491, 972, 1011, 1025, 2400, 5000, 4866, 2834, 4175, 3896
11.882, 3712.675, 1449.665, 85.9581, 409.00, 390.00, 1689, 2396, 4220, 1785, 5000, 1826, 489, 968, 986, 1088, 2392, 5000, 4880, 2873, 4214, 2640
12.033, 3715.585, 1489.920, 85.9581, 406.00, 393.00, 1691, 2386, 4185, 1746, 5000, 1799, 487, 965, 982, 1151, 2176, 5000, 4936, 2912, 4255, 2436
12.135, 3718.980, 1529.690, 85.9581, 406.00, 393.00, 1674, 2361, 4149, 1707, 5000, 1805, 486, 461, 978, 1213, 2216, 5000, 4972, 2936, 4298, 2239
12.285, 3723.830, 1610.685, 85.9581, 406.00, 393.00, 1698, 2399, 4074, 1627, 5000, 1815, 482, 395, 971, 1338, 1309, 5000, 5000, 2979, 4391, 1724
12.386, 3726.740, 1650.940, 86.9249, 403.00, 396.00, 1680, 2358, 4036, 1588, 5000, 1819, 480, 392, 968, 1359, 1096, 5000, 5000, 2998, 4441, 1726
12.538, 3728.680, 1691.680, 84.9913, 359.00, 440.00, 1682, 2307, 3997, 1548, 5000, 1822, 503, 390, 964, 1352, 1089, 5000, 5000, 3015, 4492, 1689
12.638, 3731.590, 1731.935, 83.9366, 365.00, 434.00, 1669, 2223, 3908, 1496, 5000, 1754, 2893, 367, 967, 1384, 1141, 5000, 5000, 2878, 4704, 1670
12.788, 3740.805, 1811.960, 81.9151, 371.00, 428.00, 1696, 2028, 3731, 1420, 5000, 1643, 2898, 359, 447, 1440, 1245, 5000, 4507, 3062, 4753, 1679
12.890, 3746.625, 1851.730, 80.9483, 371.00, 428.00, 1715, 1915, 3684, 1399, 5000, 1598, 2901, 354, 405, 1464, 1522, 5000, 4289, 3097, 4707, 1664
12.991, 3752.930, 1891.985, 80.9483, 375.00, 424.00, 1726, 1833, 3595, 1358, 5000, 1553, 2906, 349, 403, 1487, 1561, 5000, 4142, 3190, 4662, 1692
13.092, 3758.750, 1931.755, 79.9815, 375.00, 424.00, 1737, 1782, 3532, 1319, 5000, 1513, 2933, 343, 401, 1509, 2868, 5000, 3995, 3256, 4626, 1700
13.192, 3766.995, 1971.525, 78.9268, 378.00, 421.00, 1749, 1657, 3493, 1259, 5000, 1476, 2902, 336, 397, 1526, 2896, 5000, 3846, 3319, 4785, 1709
13.294, 3773.785, 2010.810, 77.9600, 378.00, 421.00, 1741, 1641, 3437, 1220, 5000, 1443, 2878, 329, 373, 1541, 2904, 5000, 3733, 3434, 4971, 1738
13.394, 3781.545, 2050.580, 77.9600, 381.00, 418.00, 1754, 1649, 3380, 1181, 5000, 1408, 2865, 322, 368, 1558, 2954, 5000, 3687, 3632, 5000, 1749
13.496, 3790.760, 2089.865, 76.9932, 381.00, 418.00, 1768, 1690, 3326, 5000, 5000, 1377, 2845, 314, 363, 1571, 2711, 5000, 3509, 3715, 5000, 1759
13.596, 3799.975, 2129.635, 76.9932, 384.00, 415.00, 1782, 3956, 3253, 5000, 5000, 1348, 2818, 326, 378, 1581, 2743, 5000, 3531, 4096, 5000, 1751
13.697, 3808.705, 2168.920, 75.9385, 384.00, 415.00, 1795, 3904, 3220, 5000, 5000, 1320, 2784, 364, 350, 1589, 2776, 5000, 3474, 4204, 5000, 1742
13.798, 3818.890, 2207.720, 75.9385, 387.00, 412.00, 1830, 3807, 3155, 5000, 5000, 1294, 2746, 510, 343, 1594, 2810, 5000, 3428, 4181, 5000, 1754
13.948, 3838.775, 2286.775, 74.9716, 390.00, 409.00, 1817, 3672, 987, 5000, 5000, 1246, 2648, 782, 327, 1597, 1632, 5000, 3504, 4097, 5000, 1792
14.050, 3848.960, 2325.575, 74.9716, 387.00, 412.00, 1851, 3609, 925, 5000, 5000, 1223, 2592, 833, 318, 1595, 1651, 5000, 3535, 4120, 5000, 1791
14.150, 3859.630, 2364.860, 73.9169, 387.00, 412.00, 1887, 3544, 903, 5000, 5000, 1199, 2555, 828, 330, 610, 1688, 5000, 3590, 4719, 5000, 1846
14.251, 3870.785, 2403.660, 73.9169, 390.00, 409.00, 1944, 3481, 862, 5000, 5000, 1176, 2487, 839, 343, 600, 1725, 5000, 3667, 4835, 5000, 1797
14.351, 3881.940, 2441.975, 73.9169, 390.00, 409.00, 1917, 3421, 821, 5000, 5000, 1153, 2426, 896, 473, 588, 1762, 5000, 3720, 4920, 5000, 1811
14.451, 3893.580, 2480.775, 72.9501, 390.00, 409.00, 1932, 3362, 801, 5000, 5000, 1131, 1662, 1965, 600, 538, 1799, 5000, 3773, 5000, 5000, 1866
14.552, 3904.735, 2519.575, 72.9501, 393.00, 406.00, 1968, 3305, 760, 5000, 5000, 1084, 1434, 1955, 723, 523, 1837, 5000, 3826, 5000, 5000, 1900
14.653, 3916.860, 2558.860, 72.9501, 393.00, 406.00, 1983, 3250, 720, 5000, 5000, 1033, 995, 1946, 823, 508, 1874, 5000, 3877, 5000, 2060, 1893
14.754, 3928.985, 2596.690, 72.9501, 390.00, 409.00, 1998, 3196, 680, 5000, 5000, 987, 970, 1936, 834, 491, 1912, 5000, 3928, 5000, 2004, 1928
14.905, 3952.750, 2673.805, 71.9833, 393.00, 406.00, 2051, 3072, 579, 4908, 5000, 917, 889, 1917, 853, 458, 1986, 5000, 4008, 5000, 2020, 1958
15.005, 3964.875, 2712.605, 71.9833, 393.00, 406.00, 1971, 646, 540, 4873, 5000, 897, 799, 1907, 965, 469, 2023, 5000, 4001, 5000, 2007, 1973
15.107, 3977.970, 2750.920, 71.9833, 396.00, 403.00, 1760, 586, 500, 4836, 5000, 877, 759, 1896, 1970, 466, 2060, 5000, 3997, 5000, 2017, 2001
15.207, 3989.610, 2788.750, 71.9833, 396.00, 403.00, 1693, 554, 546, 4799, 5000, 859, 745, 1884, 1958, 510, 2119, 5000, 4010, 5000, 2028, 1996
15.308, 4002.705, 2827.550, 71.9833, 396.00, 403.00, 1521, 509, 1006, 4742, 5000, 840, 731, 1871, 1946, 554, 2137, 5000, 4025, 5000, 2019, 2016
15.408, 4015.800, 2865.865, 71.9833, 396.00, 403.00, 1346, 487, 1076, 4704, 5000, 819, 717, 1859, 1934, 599, 2175, 5000, 3999, 5000, 2031, 2050
