%
% Irregular Data
%

@RELATION irregular

@ATTRIBUTE time REAL
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE th REAL
@ATTRIBUTE left_motor REAL
@ATTRIBUTE right_motor REAL
@ATTRIBUTE sonar1 REAL
@ATTRIBUTE sonar2 REAL
@ATTRIBUTE sonar3 REAL
@ATTRIBUTE sonar4 REAL
@ATTRIBUTE sonar5 REAL
@ATTRIBUTE sonar6 REAL
@ATTRIBUTE sonar7 REAL
@ATTRIBUTE sonar8 REAL
@ATTRIBUTE sonar9 REAL
@ATTRIBUTE sonar10 REAL
@ATTRIBUTE sonar11 REAL
@ATTRIBUTE sonar12 REAL
@ATTRIBUTE sonar13 REAL
@ATTRIBUTE sonar14 REAL
@ATTRIBUTE sonar15 REAL
@ATTRIBUTE sonar16 REAL

@DATA
1.560, 242.985, -12.610, -2.9883, 200.00, 200.00, 1374, 3485, 5000, 4228, 2366, 1443, 1113, 1098, 1131, 1147, 1449, 2314, 1870, 5000, 5000, 1582
1.660, 262.870, -13.580, -2.9883, 200.00, 200.00, 1355, 3473, 5000, 4208, 2361, 1437, 1112, 1077, 1150, 1163, 1471, 2334, 1891, 5000, 5000, 1583
1.761, 282.755, -14.550, -2.9883, 200.00, 200.00, 1336, 3456, 5000, 4188, 2356, 1413, 1110, 1076, 1149, 1161, 1484, 2355, 1912, 5000, 5000, 1564
1.861, 302.640, -15.520, -2.9883, 200.00, 200.00, 1297, 3449, 5000, 4168, 2351, 1401, 1109, 1075, 1147, 1159, 1481, 2375, 1932, 5000, 5000, 1545
2.012, 343.865, -18.915, -2.9883, 200.00, 200.00, 1259, 3425, 5000, 4108, 2323, 1397, 1081, 1052, 1125, 1184, 1494, 2415, 1965, 5000, 5000, 1507
2.113, 363.750, -19.885, -2.9883, 200.00, 200.00, 1247, 3398, 5000, 4088, 2302, 1394, 1079, 1051, 1124, 1182, 1516, 2435, 1973, 5000, 5000, 1488
2.213, 383.635, -20.855, -2.9883, 200.00, 200.00, 1242, 3373, 5000, 4067, 2282, 1389, 1078, 1050, 1123, 1205, 1515, 2455, 1993, 5000, 5000, 1469
2.314, 403.520, -21.825, -2.9883, 200.00, 200.00, 1223, 3374, 5000, 4047, 2261, 1365, 1066, 1029, 1102, 1207, 1516, 2475, 2014, 5000, 5000, 1431
2.414, 423.890, -22.795, -2.9883, 200.00, 200.00, 1204, 5000, 5000, 4007, 2241, 1352, 1050, 1028, 1101, 1205, 1538, 2474, 2035, 5000, 5000, 1411
2.517, 443.775, -23.765, -2.9883, 200.00, 200.00, 1185, 5000, 5000, 3987, 2229, 1350, 1049, 1027, 1099, 1231, 1552, 2464, 2055, 5000, 5000, 1393
2.617, 464.630, -24.735, -2.9883, 200.00, 200.00, 1206, 5000, 5000, 3966, 2225, 1348, 1047, 1026, 1098, 1229, 1550, 2475, 2076, 5000, 5000, 1374
2.718, 484.515, -26.675, -2.9883, 200.00, 200.00, 1227, 5000, 5000, 3946, 2220, 1345, 1046, 1005, 1077, 1228, 1547, 2495, 2086, 5000, 5000, 1355
2.818, 504.885, -27.645, -2.9883, 200.00, 200.00, 1228, 5000, 5000, 3926, 2215, 1342, 1033, 1003, 1076, 1234, 1561, 2515, 2096, 5000, 5000, 1352
2.968, 524.770, -28.615, -2.9883, 200.00, 200.00, 1229, 5000, 5000, 3886, 2200, 1318, 1018, 1002, 1075, 1252, 1583, 2536, 2117, 5000, 5000, 1337
3.070, 543.685, -29.585, -1.9336, 221.00, 158.00, 1228, 5000, 5000, 3936, 2253, 1343, 1033, 981, 1051, 1254, 1568, 2460, 2168, 5000, 5000, 1340
3.170, 562.600, -30.555, -0.9668, 239.00, 140.00, 1226, 3276, 5000, 4076, 2383, 1372, 1033, 982, 1024, 1240, 1515, 2348, 2215, 5000, 5000, 1364
3.270, 582.970, -30.555, 0.9668, 239.00, 140.00, 1224, 3270, 5000, 4201, 2516, 1408, 1057, 964, 1020, 1231, 1508, 2242, 2263, 5000, 5000, 1388
3.371, 601.885, -30.070, 2.9883, 239.00, 140.00, 1204, 3294, 5000, 4330, 2706, 1450, 1066, 947, 997, 1222, 1468, 2168, 2313, 5000, 5000, 1414
3.472, 640.685, -28.130, 4.9219, 218.00, 181.00, 1202, 3275, 5000, 4560, 2964, 1500, 1088, 935, 976, 1230, 1443, 2085, 2382, 5000, 5000, 1441
3.575, 659.600, -27.160, 5.9766, 239.00, 140.00, 1182, 3297, 5000, 4743, 3110, 1553, 1098, 941, 976, 1227, 1413, 2010, 2456, 5000, 5000, 1509
3.676, 678.515, -24.250, 7.9981, 239.00, 140.00, 1202, 3316, 5000, 4934, 3187, 1624, 1110, 929, 958, 1225, 1399, 1950, 2512, 3194, 5000, 1557
3.776, 697.915, -22.310, 9.9318, 239.00, 140.00, 1224, 3324, 5000, 5000, 3247, 1703, 1132, 918, 940, 1225, 1398, 1888, 2570, 2794, 5000, 1587
3.876, 716.830, -19.400, 10.9865, 239.00, 140.00, 1246, 3344, 5000, 5000, 3328, 1749, 1175, 928, 945, 1226, 1379, 1823, 2649, 2468, 5000, 1638
3.977, 735.745, -15.035, 12.9201, 239.00, 140.00, 1290, 3378, 5000, 5000, 3393, 1863, 1197, 920, 930, 1229, 1363, 1785, 2711, 2255, 5000, 1669
4.078, 754.660, -11.155, 13.9748, 239.00, 140.00, 1314, 3391, 5000, 5000, 3501, 1933, 1223, 933, 917, 1234, 1350, 1758, 2796, 2318, 5000, 5000
4.178, 772.605, -6.305, 15.9963, 239.00, 140.00, 1380, 3427, 5000, 5000, 3573, 2037, 1253, 927, 925, 1196, 1339, 1704, 2782, 2344, 5000, 5000
4.279, 791.520, 0.000, 17.9299, 239.00, 140.00, 1428, 3465, 5000, 5000, 3688, 2168, 1287, 923, 914, 1161, 1330, 1696, 2670, 2384, 5000, 5000
4.379, 809.950, 4.850, 18.9846, 239.00, 140.00, 1477, 3504, 5000, 5000, 3807, 2291, 1327, 941, 926, 1129, 1344, 1650, 2559, 2430, 5000, 5000
4.479, 827.895, 11.640, 20.9182, 239.00, 140.00, 1549, 3532, 5000, 5000, 3931, 2492, 1373, 939, 917, 1098, 1329, 1612, 2430, 2477, 5000, 5000
4.581, 845.840, 17.945, 21.9729, 239.00, 140.00, 1623, 3587, 3050, 5000, 4059, 2658, 1426, 939, 910, 1091, 1344, 1615, 2361, 2525, 5000, 5000
4.681, 863.785, 25.705, 23.9944, 239.00, 140.00, 1678, 3631, 3058, 5000, 4234, 2899, 1488, 961, 927, 1064, 1335, 1585, 2296, 2575, 5000, 3911
4.781, 880.760, 33.950, 25.9281, 239.00, 140.00, 5000, 3697, 3068, 5000, 4414, 2935, 1558, 964, 922, 1040, 1345, 1560, 2218, 2627, 5000, 3764
4.882, 898.705, 41.710, 26.9828, 239.00, 140.00, 3988, 3744, 3065, 5000, 4623, 3013, 1606, 990, 919, 1038, 1345, 1544, 2157, 2681, 5000, 3756
4.982, 915.680, 50.925, 28.9164, 239.00, 140.00, 3811, 5000, 3088, 5000, 4839, 3053, 1686, 996, 941, 1016, 1352, 1552, 2110, 2756, 5000, 3968
5.084, 932.655, 59.655, 29.9711, 239.00, 140.00, 3640, 5000, 3107, 5000, 5000, 3136, 1788, 1004, 941, 997, 1312, 1537, 2053, 2814, 3420, 4213
5.184, 948.660, 69.840, 31.9926, 239.00, 140.00, 3880, 5000, 3114, 5000, 5000, 3221, 1868, 1013, 957, 999, 1276, 1524, 1991, 2893, 3048, 5000
5.285, 964.665, 79.540, 29.9711, 140.00, 239.00, 3756, 5000, 3048, 5000, 5000, 3123, 1798, 1027, 964, 1017, 1335, 1567, 2087, 2846, 5000, 4121
5.386, 981.640, 88.755, 28.9164, 140.00, 239.00, 3947, 5000, 3014, 5000, 4770, 3027, 1737, 1017, 962, 1035, 1374, 1614, 2186, 2781, 5000, 3787
5.486, 998.615, 98.940, 26.9828, 140.00, 239.00, 1530, 3605, 2956, 5000, 4540, 2953, 1672, 1009, 960, 1054, 1438, 1664, 2286, 2740, 5000, 3805
5.586, 1015.590, 107.670, 25.9281, 140.00, 239.00, 1256, 3498, 2904, 5000, 4297, 2881, 1591, 1001, 959, 1095, 1457, 1719, 2415, 2721, 5000, 4025
5.687, 1032.565, 115.915, 23.9944, 140.00, 239.00, 1121, 3414, 2857, 5000, 4102, 2799, 1554, 994, 959, 1116, 1478, 1755, 2528, 2683, 5000, 5000
5.788, 1050.995, 123.675, 21.9729, 140.00, 239.00, 1143, 3326, 5000, 5000, 3934, 2723, 1506, 986, 958, 1137, 1516, 1809, 2671, 2649, 5000, 1604
5.890, 1067.970, 130.950, 23.9944, 239.00, 140.00, 1130, 3377, 2830, 5000, 4087, 2776, 1553, 1010, 975, 1131, 1509, 1797, 2564, 2698, 5000, 1665
5.990, 1085.915, 138.710, 25.9281, 239.00, 140.00, 1132, 3404, 2835, 5000, 4246, 2832, 1618, 1013, 971, 1106, 1519, 1773, 2500, 2750, 5000, 5000
6.141, 1120.835, 154.715, 21.9729, 140.00, 239.00, 1131, 3228, 5000, 5000, 3883, 2693, 1518, 999, 970, 1170, 1565, 1869, 2748, 2691, 5000, 1375
6.242, 1138.780, 161.990, 20.9182, 140.00, 239.00, 1111, 3145, 5000, 5000, 3720, 2647, 1473, 1013, 991, 1193, 1594, 1941, 2905, 2666, 5000, 1197
6.343, 1155.755, 168.780, 21.9729, 239.00, 140.00, 1116, 3179, 5000, 5000, 3867, 2678, 1532, 1013, 985, 1163, 1589, 1911, 2813, 2714, 5000, 1252
6.445, 1173.700, 175.570, 20.9182, 140.00, 239.00, 1118, 3099, 5000, 5000, 3684, 2611, 1483, 1006, 985, 1207, 1634, 1968, 2979, 2682, 5000, 1118
6.545, 1191.645, 182.845, 18.9846, 140.00, 239.00, 1100, 3033, 5000, 5000, 3546, 2483, 1436, 1000, 985, 1231, 1662, 2052, 3125, 2652, 5000, 1136
6.645, 1209.590, 188.665, 17.9299, 140.00, 239.00, 1105, 2959, 5000, 5000, 3411, 2358, 1401, 995, 986, 1257, 1693, 2102, 3290, 2890, 5000, 1113
6.746, 1228.990, 194.970, 15.9963, 140.00, 239.00, 1111, 2883, 5000, 5000, 3280, 2212, 1358, 1010, 1007, 1304, 1726, 2195, 3216, 3237, 5000, 1113
6.847, 1246.935, 200.790, 17.9299, 239.00, 140.00, 1103, 2925, 5000, 5000, 3374, 2321, 1397, 1006, 997, 1269, 1708, 2137, 3326, 2989, 5000, 1123
6.948, 1265.850, 206.610, 17.9299, 218.00, 181.00, 1112, 2914, 5000, 5000, 3401, 2379, 1419, 1017, 1006, 1246, 1724, 2132, 3352, 2940, 5000, 1123
7.049, 1284.765, 212.915, 17.9299, 200.00, 200.00, 1105, 2898, 5000, 5000, 3382, 2410, 1410, 1002, 991, 1253, 1732, 2148, 3371, 2980, 5000, 1116
7.149, 1304.650, 218.735, 17.9299, 200.00, 200.00, 1098, 2870, 5000, 5000, 3363, 2420, 1421, 1009, 998, 1259, 1749, 2170, 3390, 2999, 5000, 1110
7.249, 1323.565, 225.525, 17.9299, 200.00, 200.00, 1092, 2863, 5000, 5000, 3343, 2401, 1433, 1015, 1004, 1266, 1776, 2191, 3409, 3060, 5000, 1124
7.350, 1342.965, 231.830, 17.9299, 200.00, 200.00, 1085, 2835, 5000, 5000, 3345, 2404, 1425, 1022, 990, 1251, 1784, 2213, 3428, 3120, 5000, 1118
7.452, 1380.795, 244.925, 17.9299, 200.00, 200.00, 1103, 2778, 5000, 5000, 3306, 2424, 1431, 1014, 1003, 1265, 1801, 2253, 3467, 3220, 5000, 1104
7.552, 1400.680, 250.745, 17.9299, 200.00, 200.00, 4897, 2771, 5000, 5000, 3287, 2405, 1443, 1021, 1009, 1250, 1809, 2267, 3486, 3240, 5000, 1117
7.653, 1419.595, 256.565, 17.9299, 200.00, 200.00, 4933, 2744, 5000, 5000, 3267, 2385, 1429, 1027, 995, 1257, 1830, 2280, 3505, 3300, 5000, 1112
7.753, 1438.995, 262.870, 17.9299, 200.00, 200.00, 4931, 2722, 5000, 5000, 3269, 2366, 1429, 1013, 1002, 1263, 1853, 2293, 3524, 3340, 5000, 1106
7.853, 1457.910, 269.660, 17.9299, 200.00, 200.00, 4941, 2708, 5000, 5000, 3249, 2367, 1440, 1020, 1008, 1270, 1861, 2307, 3543, 3400, 5000, 1099
7.955, 1476.825, 275.965, 17.9299, 200.00, 200.00, 4955, 2680, 5000, 5000, 3230, 2348, 1433, 1026, 1015, 1277, 1869, 2320, 3563, 3460, 5000, 1104
8.056, 1496.710, 281.785, 17.9299, 200.00, 200.00, 4970, 2674, 5000, 5000, 3211, 2349, 1426, 1033, 1000, 1262, 1884, 2333, 3582, 3480, 5000, 1107
8.156, 1515.625, 288.575, 17.9299, 200.00, 200.00, 4982, 2625, 5000, 5000, 3192, 2329, 1438, 1018, 1007, 1269, 1912, 2346, 3601, 3520, 5000, 1100
8.256, 1534.540, 294.880, 17.9299, 200.00, 200.00, 4999, 2617, 5000, 5000, 3193, 2318, 1450, 1025, 1014, 1276, 1921, 2360, 3620, 3579, 5000, 1094
8.357, 1553.940, 300.700, 17.9299, 200.00, 200.00, 5000, 2589, 5000, 5000, 3174, 2311, 1437, 1032, 1020, 1282, 1930, 2382, 3640, 3640, 5000, 1087
8.458, 1572.855, 307.975, 17.9299, 200.00, 200.00, 5000, 2580, 5000, 5000, 3154, 2291, 1436, 1024, 1007, 1268, 1938, 2404, 3659, 3700, 5000, 1088
8.558, 1591.770, 313.795, 17.9299, 200.00, 200.00, 5000, 2554, 5000, 5000, 3135, 2293, 1448, 1023, 1012, 1274, 1920, 2425, 3658, 3719, 5000, 1095
8.659, 1611.655, 319.615, 17.9299, 200.00, 200.00, 5000, 2531, 5000, 4995, 3116, 2273, 1460, 1030, 1019, 1281, 1928, 2447, 3677, 3759, 5000, 4899
8.759, 1630.570, 326.890, 17.9299, 200.00, 200.00, 5000, 2519, 5000, 4973, 3117, 2274, 1442, 1036, 1026, 1288, 1937, 2468, 3696, 3820, 5000, 4916
8.859, 1649.970, 332.710, 17.9299, 200.00, 200.00, 5000, 2483, 5000, 4952, 3098, 2255, 1445, 1037, 1020, 1294, 1945, 2481, 3715, 3880, 5000, 4928
8.961, 1668.885, 338.530, 17.9299, 200.00, 200.00, 5000, 2462, 5000, 4930, 3079, 2238, 1457, 1029, 1018, 1279, 1927, 2494, 3734, 3920, 5000, 4943
9.061, 1687.800, 345.805, 17.9299, 200.00, 200.00, 5000, 2434, 5000, 4909, 3060, 2237, 1469, 1036, 1024, 1286, 1935, 2508, 3734, 3939, 5000, 4957
9.162, 1707.685, 351.625, 17.9299, 200.00, 200.00, 5000, 2427, 5000, 4887, 3040, 2217, 1446, 1042, 1031, 1293, 1943, 2521, 3753, 3999, 5000, 4967
9.312, 1745.515, 364.720, 17.9299, 200.00, 200.00, 5000, 2389, 5000, 4844, 3022, 2198, 1467, 1034, 1023, 1285, 1960, 2552, 3791, 4099, 5000, 5000
9.413, 1764.915, 370.540, 17.9299, 200.00, 200.00, 5000, 2364, 5000, 4822, 3003, 2196, 1474, 1041, 1030, 1292, 1941, 2574, 3810, 4119, 5000, 5000
9.515, 1783.830, 376.845, 17.9299, 200.00, 200.00, 5000, 2340, 5000, 4801, 2984, 2180, 1452, 1047, 1036, 1298, 1950, 2595, 3829, 4138, 5000, 5000
9.615, 1803.715, 383.635, 17.9299, 200.00, 200.00, 5000, 2329, 5000, 4779, 2965, 2161, 1464, 1054, 1022, 1284, 1958, 2617, 3849, 4158, 5000, 5000
9.716, 1822.630, 389.940, 17.9299, 200.00, 200.00, 5000, 2292, 5000, 4758, 2965, 2141, 1476, 1040, 1028, 1290, 1940, 2639, 3868, 5000, 5000, 5000
9.816, 1841.545, 395.760, 17.9299, 200.00, 200.00, 5000, 2272, 5000, 4736, 2947, 2122, 1455, 1046, 1035, 1297, 1948, 2656, 3887, 5000, 5000, 5000
9.916, 1860.945, 401.580, 17.9299, 200.00, 200.00, 5000, 2244, 5000, 4714, 2927, 2123, 1462, 1053, 1041, 1304, 1957, 2669, 3906, 5000, 5000, 5000
10.018, 1879.860, 408.855, 17.9299, 200.00, 200.00, 5000, 2237, 5000, 4693, 2908, 2104, 1474, 1059, 1027, 1289, 1965, 2682, 3905, 5000, 5000, 5000
10.118, 1898.775, 414.675, 17.9299, 200.00, 200.00, 5000, 2209, 5000, 4671, 2889, 2105, 1482, 1045, 1033, 1296, 1973, 2695, 3925, 5000, 5000, 5000
10.269, 1937.575, 427.770, 17.9299, 200.00, 200.00, 5000, 2174, 5000, 4628, 2871, 2080, 1471, 1058, 1047, 1309, 1963, 2722, 3963, 5000, 5000, 5000
10.369, 1956.975, 433.590, 17.9299, 200.00, 200.00, 5000, 2149, 5000, 4607, 2852, 2067, 1483, 1043, 1032, 1316, 1972, 2735, 3982, 5000, 5000, 5000
10.519, 1975.890, 439.895, 17.9299, 200.00, 200.00, 5000, 2118, 5000, 4585, 2832, 2048, 1487, 1050, 1039, 1301, 1980, 2748, 3981, 5000, 5000, 5000
10.621, 1994.805, 446.685, 17.9299, 200.00, 200.00, 5000, 2111, 5000, 4563, 2813, 2049, 1469, 1057, 1045, 1308, 1962, 2764, 4000, 5000, 5000, 5000
10.721, 2014.690, 452.990, 17.9299, 200.00, 200.00, 5000, 2147, 5000, 4542, 2814, 2029, 1481, 1063, 1052, 1315, 1970, 2786, 4019, 5000, 5000, 5000
10.821, 2033.605, 458.810, 17.9299, 200.00, 200.00, 5000, 2205, 5000, 4520, 2795, 2030, 1493, 1049, 1037, 1322, 1978, 2807, 4038, 5000, 5000, 5000
10.922, 2052.520, 465.600, 17.9299, 200.00, 200.00, 5000, 2263, 5000, 4499, 2776, 2011, 1492, 1055, 1044, 1306, 1987, 2829, 4057, 5000, 5000, 5000
11.022, 2071.920, 471.905, 17.9299, 200.00, 200.00, 5000, 2299, 5000, 4477, 2756, 2000, 1479, 1062, 1051, 1313, 1995, 2851, 4077, 5000, 1470, 5000
11.123, 2109.750, 484.515, 17.9299, 200.00, 200.00, 5000, 2415, 5000, 4434, 2718, 1973, 1502, 1054, 1043, 1327, 1985, 2883, 4115, 5000, 1485, 5000
11.224, 2129.635, 490.820, 17.9299, 200.00, 200.00, 5000, 2473, 5000, 4413, 2699, 1974, 1496, 1060, 1049, 1312, 1994, 2896, 4134, 5000, 1497, 5000
11.324, 2148.550, 496.640, 17.9299, 200.00, 200.00, 5000, 2488, 5000, 4391, 2680, 1955, 1488, 1067, 1056, 1319, 2002, 2909, 4153, 5000, 1499, 5000
11.424, 2167.950, 503.915, 17.9299, 200.00, 200.00, 5000, 2546, 5000, 4369, 2661, 1956, 1500, 1074, 1043, 1326, 2010, 2923, 4173, 5000, 1487, 5000
11.525, 2186.865, 509.735, 17.9299, 200.00, 200.00, 5000, 2603, 5000, 4348, 2642, 1936, 1500, 1063, 1048, 1332, 1992, 2936, 4172, 5000, 1475, 5000
11.677, 2225.665, 522.830, 17.9299, 200.00, 200.00, 5000, 2719, 5000, 4305, 2623, 1918, 1497, 1072, 1061, 1324, 2009, 2978, 4210, 5000, 1489, 5000
11.777, 2244.580, 528.650, 17.9299, 200.00, 200.00, 5000, 2777, 5000, 4283, 2604, 1898, 1509, 1079, 1055, 1331, 2017, 2999, 4230, 5000, 1477, 5000
11.878, 2263.980, 534.955, 17.9299, 200.00, 200.00, 5000, 2835, 5000, 4262, 2585, 1879, 1504, 1075, 1053, 1338, 1999, 3021, 4228, 5000, 1465, 5000
11.978, 2282.895, 540.775, 17.9299, 200.00, 200.00, 5000, 2893, 5000, 4240, 2565, 1859, 1495, 1071, 1060, 1323, 2007, 3043, 4248, 5000, 1487, 5000
12.129, 2321.695, 553.870, 17.9299, 200.00, 200.00, 5000, 2987, 5000, 4197, 2547, 1841, 1519, 1084, 1068, 1336, 1997, 3071, 4286, 5000, 1468, 5000
12.231, 2340.610, 559.690, 17.9299, 200.00, 200.00, 5000, 3045, 5000, 4175, 2528, 1841, 1509, 1088, 1058, 1343, 2005, 3084, 4305, 5000, 1461, 5000
12.331, 2359.525, 566.965, 17.9299, 200.00, 200.00, 5000, 3103, 5000, 4154, 2509, 1823, 1505, 1076, 1065, 1329, 2014, 3097, 4325, 5000, 1482, 5000
12.432, 2378.925, 572.785, 17.9299, 200.00, 200.00, 5000, 3117, 5000, 4132, 2490, 1805, 1517, 1083, 1072, 1335, 2022, 3110, 4343, 5000, 1470, 5000
12.532, 2397.840, 578.605, 17.9299, 200.00, 200.00, 5000, 3176, 5000, 4111, 2491, 1804, 1529, 1090, 1078, 1341, 2030, 3126, 4363, 5000, 1458, 5000
12.632, 2416.755, 585.880, 17.9299, 200.00, 200.00, 5000, 3233, 5000, 4089, 2471, 1785, 1514, 1075, 1064, 1348, 2012, 3148, 4382, 5000, 1456, 5000
12.735, 2455.555, 597.520, 17.9299, 200.00, 200.00, 5000, 3291, 5000, 4068, 2452, 1786, 1514, 1081, 1070, 1355, 2021, 3170, 4401, 5000, 1472, 5000
12.835, 2474.955, 604.795, 17.9299, 200.00, 200.00, 5000, 3300, 5000, 4025, 2414, 1762, 1538, 1095, 1083, 1347, 2037, 3213, 4419, 5000, 1449, 5000
12.936, 2493.870, 610.615, 17.9299, 200.00, 200.00, 5000, 3293, 5000, 4003, 2415, 1748, 1519, 1080, 1069, 1354, 2046, 3232, 4439, 5000, 1437, 5000
13.036, 2512.785, 616.920, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3981, 2396, 1729, 1496, 1087, 1076, 1361, 2027, 3245, 4458, 5000, 1450, 5000
13.136, 2532.670, 623.710, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3960, 2377, 1730, 1497, 1094, 1082, 1346, 2036, 3259, 4477, 5000, 1451, 5000
13.239, 2551.585, 629.530, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3938, 2357, 1710, 1475, 1100, 1089, 1352, 2044, 3272, 4496, 5000, 1471, 5000
13.339, 2570.985, 635.835, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3916, 2338, 1712, 1476, 1086, 1074, 1359, 2052, 3285, 4495, 5000, 1541, 5000
13.440, 2589.900, 642.625, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3895, 2339, 1692, 1457, 1092, 1081, 1366, 2034, 3298, 4514, 5000, 1586, 5000
13.540, 2608.815, 648.930, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3874, 2320, 1682, 1455, 1099, 1087, 1351, 2042, 3311, 4533, 5000, 1632, 5000
13.640, 2628.700, 654.750, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3852, 2301, 1674, 1443, 1105, 1073, 1358, 2051, 3325, 4552, 5000, 1655, 5000
13.742, 2647.615, 661.540, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3830, 2282, 1655, 1434, 1091, 1079, 1365, 2059, 3339, 4572, 5000, 1701, 5000
13.842, 2666.530, 667.845, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3809, 2262, 1656, 1429, 1097, 1086, 1371, 2068, 3360, 4591, 5000, 1746, 5000
13.943, 2685.930, 673.665, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3787, 2264, 1636, 1413, 1104, 1093, 1356, 2049, 3382, 4610, 5000, 1769, 5000
14.043, 2704.845, 679.970, 17.9299, 200.00, 200.00, 5000, 5000, 5000, 3766, 2244, 1616, 1414, 1111, 1078, 1363, 2058, 3403, 4629, 5000, 1838, 5000
14.193, 2743.645, 692.580, 17.9299, 200.00, 200.00, 3110, 5000, 4973, 3723, 2206, 1598, 1393, 1103, 1091, 1377, 2047, 3446, 4668, 5000, 1906, 5000
14.295, 2762.560, 698.885, 17.9299, 200.00, 200.00, 3104, 5000, 4944, 3701, 2207, 1579, 1374, 1109, 1098, 1362, 2056, 3459, 4687, 5000, 1952, 5000
14.395, 2800.875, 711.980, 17.9299, 200.00, 200.00, 3070, 5000, 4887, 3658, 2168, 1560, 1349, 1102, 1090, 1376, 2073, 3486, 4705, 5000, 2021, 5000
14.495, 2819.790, 717.800, 17.9299, 200.00, 200.00, 3000, 5000, 4859, 3637, 2150, 1541, 1334, 1108, 1097, 1382, 2081, 3499, 4725, 5000, 2066, 5000
14.596, 2839.675, 724.590, 17.9299, 200.00, 200.00, 2951, 5000, 4830, 3615, 2130, 1542, 1328, 1114, 1103, 1367, 2063, 3513, 4743, 5000, 2089, 5000
