% 1. Title: Horse Colic database
% 
% 2. Source Information
%    -- Creators: Mary McLeish & Matt Cecile
% 	  	Department of Computer Science
% 		University of Guelph
% 		Guelph, Ontario, Canada N1G 2W1
% 		mdmcleish@water.waterloo.edu
%    -- Donor:    Will Taylor (taylor@pluto.arc.nasa.gov)
%    -- Date:     8/6/89
% 
% 3. Past Usage:
%    -- Unknown
% 
% 4. Relevant Information:
% 
%    -- 2 data files 
%       -- horse-colic.data: 300 training instances
%       -- horse-colic.test: 68 test instances
%    -- Possible class attributes: 24 (whether lesion is surgical)
%      -- others include: 23, 25, 26, and 27
%    -- Many Data types: (continuous, discrete, and nominal)
% 
% 5. Number of Instances: 368 (300 for training, 68 for testing)
% 
% 6. Number of attributes: 28
% 
% 7. Attribute Information:
% 
%   1:  surgery?
%           1 = Yes, it had surgery
%           2 = It was treated without surgery
% 
%   2:  Age 
%           1 = Adult horse
%           2 = Young (< 6 months)
% 
%   3:  Hospital Number 
%           - numeric id
%           - the case number assigned to the horse
%             (may not be unique if the horse is treated > 1 time)
% 
%   4:  rectal temperature
%           - linear
%           - in degrees celsius.
%           - An elevated temp may occur due to infection.
%           - temperature may be reduced when the animal is in late shock
%           - normal temp is 37.8
%           - this parameter will usually change as the problem progresses
%                eg. may start out normal, then become elevated because of
%                    the lesion, passing back through the normal range as the
%                    horse goes into shock
%   5:  pulse 
%           - linear
%           - the heart rate in beats per minute
%           - is a reflection of the heart condition: 30 -40 is normal for adults
%           - rare to have a lower than normal rate although athletic horses
%             may have a rate of 20-25
%           - animals with painful lesions or suffering from circulatory shock
%             may have an elevated heart rate
% 
%   6:  respiratory rate
%           - linear
%           - normal rate is 8 to 10
%           - usefulness is doubtful due to the great fluctuations
% 
%   7:  temperature of extremities
%           - a subjective indication of peripheral circulation
%           - possible values:
%                1 = Normal
%                2 = Warm
%                3 = Cool
%                4 = Cold
%           - cool to cold extremities indicate possible shock
%           - hot extremities should correlate with an elevated rectal temp.
% 
%   8:  peripheral pulse
%           - subjective
%           - possible values are:
%                1 = normal
%                2 = increased
%                3 = reduced
%                4 = absent
%           - normal or increased p.p. are indicative of adequate circulation
%             while reduced or absent indicate poor perfusion
% 
%   9:  mucous membranes
%           - a subjective measurement of colour
%           - possible values are:
%                1 = normal pink
%                2 = bright pink
%                3 = pale pink
%                4 = pale cyanotic
%                5 = bright red / injected
%                6 = dark cyanotic
%           - 1 and 2 probably indicate a normal or slightly increased
%             circulation
%           - 3 may occur in early shock
%           - 4 and 6 are indicative of serious circulatory compromise
%           - 5 is more indicative of a septicemia
% 
%  10: capillary refill time
%           - a clinical judgement. The longer the refill, the poorer the
%             circulation
%           - possible values
%                1 = < 3 seconds
%                2 = >= 3 seconds
% 
%  11: pain - a subjective judgement of the horse's pain level
%           - possible values:
%                1 = alert, no pain
%                2 = depressed
%                3 = intermittent mild pain
%                4 = intermittent severe pain
%                5 = continuous severe pain
%           - should NOT be treated as a ordered or discrete variable!
%           - In general, the more painful, the more likely it is to require
%             surgery
%           - prior treatment of pain may mask the pain level to some extent
% 
%  12: peristalsis                              
%           - an indication of the activity in the horse's gut. As the gut
%             becomes more distended or the horse becomes more toxic, the
%             activity decreases
%           - possible values:
%                1 = hypermotile
%                2 = normal
%                3 = hypomotile
%                4 = absent
% 
%  13: abdominal distension
%           - An IMPORTANT parameter.
%           - possible values
%                1 = none
%                2 = slight
%                3 = moderate
%                4 = severe
%           - an animal with abdominal distension is likely to be painful and
%             have reduced gut motility.
%           - a horse with severe abdominal distension is likely to require
%             surgery just tio relieve the pressure
% 
%  14: nasogastric tube
%           - this refers to any gas coming out of the tube
%           - possible values:
%                1 = none
%                2 = slight
%                3 = significant
%           - a large gas cap in the stomach is likely to give the horse
%             discomfort
% 
%  15: nasogastric reflux
%           - possible values
%                1 = none
%                2 = > 1 liter
%                3 = < 1 liter
%           - the greater amount of reflux, the more likelihood that there is
%             some serious obstruction to the fluid passage from the rest of
%             the intestine
% 
%  16: nasogastric reflux PH
%           - linear
%           - scale is from 0 to 14 with 7 being neutral
%           - normal values are in the 3 to 4 range
% 
%  17: rectal examination - feces
%           - possible values
%                1 = normal
%                2 = increased
%                3 = decreased
%                4 = absent
%           - absent feces probably indicates an obstruction
% 
%  18: abdomen
%           - possible values
%                1 = normal
%                2 = other
%                3 = firm feces in the large intestine
%                4 = distended small intestine
%                5 = distended large intestine
%           - 3 is probably an obstruction caused by a mechanical impaction
%             and is normally treated medically
%           - 4 and 5 indicate a surgical lesion
% 
%  19: packed cell volume
%           - linear
%           - the # of red cells by volume in the blood
%           - normal range is 30 to 50. The level rises as the circulation
%             becomes compromised or as the animal becomes dehydrated.
% 
%  20: total protein
%           - linear
%           - normal values lie in the 6-7.5 (gms/dL) range
%           - the higher the value the greater the dehydration
% 
%  21: abdominocentesis appearance
%           - a needle is put in the horse's abdomen and fluid is obtained from
%             the abdominal cavity
%           - possible values:
%                1 = clear
%                2 = cloudy
%                3 = serosanguinous
%           - normal fluid is clear while cloudy or serosanguinous indicates
%             a compromised gut
% 
%  22: abdomcentesis total protein
%           - linear
%           - the higher the level of protein the more likely it is to have a
%             compromised gut. Values are in gms/dL
% 
%  23: outcome
%           - what eventually happened to the horse?
%           - possible values:
%                1 = lived
%                2 = died
%                3 = was euthanized
% 
%  24: surgical lesion?
%           - retrospectively, was the problem (lesion) surgical?
%           - all cases are either operated upon or autopsied so that
%             this value and the lesion type are always known
%           - possible values:
%                1 = Yes
%                2 = No
% 
%
%
%
%
% Relabeled values in attribute 'surgery'
%    From: '1'                     To: yes                 
%    From: '2'                     To: no                  
%
%
% Relabeled values in attribute 'Age'
%    From: '1'                     To: adult               
%    From: '9'                     To: young               
%
%
% Relabeled values in attribute 'temp_extremities'
%    From: '1'                     To: normal              
%    From: '2'                     To: warm                
%    From: '3'                     To: cool                
%    From: '4'                     To: cold                
%
%
% Relabeled values in attribute 'peripheral_pulse'
%    From: '1'                     To: normal              
%    From: '2'                     To: increased           
%    From: '3'                     To: reduced             
%    From: '4'                     To: absent              
%
%
% Relabeled values in attribute 'mucous_membranes'
%    From: '1'                     To: 'normal pink'       
%    From: '2'                     To: 'bright pink'       
%    From: '3'                     To: 'pale pink'         
%    From: '4'                     To: 'pale cyanotic'     
%    From: '5'                     To: 'bright red'        
%    From: '6'                     To: 'dark cyanotic'     
%
%
% Relabeled values in attribute 'capillary_refill_time'
%    From: '1'                     To: '<3'                
%    From: '2'                     To: '>=3'               
%    From: '3'                     To: 'meaning unknown'   
%
%
% Relabeled values in attribute 'pain'
%    From: '1'                     To: 'alert no pain'    
%    From: '2'                     To: depressed           
%    From: '3'                     To: 'intermittent mild pain'
%    From: '4'                     To: 'intermittent severe pain'
%    From: '5'                     To: 'continuous severe pain'
%
%
% Relabeled values in attribute 'peristalsis'
%    From: '1'                     To: hypermotile         
%    From: '2'                     To: normal              
%    From: '3'                     To: hypomotile          
%    From: '4'                     To: absent              
%
%
% Relabeled values in attribute 'abdominal_distension'
%    From: '1'                     To: none                
%    From: '2'                     To: slight              
%    From: '3'                     To: moderate            
%    From: '4'                     To: severe              
%
%
% Relabeled values in attribute 'nasogastric_tube'
%    From: '1'                     To: none                
%    From: '2'                     To: slight              
%    From: '3'                     To: significant         
%
%
% Relabeled values in attribute 'nasogastric_reflux'
%    From: '1'                     To: none                
%    From: '2'                     To: '>1l'               
%    From: '3'                     To: '<1l'               
%
%
% Relabeled values in attribute 'rectal_examination'
%    From: '1'                     To: normal              
%    From: '2'                     To: increased           
%    From: '3'                     To: decreased           
%    From: '4'                     To: absent              
%
%
% Relabeled values in attribute 'abdomen'
%    From: '1'                     To: normal              
%    From: '2'                     To: other               
%    From: '3'                     To: 'firm feces in large intestine'
%    From: '4'                     To: 'distended small intestine'
%    From: '5'                     To: 'distended large intestine'
%
%
% Relabeled values in attribute 'abdominocentesis_appearance'
%    From: '1'                     To: clear               
%    From: '2'                     To: cloudy              
%    From: '3'                     To: serosanguinous      
%
%
% Relabeled values in attribute 'outcome'
%    From: '1'                     To: lived               
%    From: '2'                     To: died                
%    From: '3'                     To: euthanized          
%
%
% Relabeled values in attribute 'surgical_lesion'
%    From: '1'                     To: yes                 
%    From: '2'                     To: no                  
%
@relation horse-colic
@attribute 'surgery' { yes, no}
@attribute 'Age' { adult, young}
@attribute 'rectal_temperature' real
@attribute 'pulse' real
@attribute 'respiratory_rate' real
@attribute 'temp_extremities' { normal, warm, cool, cold}
@attribute 'peripheral_pulse' { normal, increased, reduced, absent}
@attribute 'mucous_membranes' { 'normal pink', 'bright pink', 'pale pink', 'pale cyanotic', 'bright red', 'dark cyanotic'}
@attribute 'capillary_refill_time' { '<3', '>=3', 'meaning unknown'}
@attribute 'pain' { 'alert no pain', depressed, 'intermittent mild pain', 'intermittent severe pain', 'continuous severe pain'}
@attribute 'peristalsis' { hypermotile, normal, hypomotile, absent}
@attribute 'abdominal_distension' { none, slight, moderate, severe}
@attribute 'nasogastric_tube' { none, slight, significant}
@attribute 'nasogastric_reflux' { none, '>1l', '<1l'}
@attribute 'nasogastric_reflux_PH' real
@attribute 'rectal_examination' { normal, increased, decreased, absent}
@attribute 'abdomen' { normal, other, 'firm feces in large intestine', 'distended small intestine', 'distended large intestine'}
@attribute 'packed_cell_volume' real
@attribute 'total_protein' real
@attribute 'abdominocentesis_appearance' { clear, cloudy, serosanguinous}
@attribute 'abdomcentesis_total_protein' real
@attribute 'outcome' { lived, died, euthanized}
@attribute 'surgical_lesion' { yes, no}
@data
yes,adult,?,60,36,cool,normal,'pale pink','<3','intermittent mild pain',hypomotile,slight,none,none,?,decreased,'distended small intestine',26,72,cloudy,1,lived,yes
no,adult,37.9,72,?,normal,normal,'bright red','>=3','intermittent mild pain',hypomotile,none,none,'<1l',2,decreased,'distended small intestine',58,74,clear,2,lived,yes
no,adult,38.4,54,24,normal,normal,'normal pink','<3','alert no pain',hypomotile,none,slight,none,?,decreased,other,49,7.2,clear,?,lived,no
no,adult,?,52,16,normal,?,'pale pink','<3',?,?,?,slight,'<1l',5.5,?,?,55,7.2,?,?,lived,no
no,adult,38,48,12,normal,normal,'normal pink','<3','alert no pain',hypomotile,?,none,none,?,decreased,other,42,6.3,cloudy,4.1,lived,no
no,adult,37,60,20,cool,?,?,'<3','intermittent mild pain',?,moderate,slight,'>1l',4.5,absent,'distended small intestine',43,7.6,?,?,euthanized,yes
yes,adult,37.8,48,28,normal,normal,'normal pink','<3','alert no pain',normal,none,slight,?,?,normal,normal,46,5.9,cloudy,7,lived,no
yes,adult,37.7,56,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,died,yes
yes,adult,38.1,52,24,normal,normal,'bright red','<3','intermittent severe pain',hypomotile,none,slight,'<1l',7,normal,?,54,7.5,cloudy,2.6,died,yes
yes,young,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37,4.9,?,?,died,yes
yes,young,39.7,100,?,cool,reduced,'bright red','>=3',depressed,hypomotile,?,?,?,?,?,?,48,57,cloudy,2,euthanized,yes
yes,adult,37.6,38,20,cool,reduced,'normal pink','<3','intermittent mild pain',hypomotile,slight,?,?,?,decreased,?,37,68,?,?,lived,yes
no,adult,38.7,52,20,warm,?,'normal pink','<3','alert no pain',hypermotile,none,none,none,?,normal,normal,33,77,?,?,lived,no
yes,adult,?,?,?,cool,reduced,'pale pink','meaning unknown','continuous severe pain',hypomotile,moderate,significant,'>1l',?,absent,'distended large intestine',46,5.9,?,?,died,yes
yes,adult,37.5,96,18,normal,reduced,'dark cyanotic','>=3','intermittent mild pain',absent,slight,slight,'<1l',5,?,'distended small intestine',69,8.9,serosanguinous,?,lived,yes
yes,adult,36.4,98,35,cool,reduced,'pale cyanotic','<3','intermittent severe pain',hypomotile,slight,?,?,?,absent,'distended small intestine',47,6.4,serosanguinous,3.6,died,yes
yes,adult,37.3,40,?,?,reduced,'normal pink','<3',depressed,hypomotile,slight,significant,none,?,decreased,'distended large intestine',36,?,serosanguinous,2,lived,yes
yes,young,38.1,100,80,cool,normal,'bright pink','<3','intermittent mild pain',absent,none,?,?,?,normal,?,36,5.7,?,?,lived,yes
yes,adult,38,?,24,cool,reduced,'dark cyanotic','>=3','continuous severe pain',?,severe,none,none,?,?,?,68,7.8,?,?,died,yes
yes,adult,37.8,60,80,normal,reduced,'bright pink','>=3',depressed,hypomotile,moderate,?,'>1l',5.5,absent,?,40,4.5,cloudy,?,lived,yes
no,adult,38,54,30,warm,reduced,'pale pink','meaning unknown','intermittent mild pain',hypermotile,slight,slight,'>1l',?,?,'distended small intestine',45,6.2,?,?,lived,no
yes,adult,?,88,40,cool,reduced,'pale cyanotic','>=3','continuous severe pain',absent,moderate,significant,?,?,absent,'distended large intestine',50,7.7,serosanguinous,1.4,died,yes
no,adult,?,40,16,?,?,?,'<3',?,?,?,?,?,?,?,?,50,7,cloudy,3.9,euthanized,yes
no,adult,39,64,40,normal,normal,'bright red','<3','intermittent mild pain',hypomotile,slight,slight,none,?,decreased,'firm feces in large intestine',42,7.5,cloudy,2.3,lived,no
no,adult,38.3,42,10,normal,normal,'normal pink','<3','alert no pain',hypermotile,none,?,?,?,?,?,38,61,?,?,lived,no
no,adult,38,52,16,?,?,?,?,depressed,?,?,?,'<1l',1,normal,normal,53,86,?,?,lived,yes
no,adult,40.3,114,36,cool,reduced,'normal pink','>=3',depressed,hypomotile,moderate,slight,none,7,normal,'distended large intestine',57,8.1,serosanguinous,4.5,died,yes
no,adult,38.8,50,20,cool,normal,'normal pink','<3','alert no pain',hypermotile,none,slight,none,?,decreased,normal,42,6.2,?,?,lived,no
no,adult,?,?,?,cool,reduced,'normal pink','<3','continuous severe pain',hypomotile,moderate,none,none,?,absent,'distended large intestine',38,6.5,?,?,died,yes
no,adult,37.5,48,30,cold,normal,'pale pink','<3',?,normal,none,none,none,?,normal,normal,48,8.6,?,?,lived,no
yes,adult,37.3,48,20,?,normal,'bright pink','<3','intermittent mild pain',hypomotile,moderate,slight,none,?,decreased,'distended large intestine',41,69,?,?,lived,yes
no,adult,?,84,36,?,?,'pale pink','<3',?,hypomotile,none,slight,none,?,decreased,other,44,8.5,?,?,lived,yes
yes,adult,38.1,88,32,cool,reduced,'pale cyanotic','<3',depressed,hypomotile,moderate,?,'<1l',1,absent,'distended large intestine',55,60,?,?,euthanized,no
no,adult,37.7,44,40,warm,normal,'pale pink','<3','alert no pain',hypomotile,slight,none,none,?,normal,'distended large intestine',41,60,?,?,lived,no
no,adult,39.6,108,51,cool,reduced,'dark cyanotic','>=3',depressed,absent,moderate,none,'>1l',?,decreased,'distended large intestine',59,8,cloudy,2.6,lived,no
yes,adult,38.2,40,16,cool,reduced,'normal pink','<3','alert no pain',hypomotile,?,?,?,?,normal,normal,34,66,?,?,lived,no
yes,adult,?,60,20,cold,reduced,'pale cyanotic','>=3','continuous severe pain',absent,?,?,none,?,absent,'distended large intestine',?,?,?,?,euthanized,yes
no,adult,38.3,40,16,cool,?,'normal pink','<3',depressed,?,?,?,?,?,?,?,37,57,?,?,lived,no
yes,young,38,140,68,normal,normal,'normal pink','<3','intermittent mild pain',hypomotile,slight,?,?,?,increased,normal,39,5.3,?,?,lived,yes
yes,adult,37.8,52,24,normal,reduced,'pale pink','<3','intermittent severe pain',absent,none,slight,'<1l',5.7,increased,'distended large intestine',48,6.6,clear,3.7,died,yes
yes,adult,?,70,36,normal,?,'pale pink','>=3',depressed,hypomotile,slight,slight,?,?,absent,'distended large intestine',36,7.3,?,?,lived,yes
yes,adult,38.3,52,96,?,reduced,'pale pink','<3',?,?,?,none,none,?,normal,?,43,6.1,?,?,lived,yes
no,adult,37.3,50,32,normal,normal,'pale pink','<3','alert no pain',hypomotile,slight,?,?,?,normal,?,44,7,?,?,lived,no
yes,adult,38.7,60,32,cold,reduced,'bright pink','>=3','intermittent severe pain',absent,severe,?,?,?,absent,'distended large intestine',53,64,serosanguinous,2,euthanized,yes
yes,young,38.4,84,40,cool,reduced,'bright pink','<3','intermittent mild pain',hypomotile,moderate,none,none,?,?,?,36,6.6,cloudy,2.8,died,yes
yes,adult,?,70,16,cool,absent,'bright red','>=3',depressed,hypomotile,slight,slight,none,?,absent,'distended large intestine',60,7.5,?,?,died,yes
yes,adult,38.3,40,16,cool,?,?,'<3','alert no pain',hypomotile,slight,?,?,?,?,?,38,58,clear,2,lived,yes
yes,adult,?,40,?,warm,normal,'normal pink','<3','alert no pain',hypomotile,none,none,none,?,?,'distended large intestine',39,56,?,?,lived,yes
yes,adult,36.8,60,28,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,died,yes
yes,adult,38.4,44,24,cool,?,'pale cyanotic',?,'continuous severe pain',absent,moderate,slight,none,?,absent,'distended large intestine',50,77,?,?,lived,yes
no,adult,?,?,40,cool,normal,'normal pink','<3','intermittent mild pain',hypomotile,slight,?,?,?,?,?,45,70,?,?,lived,no
yes,adult,38,44,12,normal,normal,'normal pink','<3','intermittent mild pain',hypomotile,moderate,slight,none,?,absent,'distended large intestine',42,65,?,?,lived,yes
no,adult,39.5,?,?,cool,reduced,'pale cyanotic','>=3','intermittent mild pain',absent,moderate,?,'<1l',5.5,absent,'distended large intestine',?,6.7,clear,?,euthanized,yes
yes,adult,36.5,78,30,normal,?,'normal pink','<3','continuous severe pain',hypomotile,none,?,none,?,?,?,34,75,cloudy,1,lived,yes
no,adult,38.1,56,20,warm,normal,'bright pink','<3','alert no pain',hypomotile,none,none,none,?,?,?,46,70,?,?,lived,no
yes,adult,39.4,54,66,normal,normal,'bright pink','<3',depressed,hypomotile,slight,none,none,?,decreased,'distended small intestine',39,6,cloudy,?,lived,yes
yes,adult,38.3,80,40,?,?,'dark cyanotic','>=3','intermittent severe pain',hypomotile,none,?,'>1l',?,normal,'distended small intestine',67,10.2,cloudy,1,euthanized,yes
no,adult,38.7,40,28,warm,normal,'normal pink','<3','intermittent mild pain',hypermotile,none,?,?,?,normal,?,39,62,clear,1,lived,no
yes,adult,38.2,64,24,normal,normal,'pale pink','<3','intermittent severe pain',absent,moderate,slight,none,?,absent,'distended small intestine',45,7.5,clear,2,died,yes
no,adult,37.6,48,20,cool,normal,'pale cyanotic','<3','alert no pain',hypermotile,moderate,slight,none,?,normal,normal,37,5.5,?,?,euthanized,yes
yes,adult,38,42,68,cold,normal,'normal pink','<3','intermittent mild pain',hypomotile,slight,slight,'>1l',?,absent,'distended small intestine',41,7.6,?,?,lived,yes
yes,adult,38.7,?,?,cool,normal,'pale pink','<3','continuous severe pain',absent,slight,?,?,?,?,?,33,6.5,cloudy,?,lived,yes
yes,adult,37.4,50,32,cool,reduced,?,'<3','intermittent severe pain',absent,none,slight,none,?,normal,?,45,7.9,cloudy,1,lived,yes
yes,adult,37.4,84,20,?,?,'pale pink','<3',depressed,hypomotile,moderate,?,?,?,?,?,31,61,?,1,euthanized,no
yes,adult,38.4,49,?,?,?,'normal pink','<3',?,?,none,slight,none,?,?,?,44,7.6,?,?,lived,yes
yes,adult,37.8,30,12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,died,yes
no,adult,37.6,88,36,cool,normal,'normal pink','<3','intermittent mild pain',hypomotile,slight,none,'<1l',1.5,?,?,44,6,?,?,died,yes
?,adult,38,48,20,cool,normal,'pale pink','<3','intermittent severe pain',hypomotile,none,slight,none,?,decreased,'distended large intestine',43,73,cloudy,1,?,yes
no,adult,37.9,40,24,normal,normal,'normal pink','<3',depressed,hypomotile,none,?,?,?,?,'firm feces in large intestine',40,5.7,?,?,lived,yes
yes,adult,?,100,?,cool,?,'pale cyanotic','>=3','continuous severe pain',absent,?,slight,?,?,increased,?,59,6.3,?,?,died,yes
yes,young,38.1,136,48,cool,reduced,'pale pink','<3','continuous severe pain',hypermotile,moderate,slight,'>1l',4.4,increased,?,33,4.9,cloudy,2.9,died,yes
yes,adult,?,?,?,cool,reduced,'pale pink','>=3','continuous severe pain',hypomotile,moderate,significant,'>1l',?,absent,'distended large intestine',46,5.9,?,?,died,yes
yes,adult,38,48,?,normal,normal,'normal pink','<3','alert no pain',normal,severe,slight,'>1l',?,absent,'distended large intestine',?,?,?,?,lived,yes
no,adult,38,56,?,normal,increased,'pale pink','<3','alert no pain',hypermotile,none,none,none,?,normal,normal,42,71,?,?,lived,no
no,adult,38,60,32,normal,normal,?,'<3','intermittent mild pain',hypomotile,?,none,none,?,?,?,50,7,clear,1,lived,no
yes,adult,38.1,44,9,cool,normal,'normal pink','<3',depressed,normal,none,none,none,?,absent,'distended large intestine',31,7.3,?,?,lived,no
no,adult,36,42,30,?,?,'bright red','<3',?,?,?,?,?,?,?,?,64,6.8,?,?,died,no
yes,adult,?,120,?,cold,reduced,'dark cyanotic','>=3','continuous severe pain',absent,severe,?,?,?,absent,'distended large intestine',57,4.5,serosanguinous,3.9,died,yes
yes,adult,37.8,48,28,normal,normal,'normal pink','>=3','alert no pain',normal,none,slight,?,?,normal,normal,46,5.9,cloudy,7,lived,no
yes,adult,37.1,84,40,cool,reduced,'dark cyanotic','<3',depressed,absent,severe,significant,'>1l',2,absent,'distended large intestine',75,81,?,?,euthanized,no
no,adult,?,80,32,cool,reduced,'bright pink','<3',depressed,hypomotile,moderate,slight,none,?,decreased,?,50,80,?,?,lived,yes
yes,adult,38.2,48,?,normal,reduced,'pale pink','<3','intermittent mild pain',absent,severe,none,'<1l',2,absent,'distended large intestine',42,71,?,?,lived,yes
no,adult,38,44,12,warm,normal,'pale pink','<3','intermittent mild pain',absent,moderate,none,'>1l',6.5,normal,'distended small intestine',33,6.5,?,?,died,yes
yes,adult,38.3,132,?,?,reduced,'dark cyanotic','>=3',depressed,absent,slight,slight,'<1l',6.2,absent,'distended small intestine',57,8,?,5.2,lived,yes
no,adult,38.7,48,24,?,?,?,?,'alert no pain',hypermotile,?,none,none,?,normal,?,34,63,?,?,lived,no
no,adult,38.9,44,14,cool,normal,'normal pink','<3',depressed,hypomotile,slight,?,?,?,?,other,33,64,?,?,lived,no
yes,adult,39.3,?,?,cold,reduced,'dark cyanotic','>=3','intermittent severe pain',absent,slight,none,'<1l',4,absent,'distended small intestine',75,?,serosanguinous,4.3,died,yes
yes,adult,?,100,?,cool,reduced,'pale cyanotic','>=3',?,absent,severe,slight,none,2,?,?,68,64,serosanguinous,2,lived,yes
no,adult,38.6,48,20,cool,normal,'normal pink','<3','alert no pain',hypomotile,slight,slight,none,?,decreased,other,50,7.3,clear,?,lived,no
no,adult,38.8,48,40,normal,normal,'pale pink','<3','intermittent mild pain',hypomotile,severe,slight,?,?,?,'distended large intestine',41,65,?,?,lived,yes
no,adult,38,48,20,cool,reduced,'pale cyanotic','<3','alert no pain',absent,slight,slight,?,5,?,other,49,8.3,clear,?,lived,no
no,adult,38.6,52,20,normal,normal,'normal pink','<3','intermittent mild pain',hypomotile,slight,none,none,?,normal,'firm feces in large intestine',36,6.6,clear,5,lived,no
yes,adult,37.8,60,24,normal,?,'pale pink','>=3',?,absent,severe,slight,'<1l',2,?,'distended large intestine',52,75,?,?,euthanized,yes
no,adult,38,42,40,cool,normal,'normal pink','<3','intermittent mild pain',hypomotile,none,?,?,?,?,?,?,?,?,?,lived,no
no,adult,?,?,12,normal,normal,'bright pink','<3',depressed,hypermotile,slight,significant,none,?,normal,'firm feces in large intestine',44,7.5,cloudy,?,lived,no
yes,adult,?,?,?,?,?,?,?,'intermittent severe pain',?,?,none,none,?,?,'distended large intestine',35,58,cloudy,1,lived,yes
yes,adult,38.3,42,24,?,?,?,'<3',?,?,?,?,?,?,?,?,40,8.5,?,?,died,yes
no,adult,39.5,60,10,cool,?,?,'>=3','intermittent mild pain',hypomotile,slight,slight,none,?,decreased,?,38,56,clear,?,lived,no
yes,adult,38,66,20,normal,reduced,'pale pink','<3','continuous severe pain',hypomotile,none,none,none,?,decreased,?,46,46,serosanguinous,2,euthanized,yes
yes,adult,38.7,76,?,normal,normal,'bright red','>=3','intermittent mild pain',hypomotile,slight,slight,'>1l',?,absent,'distended small intestine',50,8,?,?,lived,yes
yes,adult,39.4,120,48,?,?,'bright red','<3',?,hypomotile,moderate,none,?,?,absent,?,56,64,clear,2,euthanized,no
yes,adult,38.3,40,18,normal,normal,'normal pink','<3','intermittent mild pain',hypermotile,none,?,?,?,increased,normal,43,5.9,clear,?,lived,no
no,adult,?,44,24,normal,normal,'normal pink','<3','intermittent mild pain',hypomotile,none,slight,none,?,?,normal,?,6.3,?,?,lived,no
yes,adult,38.4,104,40,normal,normal,'pale pink','<3',depressed,absent,slight,slight,'<1l',6.5,?,'distended small intestine',55,8.5,?,?,lived,yes
yes,adult,?,65,24,?,?,?,'>=3','continuous severe pain',?,severe,significant,none,?,?,'distended large intestine',?,?,?,?,euthanized,yes
no,adult,37.5,44,20,normal,normal,'pale pink','<3',?,hypermotile,none,?,?,?,normal,?,35,7.2,?,?,lived,no
no,adult,39,86,16,cool,reduced,'bright red',?,'intermittent mild pain',hypomotile,moderate,?,'>1l',?,?,?,68,5.8,serosanguinous,6,died,yes
yes,adult,38.5,129,48,cool,reduced,'pale pink','<3',depressed,absent,moderate,none,'<1l',2,?,?,57,66,serosanguinous,2,lived,yes
yes,adult,?,104,?,cool,reduced,'bright red','>=3',depressed,absent,moderate,?,'<1l',?,absent,'distended small intestine',69,8.6,cloudy,3.4,died,yes
no,adult,?,?,?,cool,absent,'dark cyanotic',?,'intermittent severe pain',?,severe,?,?,?,?,?,?,?,?,?,died,yes
yes,adult,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,lived,yes
yes,adult,38.2,60,30,normal,normal,'pale pink','<3','intermittent mild pain',hypomotile,none,slight,none,?,decreased,other,48,66,?,?,lived,yes
yes,adult,?,68,14,?,?,'pale cyanotic','<3','intermittent severe pain',?,?,?,none,4.3,?,?,?,?,cloudy,2.8,died,yes
yes,adult,?,60,30,cool,reduced,'pale cyanotic','>=3','continuous severe pain',absent,severe,none,none,?,absent,?,45,70,serosanguinous,2,lived,yes
no,adult,38.5,100,?,cool,reduced,'bright red','>=3','intermittent severe pain',hypomotile,severe,slight,none,?,absent,'distended large intestine',?,?,?,?,euthanized,no
yes,adult,38.4,84,30,cool,normal,'bright red','>=3','intermittent severe pain',hypomotile,moderate,slight,'<1l',6.5,absent,'distended small intestine',47,7.5,serosanguinous,?,died,yes
no,adult,37.8,48,14,?,?,'normal pink','<3','intermittent mild pain',?,slight,none,'<1l',5.3,normal,?,35,7.5,?,?,lived,no
yes,adult,38,?,24,cool,reduced,'dark cyanotic','>=3','continuous severe pain',?,severe,none,none,?,?,?,68,7.8,?,?,died,yes
no,adult,37.8,56,16,normal,normal,'bright pink','<3',depressed,hypermotile,none,slight,none,?,normal,?,44,68,clear,1,lived,no
no,adult,38.2,68,32,warm,increased,'bright pink','<3','alert no pain',hypermotile,none,significant,none,?,normal,normal,43,65,?,?,lived,no
yes,adult,38.5,120,60,cold,reduced,'dark cyanotic','>=3',?,hypomotile,?,?,?,?,?,?,54,?,?,?,lived,yes
yes,adult,39.3,64,90,warm,reduced,'normal pink','<3',?,hypomotile,none,none,'>1l',?,?,?,39,6.7,?,?,lived,yes
yes,adult,38.4,80,30,cold,reduced,'normal pink','<3','intermittent mild pain',hypomotile,moderate,significant,'<1l',?,absent,'distended large intestine',32,6.1,serosanguinous,4.3,lived,yes
yes,adult,38.5,60,?,normal,normal,?,'<3',?,hypermotile,none,?,?,?,?,?,33,53,clear,?,lived,yes
yes,adult,38.3,60,16,cool,normal,'normal pink','<3',depressed,hypermotile,none,slight,'>1l',3,normal,'distended small intestine',30,6,clear,3,lived,yes
yes,adult,37.1,40,8,?,normal,'pale cyanotic','<3','intermittent mild pain',hypomotile,none,none,none,?,decreased,'firm feces in large intestine',23,6.7,serosanguinous,?,lived,yes
