% This S dump contains 22 data sets from the
% book Visualizing Data published by
% Hobart Press (books@hobart.com).
% The dump was created by data.dump()
% and can be read back into S by data.restore().
% The name of each S data set is the name of
% the data set used in the book. To find the
% description of the data set in the book look
% under the entry - data, name - in the index.
% For example, one data set is barley.
% To find the description of barley, look
% in the index under the entry - data, barley.
%
% File: ../data/visualizing/soil.csv
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation visualizing-soil

@attribute northing REAL
@attribute easting REAL
@attribute resistivity REAL
@attribute isns {0,1}
@attribute track INTEGER

@data
2.674,0.151,94.08,1,1
2.6826,0.15080000000000002,96.92,1,1
2.6912,0.1507,96.35,1,1
2.6998,0.1505,90.85,1,1
2.7084,0.15030000000000002,83.38,1,1
2.717,0.1502,78.21,1,1
2.7256,0.15,76.34,1,1
2.7342,0.14980000000000002,75.49,1,1
2.7428000000000003,0.1497,74.17,1,1
2.7514000000000003,0.1495,73.37,1,1
2.76,0.14930000000000002,74.27,1,1
2.7685999999999997,0.1492,76.2,1,1
2.7771999999999997,0.149,77.75,1,1
2.7858,0.14880000000000002,78.75,1,1
2.7944,0.1487,80.06,1,1
2.803,0.1485,81.91,1,1
2.8116,0.14830000000000002,83.12,1,1
2.8202,0.1482,82.06,1,1
2.8288,0.148,78.73,1,1
2.8374,0.14780000000000001,76.04,1,1
2.846,0.1477,77.95,1,1
2.8546,0.1475,85.54,1,1
2.8632,0.14730000000000001,95.65,1,1
2.8718000000000004,0.1472,103.4,1,1
2.8804000000000003,0.147,104.94,1,1
2.889,0.1468,98.54,1,1
2.8975999999999997,0.1467,85.98,1,1
2.9061999999999997,0.1465,72.88,1,1
2.9148,0.1463,65.08,1,1
2.9234,0.1462,63.73,1,1
2.932,0.146,65.46,1,1
3.474,0.155,73.99,1,1
3.4649,0.1546,80.45,1,1
3.4558,0.15419999999999998,86.77,1,1
3.4468,0.1539,90.03,1,1
3.4377,0.1535,90.15,1,1
3.4286,0.15309999999999999,89.11,1,1
3.4195,0.1527,88.41,1,1
3.4104,0.1524,87.95,1,1
3.4014,0.152,86.91,1,1
3.3923,0.15159999999999998,84.6,1,1
3.3832,0.1512,80.73,1,1
3.3741,0.15080000000000002,75.83,1,1
3.365,0.1504,72.16,1,1
3.3559,0.15009999999999998,72.99,1,1
3.3469,0.1497,79.52,1,1
3.3378,0.14930000000000002,88.7,1,1
3.3287,0.1489,95.31,1,1
3.3196,0.14859999999999998,96.3,1,1
3.3105,0.1482,92.51,1,1
3.3014,0.14780000000000001,87.07,1,1
3.2924,0.1474,83.14,1,1
3.2833,0.14709999999999998,82.54,1,1
3.2742,0.1467,84.69,1,1
3.2651,0.1463,87.14,1,1
3.2561,0.1459,87.86,1,1
3.247,0.1455,86.96,1,1
3.2379000000000002,0.1452,86.06,1,1
3.2288,0.1448,86.14,1,1
3.2197,0.1444,86.66,1,1
3.2106,0.144,86.98,1,1
3.2016,0.1436,88.13,1,1
3.1925,0.1433,92.08,1,1
3.1834000000000002,0.1429,98.82,1,1
3.1743,0.1425,106.17,1,1
3.1652,0.1421,113.64,1,1
3.1561999999999997,0.1418,124,1,1
3.1471,0.1414,138.43,1,1
3.138,0.141,152.55,1,1
2.946,0.14,61.81,1,1
2.9553000000000003,0.1398,61.91,1,1
2.9645,0.1396,62.55,1,1
2.9738,0.1394,64.69,1,1
2.983,0.1392,67.8,1,1
2.9923,0.139,69.27,1,1
3.0015,0.1388,67.16,1,1
3.0108,0.1386,62.63,1,1
3.02,0.1384,58.37,1,1
3.0293,0.1382,55.52,1,1
3.0385,0.138,54.27,1,1
3.0478,0.1378,56.51,1,1
3.057,0.1376,65.07,1,1
3.0663,0.1374,79.61,1,1
3.0755,0.1372,94.87,1,1
3.0848,0.137,104.44,1,1
3.094,0.1368,106.49,1,1
3.1033000000000004,0.1366,105.83,1,1
3.1125,0.1364,109.45,1,1
3.1218000000000004,0.1362,119.55,1,1
3.131,0.136,131.42,1,1
1.07,0.361,61.02,1,2
1.0789000000000002,0.361,61.72,1,2
1.0879,0.36110000000000003,61.39,1,2
1.0968,0.36110000000000003,60.17,1,2
1.1058,0.36110000000000003,59.36,1,2
1.1147,0.36119999999999997,60,1,2
1.1236,0.36119999999999997,61.64,1,2
1.1325999999999998,0.3613,62.71,1,2
1.1415,0.3613,62,1,2
1.1504,0.3613,59.55,1,2
1.1594,0.3614,56.42,1,2
1.1683,0.3614,53.67,1,2
1.1773,0.3615,51.54,1,2
1.1862000000000001,0.3615,49.76,1,2
1.1950999999999998,0.3615,48.3,1,2
1.2041,0.36160000000000003,47.53,1,2
1.213,0.36160000000000003,47.68,1,2
1.2219,0.36160000000000003,48.28,1,2
1.2309,0.36169999999999997,48.32,1,2
1.2398,0.36169999999999997,46.96,1,2
1.2488,0.3618,44.27,1,2
1.2577,0.3618,41.26,1,2
1.2666,0.3618,38.93,1,2
1.2755999999999998,0.3619,37.34,1,2
1.2845,0.3619,35.92,1,2
1.2934,0.3619,34.46,1,2
1.3024,0.362,33.29,1,2
1.3113,0.362,32.51,1,2
1.3203,0.362,31.78,1,2
1.3292,0.36210000000000003,30.92,1,2
1.3380999999999998,0.36210000000000003,30.2,1,2
1.3471,0.36219999999999997,29.83,1,2
1.356,0.36219999999999997,29.65,1,2
1.3649,0.36219999999999997,29.43,1,2
1.3739000000000001,0.3623,29.6,1,2
1.3828,0.3623,30.95,1,2
1.3918,0.3624,33.66,1,2
1.4007,0.3624,36.83,1,2
1.4096,0.3624,39.25,1,2
1.4185999999999999,0.3625,40.37,1,2
1.4275,0.3625,40.4,1,2
1.4364000000000001,0.3625,40.14,1,2
1.4454,0.36260000000000003,40.8,1,2
1.4543,0.36260000000000003,43.09,1,2
1.4633,0.36260000000000003,46.16,1,2
1.4722,0.36269999999999997,48.19,1,2
1.4810999999999999,0.36269999999999997,48.32,1,2
1.4901,0.3628,47.11,1,2
1.499,0.3628,45.45,1,2
1.5079,0.3628,43.85,1,2
1.5169000000000001,0.3629,42.75,1,2
1.5258,0.3629,42.52,1,2
1.5348,0.363,43.03,1,2
1.5437,0.363,43.86,1,2
1.5526,0.363,44.86,1,2
1.5615999999999999,0.36310000000000003,46.17,1,2
1.5705,0.36310000000000003,47.67,1,2
1.5794000000000001,0.36310000000000003,48.82,1,2
1.5884,0.36319999999999997,49.05,1,2
1.5973,0.36319999999999997,48.37,1,2
1.6063,0.3633,47.51,1,2
1.6152,0.3633,47.35,1,2
1.6240999999999999,0.3633,48.29,1,2
1.6331,0.3634,49.94,1,2
1.642,0.3634,51.49,1,2
1.6509,0.3634,52.34,1,2
1.6599000000000002,0.3635,52.49,1,2
1.6688,0.3635,52.26,1,2
1.6778,0.3635,51.88,1,2
1.6867,0.36360000000000003,51.39,1,2
1.6956,0.36360000000000003,50.96,1,2
1.7046,0.36369999999999997,50.85,1,2
1.7135,0.36369999999999997,51.03,1,2
1.7224000000000002,0.36369999999999997,51.25,1,2
1.7314,0.3638,51.32,1,2
1.7403,0.3638,51.31,1,2
1.7492999999999999,0.3639,51.31,1,2
1.7582,0.3639,51.26,1,2
1.7671,0.3639,51.1,1,2
1.7761,0.364,50.87,1,2
1.785,0.364,50.69,1,2
0.51,0.368,24.39,1,2
0.5193,0.3678,23.83,1,2
0.5287000000000001,0.36769999999999997,23.3,1,2
0.538,0.3675,23.22,1,2
0.5473,0.3674,23.38,1,2
0.5567000000000001,0.36719999999999997,23.19,1,2
0.566,0.36710000000000004,22.58,1,2
0.5754,0.3669,22.19,1,2
0.5847,0.3668,22.44,1,2
0.594,0.36660000000000004,22.99,1,2
0.6033999999999999,0.3665,23.23,1,2
0.6127,0.3663,23,1,2
0.6221,0.36619999999999997,22.63,1,2
0.6314,0.366,22.58,1,2
0.6407,0.3659,23.03,1,2
0.6501,0.36569999999999997,23.84,1,2
0.6594,0.3655,24.73,1,2
0.6688,0.3654,25.5,1,2
0.6781,0.3653,26.09,1,2
0.6874,0.36510000000000004,26.67,1,2
0.6968,0.3649,27.73,1,2
0.7061000000000001,0.3648,29.79,1,2
0.7155,0.36460000000000004,32.74,1,2
0.7248,0.3645,35.72,1,2
0.7341,0.3643,37.83,1,2
0.7435,0.36419999999999997,38.8,1,2
0.7527999999999999,0.364,39.19,1,2
0.7622000000000001,0.3639,39.92,1,2
0.7715,0.36369999999999997,41.79,1,2
0.7807999999999999,0.36360000000000003,45.15,1,2
0.7902,0.3634,49.9,1,2
0.7995,0.3633,55.4,1,2
0.8088,0.36310000000000003,60.39,1,2
0.8182,0.363,63.61,1,2
0.8275,0.3628,64.9,1,2
0.8369,0.36269999999999997,65.46,1,2
0.8462000000000001,0.3625,66.56,1,2
0.8555,0.3624,68.47,1,2
0.8649,0.36219999999999997,70.41,1,2
0.8742000000000001,0.362,71.52,1,2
0.8835,0.3619,71.92,1,2
0.8929,0.36169999999999997,72.86,1,2
0.9022,0.36160000000000003,75.6,1,2
0.9116000000000001,0.3614,79.72,1,2
0.9208999999999999,0.3613,82.47,1,2
0.9302999999999999,0.36110000000000003,80.55,1,2
0.9396,0.361,73.1,1,2
0.9489,0.3608,63.05,1,2
0.9582999999999999,0.36069999999999997,54.96,1,2
0.9676,0.3605,51.34,1,2
0.9769,0.3604,51.36,1,2
0.9863,0.36019999999999996,52.71,1,2
0.9956,0.36010000000000003,53.76,1,2
1.005,0.3599,54.16,1,2
1.0143,0.3598,54.35,1,2
1.0236,0.35960000000000003,54.8,1,2
1.033,0.3595,55.36,1,2
1.0423,0.3593,55.23,1,2
1.0517,0.35910000000000003,53.96,1,2
1.061,0.359,52.17,1,2
3.793,0.364,56.01,1,2
3.7885999999999997,0.3638,58.9,1,2
3.7841,0.36360000000000003,59.56,1,2
3.7796999999999996,0.3634,57.19,1,2
3.7753,0.36319999999999997,53.55,1,2
3.7708000000000004,0.363,50.63,1,2
3.7664,0.3628,48.71,1,2
3.762,0.36260000000000003,47.27,1,2
3.7576,0.3624,46.64,1,2
3.7531,0.36219999999999997,47.97,1,2
3.7487,0.362,51.62,1,2
3.7443,0.3618,56.16,1,2
3.7398000000000002,0.36160000000000003,59.39,1,2
3.7354000000000003,0.3614,60.36,1,2
3.731,0.36119999999999997,59.86,1,2
3.7265,0.361,59.09,1,2
3.7220999999999997,0.3608,58.44,1,2
3.7177,0.36060000000000003,57.84,1,2
3.7133000000000003,0.3604,57.54,1,2
3.7088,0.36019999999999996,57.8,1,2
3.7044,0.36,58.12,1,2
3.7,0.3598,57.48,1,2
3.6955,0.35960000000000003,55.7,1,2
3.6911,0.3595,53.88,1,2
3.6866999999999996,0.3593,53.27,1,2
3.6822,0.359,54.01,1,2
3.6778000000000004,0.3589,55.3,1,2
