%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: census5.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-census5

@attribute col_1 REAL
@attribute col_2 REAL
@attribute col_3 REAL
@attribute col_4 REAL
@attribute col_5 REAL
@attribute col_6 REAL
@attribute col_7 REAL
@attribute col_8 REAL

@data
3.6691,4.2900,4.2798,4.3566,4.2604,4.2499,4.2737,4.2346
4.3038,4.3448,4.2506,4.1657,4.2445,4.2530,4.2522,4.2437
4.4241,3.9089,4.2750,4.2135,4.2093,4.2278,4.2504,4.2475
4.1720,4.2384,4.2026,4.4240,4.2015,4.2164,4.2218,4.2187
4.6500,4.2506,4.0443,4.2339,4.2181,4.2134,4.2524,4.2282
4.1536,4.4466,4.2370,4.1947,4.3056,4.1395,4.2307,4.2561
4.3532,4.4274,4.4413,4.0673,4.2169,4.3037,4.2789,4.2182
4.4276,4.4020,4.3016,4.1560,4.3198,4.2701,4.2231,4.2478
4.3264,4.3276,4.3024,4.1599,4.2623,4.2872,4.2348,4.2232
4.2793,4.4947,3.9206,4.1292,4.1920,4.2980,4.2321,4.2167
4.1101,4.1713,4.3322,4.2370,4.3013,4.2292,4.1875,4.2394
4.3460,4.1618,4.2719,4.3294,4.1520,4.2466,4.2426,4.2181
3.9662,4.4543,4.2571,4.2416,4.2623,4.2621,4.2456,4.2276
4.5259,4.2071,4.1772,4.1379,4.1567,4.2051,4.2499,4.2489
2.4654,4.3898,4.2275,4.2524,4.2531,4.2290,4.3025,4.2170
4.4196,4.1580,3.9509,4.2361,4.2121,4.3428,4.2330,4.2023
4.7185,4.2532,4.1784,4.3269,4.2568,4.2169,4.2576,4.2187
3.7285,4.3886,4.1807,4.2138,4.2530,4.2820,4.2196,4.2133
4.3916,4.2182,4.2707,4.2166,4.3363,4.1747,4.2107,4.2293
4.2903,4.6535,4.1331,4.2936,4.1878,4.2538,4.2275,4.2437
4.2447,4.2927,4.2841,4.1739,4.2023,4.3000,4.2039,4.2396
4.6246,4.1166,4.3156,4.1520,4.1817,4.2651,4.1962,4.2452
4.4174,4.3671,4.3871,4.1479,4.2191,4.2096,4.1886,4.2355
4.0584,4.3879,4.2226,4.1902,4.3334,4.3021,4.2107,4.2272
4.3236,4.2621,4.1962,4.2568,4.1552,4.1976,4.2459,4.2202
4.1927,4.1164,4.2283,4.2638,4.1967,4.1745,4.2001,4.2422
4.0573,4.2851,4.0363,4.3036,4.2170,4.2715,4.2476,4.2121
4.3673,4.1450,4.4160,4.2637,4.3474,4.2351,4.2209,4.2377
4.1952,4.3259,4.4585,4.2623,4.1261,4.1930,4.2099,4.2521
4.0746,4.1654,4.2547,4.4280,4.1980,4.2585,4.2117,4.2239
4.2617,4.1868,4.3572,4.2787,4.2442,4.2202,4.2280,4.2165
3.7817,4.3308,4.3303,4.2077,4.2589,4.2409,4.2595,4.2298
4.4017,3.7858,4.2232,4.0608,4.2916,4.2796,4.2676,4.2364
4.4531,4.1907,4.1581,4.3521,4.2516,4.2031,4.2179,4.2413
4.4208,4.3608,4.4031,4.1428,4.2635,4.2395,4.2207,4.2226
4.2385,4.0664,4.3159,4.3093,4.2692,4.2578,4.2499,4.2442
4.0084,4.5541,4.3463,4.2665,4.2278,4.2294,4.2837,4.2182
4.0763,4.5015,4.3641,4.2426,4.2655,4.2412,4.1659,4.2169
4.6820,3.9930,4.3156,4.2742,4.1937,4.1988,4.1983,4.2342
