%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: liinc.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-liinc

@attribute col_1 {Albertson,Amagansett,Amityville,Asharoken,Atlantic_Beach,Babylon_Village,Baldwin,Baldwin_Harbor,Barnum_Island,Baxter_Estates,Bay_Shore,Bayport,Bayville,Baywood,Belle_Terre,Bellerose,Bellmore,Bellport,Bethpage,Blue_Point,Bohemia,Brentwood,Bridgehampton,Brightwaters,Brookhaven,Brookville,Calverton,Carle_Place,Cedarhurst,Center_Moriches,Centereach,Centerport,Central_Islip,Centre_Island,Cold_Spring_Harbor,Commack,Copiague,Coram,Cove_Neck,Cutchogue,Deer_Park,Dering_Harbor,Dix_Hills,East_Farmingdale,East_Hampton_Village,East_Hills,East_Islip,East_Massapequa,East_Meadow,East_Moriches,East_Northport,East_Norwich,East_Patchogue,East_Quogue,East_Rockaway,East_Shoreham,East_Williston,Eatons_Neck,Elmont,Elwood,Farmingdale,Farmingville,Flanders,Floral_Park,Flower_Hill,Fort_Salonga,Franklin_Square,Freeport,Garden_City,Garden_City_Park,Garden_City_South,Glen_Cove_City,Glen_Head,Glenwood_Landing,Great_Neck,Great_Neck_Estates,Great_Neck_Plaza,Greenlawn,Greenport,Greenport_West,Halesite,Hampton_Bays,Hauppauge,Head_of_the_Harbor,Helwett_Harbor,Hempstead_Village,Herricks,Hewlett,Hewlett_Bay_Park,Hewlett_Neck,Hicksville,Holbrook,Holtsville,Huntington,Huntington_Bay,Huntington_Station,Inwood,Island_Park,Islandia,Islip,Islip_Terrace,Jamesport-Aquebogue,Jericho,Kensington,Kings_Park,Kings_Point,Lake_Grove,Lake_Ronkonkoma,Lake_Success,Lakeview,Lattingtown,Laurel,Laurel_Hollow,Lawrence,Levittown,Lido_Beach,Lindenhurst,Lloyd_Harbor,Locust_Valley,Long_Beach_City,Lynbrook,Malverne,Manhasset,Manhasset_Hills,Manorhaven,Manorville,Massapequa,Massapequa_Park,Mastic,Mastic_Beach,Matinecock,Mattituck,Medford,Melville,Merrick,Middle_Island,Mill_Neck,Miller_Place,Mineola,Montauk,Mount_Sinai,Munsey_Park,Muttontown,Nesconset,New_Cassel,New_Hyde_Park,Nissequogue,North_Amityville,North_Babylon,North_Bay_Shore,North_Bellmore,North_Bellport,North_Great_River,North_Haven,North_Hills,North_Lindenhurst,North_Massapequa,North_Merrick,North_New_Hyde_Park,North_Patchogue,North_Valley_Stream,North_Wantagh,Northport,Northwest_Harbor,Noyack-Water_Mill,Oakdale,Ocean_Beach,Oceanside,Old_Bethpage,Old_Brookville,Old_Field,Old_Westbury,Oyster_Bay,Oyster_Bay_Cove,Patchogue,Peconic,Plainedge,Plainview,Plandome,Plandome_Heights,Plandome_Manor,Poospatuck,Poquott,Port_Jefferson,Port_Jefferson_Station,Port_Washington,Port_Washington_North,Quogue,Remsenburg-Speonk,Ridge,Riverhead,Riverside-Pine_Valley,Rockville_Centre,Rocky_Point,Ronkonkoma,Roosevelt,Roslyn,Roslyn_Estates,Roslyn_Harbor,Roslyn_Heights,Russell_Gardens,Saddle_Rock,Sag_Harbor,Salisbury,Saltaire,Sands_Point,Sayville,Sea_Cliff,Seaford,Searingtown,Selden,Setauket-East_Setauket,Shelter_Island,Shelter_Island_Heights,Shinnecock,Shinnecock_Hills,Shirley,Shoreham,Smithtown,Sound_Beach,South_Farmingdale,South_Floral_Park,South_Hempstead,South_Huntington,South_Valley_Stream,Southampton,Southold,Springs,St_James,Stewart_Manor,Stony_Brook,Syosset,Terryville,Thomaston,Uniondale,University_Gardens,Upper_Brookville,Valley_Stream,Wading_River,Wantagh,West_Babylon,West_Bay_Shore,West_Hempstead,West_Hills,West_Islip,West_Sayville,Westbury,Westhampton,Westhampton_Beach,Wheatley_Heights,Williston_Park,Woodbury,Woodmere,Woodsburgh,Wyandanch,Yaphank,of_the_Branch}
@attribute col_2 INTEGER
@attribute col_3 INTEGER

@data
Roslyn_Harbor,90052,105326
Roslyn_Heights,52875,63013
Roslyn,41794,53337
Russell_Gardens,88509,87032
Saddle_Rock,102103,113346
Sag_Harbor,27378,35952
Salisbury,51266,57580
Saltaire,133502,25714
Sands_Point,133502,134484
Sayville,39082,53806
Sea_Cliff,42983,46672
Seaford,47627,55259
Searingtown,80207,85337
Selden,35351,46298
Setauket-East_Setauket,49285,66727
Shelter_Island,22099,37159
Shelter_Island_Heights,33603,41339
Shinnecock,29096,29464
Shinnecock_Hills,29427,31735
Shirley,32019,41602
Shoreham,57455,77959
Smithtown,50080,61455
Sound_Beach,35677,44944
South_Farmingdale,48259,54437
South_Floral_Park,41225,44453
South_Hempstead,46659,57218
South_Huntington,45118,54865
South_Valley_Stream,57740,59080
Southampton,33014,38770
Southold,31869,36288
Springs,27469,41754
St_James,42316,51571
Stewart_Manor,49212,63545
Stony_Brook,53234,63244
Syosset,56882,65806
Terryville,42462,54131
Thomaston,58001,63393
Uniondale,39828,46917
University_Gardens,51387,64187
Upper_Brookville,92558,128993
Valley_Stream,42004,47287
of_the_Branch,57288,68998
Wading_River,37197,51838
Wantagh,50189,60134
West_Babylon,38671,47067
West_Bay_Shore,48836,54947
West_Hempstead,45481,52271
West_Hills,57615,67805
West_Islip,45810,57081
West_Sayville,38286,49028
Westbury,46554,52114
Westhampton,28614,41806
Westhampton_Beach,35563,42143
Wheatley_Heights,51405,57495
Williston_Park,43868,50496
Woodbury,66038,91102
Woodmere,66732,79623
Woodsburgh,105305,91909
Wyandanch,29614,34421
Yaphank,32873,44569
