% This S dump contains 22 data sets from the
% book Visualizing Data published by
% Hobart Press (books@hobart.com).
% The dump was created by data.dump()
% and can be read back into S by data.restore().
% The name of each S data set is the name of
% the data set used in the book. To find the
% description of the data set in the book look
% under the entry - data, name - in the index.
% For example, one data set is barley.
% To find the description of barley, look
% in the index under the entry - data, barley.
%
% File: ../data/visualizing/galaxy.csv
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation visualizing-galaxy

@attribute eastwest REAL
@attribute northsouth REAL
@attribute angle REAL
@attribute radialposition REAL
@attribute velocity INTEGER

@data
-28.507844924926758,-6.320036888122559,12.5,-29.20000151594007,1565
23.86994171142578,-25.597379684448242,133,34.9999994859524,1718
22.301347732543945,-23.915266036987305,133,32.7000009221364,1711
20.732749938964844,-22.233152389526367,133,30.39999975670311,1710
19.164154052734375,-20.55103874206543,133,28.09999989207846,1715
17.595556259155273,-18.868925094604492,133,25.79999872664519,1713
16.026962280273438,-17.186811447143555,133,23.5000001628292,1717
14.390165328979492,-15.431563377380371,133,21.1000001532102,1715
12.82156753540039,-13.749448776245117,133,18.799998940708,1712
11.252972602844238,-12.067336082458496,133,16.4999997735566,1710
9.68437671661377,-10.385222434997559,133,14.19999990893196,1692
8.115779876708984,-8.703108787536621,133,11.899999393903,1669
6.547184467315674,-7.020995616912842,133,9.600000203217132,1679
4.978588104248047,-5.338881969451904,133,7.30000001339033,1691
3.40999174118042,-3.656768560409546,133,4.999999997931837,1647
1.841395616531372,-1.974655032157898,133,2.70000005789027,1630
0.2727993428707123,-0.2925414741039276,133,0.3999999944269892,1616
-1.2957968711853027,1.389572024345398,133,-1.899999984793944,1576
-2.8643929958343506,3.071685314178467,133,-4.199999750467201,1561
-4.432989120483398,4.753798961639404,133,-6.499999777692923,1558
-6.001585483551025,6.435912609100342,133,-8.799999967519726,1538
-7.638381481170654,8.191161155700684,133,-11.199999675471,1525
-9.206977844238281,9.873274803161621,133,-13.49999986529781,1509
-10.775574684143066,11.555388450622559,133,-15.80000038032677,1501
-12.344170570373535,13.237502098083496,133,-18.10000024495141,1494
-13.912766456604004,14.919614791870117,133,-20.39999941210281,1489
-15.481363296508789,16.601730346679688,133,-22.70000132207826,1493
-17.049959182739258,18.283842086791992,133,-24.99999979175642,1487
-18.618555068969727,19.96595573425293,133,-27.29999965638106,1495
-20.187150955200195,21.648069381713867,133,-29.5999995210057,1511
-21.755746841430664,23.330183029174805,133,-31.89999938563035,1505
-23.324344635009766,25.012296676635742,133,-34.20000055106363,1508
-24.892940521240234,26.69441032409668,133,-36.50000041568827,1507
-26.461536407470703,28.376523971557617,133,-38.80000028031291,1513
-28.030132293701172,30.058635711669922,133,-41.09999874999107,1493
-29.666929244995117,31.813886642456055,133,-43.50000085202977,1495
18.42011260986328,-47.98603439331055,111,51.40000044120649,1736
17.59586524963379,-45.83879852294922,111,49.09999922516091,1744
16.77161979675293,-43.69156265258789,111,46.79999869264793,1765
15.947373390197754,-41.54433059692383,111,44.50000137969536,1766
14.263044357299805,-37.15650177001953,111,39.80000073019806,1764
13.438797950744629,-35.0092658996582,111,37.49999985591879,1715
12.614551544189453,-32.862030029296875,111,35.19999932340583,1751
11.790306091308594,-30.714797973632812,111,32.90000201045324,1761
10.966059684753418,-28.567562103271484,111,30.60000113617395,1763
10.141812324523926,-26.420326232910156,111,28.29999992012837,1758
9.317566871643066,-24.273090362548828,111,25.9999993876154,1743
8.49332046508789,-22.125856399536133,111,23.70000029399947,1738
7.669074058532715,-19.978620529174805,111,21.39999941972019,1732
6.844828128814697,-17.83138656616211,111,19.10000049698742,1734
6.020581245422363,-15.684150695800781,111,16.79999945182498,1723
5.196335315704346,-13.53691577911377,111,14.49999963876053,1706
4.37208890914917,-11.389680862426758,111,12.19999965481293,1665
3.547842502593994,-9.242445945739746,111,9.899999670865322,1677
2.6877596378326416,-7.001852989196777,111,7.499999810205738,1679
1.8635132312774658,-4.854618072509766,111,5.199999826258133,1601
1.0392670631408691,-2.707383394241333,111,2.900000150335025,1629
0.2150207757949829,-0.560148298740387,111,0.6000000421710203,1621
-0.6092255115509033,1.587086796760559,111,-1.700000065992985,1574
-1.4334717988967896,3.7343215942382812,111,-3.999999895928341,1559
-2.257718086242676,5.881556987762451,111,-6.300000282320995,1540
-3.0819644927978516,8.028792381286621,111,-8.600000711434436,1525
-3.906210422515869,10.176026344299316,111,-10.89999963416721,1517
-4.730456829071045,12.323261260986328,111,-13.19999961811481,1506
-5.554703235626221,14.47049617767334,111,-15.49999960206242,1481
-6.378949165344238,16.61773109436035,111,-17.79999941512687,1465
-7.203196048736572,18.76496696472168,111,-20.1000004602893,1468
-8.02744197845459,20.912200927734375,111,-22.39999938302208,1465
-8.887524604797363,23.152793884277344,111,-24.79999915824008,1454
-9.711771965026855,25.300029754638672,111,-27.10000037428568,1448
-10.536017417907715,27.447263717651367,111,-29.3999991261353,1441
-11.36026382446289,29.594499588012695,111,-31.70000000041457,1441
-12.184510231018066,31.74173355102539,111,-33.99999909403051,1430
-13.008756637573242,33.88896942138672,111,-36.29999996830978,1434
-13.833002090454102,36.03620147705078,111,-38.59999693949605,1445
-14.657249450683594,38.183441162109375,111,-40.90000171686834,1464
-15.48149585723877,40.3306770324707,111,-43.20000259114762,1471
-16.305742263793945,42.477909088134766,111,-45.49999990410021,1442
-17.129987716674805,44.625144958496094,111,-47.80000043661317,1436
-17.954233169555664,46.772377014160156,111,-50.09999740779944,1434
-18.778480529785156,48.91961669921875,111,-52.40000218517174,1428
25.889923095703125,24.142742156982422,43,35.40000164915192,1558
24.207805633544922,22.57414436340332,43,33.09999769382565,1563
22.452558517456055,20.937349319458008,43,30.69999968248856,1581
20.84358024597168,19.436952590942383,43,28.49999935952285,1548
19.161466598510742,17.868356704711914,43,26.1999994948982,1572
17.479352951049805,16.299760818481445,43,23.89999963027356,1574
15.797240257263184,14.731164932250977,43,21.60000046312216,1578
14.11512565612793,13.162568092346191,43,19.29999925061996,1576
12.433012962341309,11.593972206115723,43,17.00000008346856,1583
10.750899314880371,10.025375366210938,43,14.6999995684396,1584
9.068785667419434,8.456779479980469,43,12.39999970381495,1566
7.313537120819092,6.81998348236084,43,9.999999995863675,1568
5.704558849334717,5.319587230682373,43,7.799999998100128,1577
3.949310064315796,3.682791233062744,43,5.40000011578054,1587
2.194061040878296,2.045994997024536,43,2.999999896491562,1606
0.5119475722312927,0.4773988425731659,43,0.6999999797169376,1593
-1.097030520439148,-1.022997498512268,43,-1.499999948245781,1584
-2.779144048690796,-2.5915937423706055,43,-3.799999969587888,1595
-4.461257457733154,-4.160190105438232,43,-6.099999985046382,1617
-6.070235729217529,-5.660586357116699,43,-8.299999982809927,1552
-7.825484275817871,-7.297382354736328,43,-10.6999996907612,1597
-9.507597923278809,-8.865978240966797,43,-12.99999955538585,1615
-11.189711570739746,-10.434575080871582,43,-15.30000007041481,1626
-12.871825218200684,-12.00317096710205,43,-17.59999993503945,1626
-14.553937911987305,-13.57176685333252,43,-19.89999910219085,1586
-16.236053466796875,-15.140363693237305,43,-22.20000101216631,1624
-23.110776901245117,-21.551149368286133,43,-31.60000076065355,1600
-24.719755172729492,-23.051544189453125,43,-33.7999997828106,1585
1.975958228111267,-45.25688552856445,92.5,45.30000108901574,1738
1.7753090858459473,-40.66126251220703,92.5,40.69999989480222,1690
1.6749845743179321,-38.36345291137695,92.5,38.40000120582863,1729
1.574659824371338,-36.06563949584961,92.5,36.09999869538885,1719
1.4743353128433228,-33.76782989501953,92.5,33.80000000641527,1702
1.374010682106018,-31.47001838684082,92.5,31.49999940670858,1754
1.273686170578003,-29.172208786010742,92.5,29.20000071773499,1741
1.1733615398406982,-26.87439727783203,92.5,26.90000011802831,1736
1.0730369091033936,-24.57658576965332,92.5,24.59999951832163,1731
0.9727122783660889,-22.27877426147461,92.5,22.29999891861494,1725
0.8723877668380737,-19.98096466064453,92.5,20.00000022964136,1710
0.7677012085914612,-17.583248138427734,92.5,17.59999943872713,1673
0.6673766374588013,-15.28543758392334,92.5,15.29999979438699,1669
0.5670520067214966,-12.987627029418945,92.5,13.00000014744694,1641
0.46672743558883667,-10.68981647491455,92.5,10.69999955034018,1675
0.36640283465385437,-8.39200496673584,92.5,8.399999904700083,1681
0.26607826352119446,-6.094193935394287,92.5,6.099999783976632,1645
0.16575366258621216,-3.7963831424713135,92.5,3.799999900144881,1594
0.06542908400297165,-1.4985723495483398,92.5,1.5000000172881,1583
-0.034895509481430054,0.7992385625839233,92.5,-0.7999999853144902,1599
-0.13522009551525116,3.0970494747161865,92.5,-3.09999998759209,1578
-0.23554469645023346,5.39486026763916,92.5,-5.399999871423842,1548
-0.33586928248405457,7.692671298980713,92.5,-7.699999992797271,1543
-0.43619388341903687,9.990482330322266,92.5,-10.00000011482068,1537
-0.5365184545516968,12.28829288482666,92.5,-12.29999975916081,1543
-0.6368430852890015,14.586104393005371,92.5,-14.6000003588675,1519
-0.7415295839309692,16.98381996154785,92.5,-17.00000019441518,1500
-0.8418541550636292,19.28162956237793,92.5,-19.29999888598869,1488
-0.9421787858009338,21.57944107055664,92.5,-21.59999948569537,1486
-1.0425033569335938,23.87725257873535,92.5,-23.90000008280213,1483
-1.1428279876708984,26.175064086914062,92.5,-26.20000068250881,1481
-1.2431524991989136,28.47287368774414,92.5,-28.4999993714824,1485
-1.3434771299362183,30.77068519592285,92.5,-30.79999997118908,1480
-1.4438016414642334,33.0684928894043,92.5,-33.09999675462941,1479
-1.5441263914108276,35.366310119628906,92.5,-35.40000307613571,1505
-1.6444509029388428,37.664119720458984,92.5,-37.7000017651093,1482
-1.7447755336761475,39.96192932128906,92.5,-40.00000045928272,1481
-1.8451000452041626,42.25973892211914,92.5,-42.2999991482563,1489
24.85321807861328,49.847843170166016,63.5,55.6999992601488,1531
23.826963424682617,47.78949737548828,63.5,53.40000229815505,1533
22.80070686340332,45.731143951416016,63.5,51.09999765729918,1539
21.729833602905273,43.58330535888672,63.5,48.70000179071778,1526
20.70357894897461,41.52495574951172,63.5,46.40000141482036,1551
19.677322387695312,39.46660232543945,63.5,44.09999677396449,1549
18.65106773376465,37.40825653076172,63.5,41.79999981197074,1532
16.553937911987305,33.202064514160156,63.5,37.09999930453347,1538
15.572304725646973,31.233211517333984,63.5,34.90000252370953,1550
14.546048164367676,29.17485809326172,63.5,32.59999788285366,1536
13.475173950195312,27.02701759338379,63.5,30.19999988379303,1519
12.448918342590332,24.96866798400879,63.5,27.89999908236822,1536
11.422664642333984,22.910320281982422,63.5,25.60000083895003,1535
10.396409034729004,20.851970672607422,63.5,23.30000003752521,1536
9.37015438079834,18.793621063232422,63.5,20.9999996616278,1533
8.343899726867676,16.735273361206055,63.5,18.70000099268221,1528
7.317644119262695,14.676922798156738,63.5,16.39999933778148,1539
6.291389465332031,12.618575096130371,63.5,14.10000066883589,1546
5.265134334564209,10.560224533081055,63.5,11.80000008017477,1552
4.238879203796387,8.501876831054688,63.5,9.500000344989573,1557
3.2126240730285645,6.4435272216796875,63.5,7.199999756328454,1573
2.1863694190979004,4.385178565979004,63.5,4.90000023390695,1553
1.1601142883300781,2.326829195022583,63.5,2.599999858614813,1576
0.13385935127735138,0.2684803307056427,63.5,0.3000000231670068,1591
-0.9370153546333313,-1.8793621063232422,63.5,-2.099999928929132,1591
-1.9632704257965088,-3.937711238861084,63.5,-4.400000064256829,1624
-2.989525318145752,-5.996059894561768,63.5,-6.699999693060183,1633
-4.015780448913574,-8.05440902709961,63.5,-8.999999854983344,1597
-5.0420355796813965,-10.11275863647461,63.5,-11.30000044364446,1605
-6.0682902336120605,-12.171107292175293,63.5,-13.59999996606596,1629
-7.049925327301025,-14.139963150024414,63.5,-15.80000015837243,1658
-8.076180458068848,-16.198312759399414,63.5,-18.10000074703355,1664
-9.147055625915527,-18.346155166625977,63.5,-20.5000008785734,1667
-10.173309326171875,-20.404502868652344,63.5,-22.79999912199159,1671
-11.199564933776855,-22.462852478027344,63.5,-25.0999999234164,1687
-12.22581958770752,-24.521202087402344,63.5,-27.40000029931383,1682
-13.2520751953125,-26.579551696777344,63.5,-29.70000110073864,1668
-14.278329849243164,-28.63789939880371,63.5,-31.99999976968422,1673
-15.304585456848145,-30.696247100830078,63.5,-34.29999843862981,1684
-16.330839157104492,-32.75459671020508,63.5,-36.59999881452723,1668
-17.35709571838379,-34.81294631958008,63.5,-38.90000004147945,1618
-18.383350372314453,-36.87129592895508,63.5,-41.20000041737686,1658
-19.409605026245117,-38.92964553833008,63.5,-43.50000079327428,1644
-20.43585968017578,-40.98799133300781,63.5,-45.79999775526804,1647
-21.462114334106445,-43.04634094238281,63.5,-48.09999813116546,1642
-22.488370895385742,-45.10469436645508,63.5,-50.40000277202132,1616
29.484140396118164,6.5364766120910645,12.5,30.20000101653012,1629
27.043399810791016,5.995377540588379,12.5,27.70000045452135,1610
25.090808868408203,5.562498092651367,12.5,25.70000145334124,1603
22.650068283081055,5.021399021148682,12.5,23.20000089133247,1613
20.404586791992188,4.523587703704834,12.5,20.90000018815913,1603
18.15910530090332,4.0257768630981445,12.5,18.59999958819224,1606
15.913623809814453,3.527965545654297,12.5,16.2999988850189,1603
13.76577377319336,3.0517985820770264,12.5,14.10000007660658,1608
11.422662734985352,2.5323433876037598,12.5,11.69999944401552,1613
9.1771821975708,2.034532308578491,12.5,9.399999723513835,1616
6.93170166015625,1.5367212295532227,12.5,7.100000003012148,1615
4.5885910987854,1.0172661542892456,12.5,4.699999861756917,1611
2.4407401084899902,0.5410990118980408,12.5,2.500000083573752,1580
0.0976295992732048,0.02164396084845066,12.5,0.09999999847727907,1580
-2.0502214431762695,-0.4545231759548187,12.5,-2.099999829414241,1586
-4.198072910308838,-0.9306904077529907,12.5,-4.30000009248283,1591
-6.638813018798828,-1.4717893600463867,12.5,-6.800000163155775,1592
-8.884294509887695,-1.9696005582809448,12.5,-9.100000840527503,1562
-11.12977409362793,-2.467411518096924,12.5,-11.39999960415915,1572
-13.277626037597656,-2.9435787200927734,12.5,-13.60000032631155,1589
-15.523106575012207,-3.441389799118042,12.5,-15.90000004681324,1588
-17.8662166595459,-3.9608447551727295,12.5,-18.29999969673264,1585
-20.111698150634766,-4.458656311035156,12.5,-20.60000045150921,1586
-22.357177734375,-4.956467151641846,12.5,-22.89999918933924,1573
-24.602659225463867,-5.454278469085693,12.5,-25.19999989251258,1573
-26.848140716552734,-5.952089309692383,12.5,-27.50000049247947,1558
-29.09362030029297,-6.449900150299072,12.5,-29.79999923030951,1566
10.88691234588623,-49.107688903808594,102.5,50.29999970079777,1740
9.393479347229004,-42.371246337890625,102.5,43.39999965982751,1704
8.917312622070312,-40.22339630126953,102.5,41.20000090301841,1748
8.397856712341309,-37.88028335571289,102.5,38.79999825348083,1757
7.921689510345459,-35.7324333190918,102.5,36.59999939346529,1775
7.4238786697387695,-33.48695373535156,102.5,34.30000065563524,1765
6.92606782913208,-31.241472244262695,102.5,32.00000005566836,1762
6.428256511688232,-28.99599266052246,102.5,29.70000121463187,1752
5.908801078796387,-26.65287971496582,102.5,27.29999866830074,1752
5.410990238189697,-24.407400131225586,102.5,24.9999999304707,1753
4.913179397583008,-22.16192054748535,102.5,22.70000119264066,1753
4.41536808013916,-19.916439056396484,102.5,20.40000048946732,1748
3.9175570011138916,-17.670957565307617,102.5,18.09999983789721,1730
3.441389799118042,-15.523106575012207,102.5,15.90000004681324,1709
2.9219348430633545,-13.1799955368042,102.5,13.50000039689383,1688
2.424123525619507,-10.934514999389648,102.5,11.19999969372049,1687
1.9263124465942383,-8.689034461975098,102.5,8.899999973218806,1678
1.4285014867782593,-6.443553447723389,102.5,6.599999812984517,1654
0.9306904077529907,-4.198072910308838,102.5,4.30000009248283,1634
0.432879239320755,-1.9525920152664185,102.5,2.000000003479272,1611
-0.06493188440799713,0.2928888201713562,102.5,-0.3000000176569037,1590
-0.5627429485321045,2.5383694171905518,102.5,-2.599999793125166,1562
-1.0605541467666626,4.78385066986084,102.5,-4.900000237729787,1565
-1.5583652257919312,7.029331207275391,102.5,-7.199999958231476,1541
-2.077820301055908,9.372442245483398,102.5,-9.600000565020919,1537
-2.553987503051758,11.520293235778809,102.5,-11.80000035610489,1515
-3.0734424591064453,13.8634033203125,102.5,-14.20000000602429,1498
-3.571253538131714,16.108884811401367,102.5,-16.50000065759441,1479
-4.069064617156982,18.3543643951416,102.5,-18.79999944702767,1481
-4.56687593460083,20.59984588623047,102.5,-21.10000015020101,1475
-5.0646867752075195,22.845325469970703,102.5,-23.39999888803104,1466
-5.562498092651367,25.090808868408203,102.5,-25.70000145334124,1461
-6.060309410095215,27.336288452148438,102.5,-28.00000029437773,1457
-6.558120250701904,29.581768035888672,102.5,-30.29999903220776,1455
-7.055931091308594,31.827247619628906,102.5,-32.5999977700378,1452
-7.5753865242004395,34.17036056518555,102.5,-35.00000031636893,1453
-8.073197364807129,36.41584014892578,102.5,-37.29999905419897,1448
-8.549365043640137,38.56369400024414,102.5,-39.50000174169467,1469
-9.090463638305664,41.004432678222656,102.5,-42.00000033836014,1456
-9.588274955749512,43.24991226196289,102.5,-44.29999917939662,1448
-10.042798042297363,45.30013656616211,102.5,-46.40000178266494,1409
-10.540609359741211,47.545616149902344,102.5,-48.70000062370142,1416
-11.060064315795898,49.88872528076172,102.5,-51.09999934255239,1429
