% This S dump contains 22 data sets from the
% book Visualizing Data published by
% Hobart Press (books@hobart.com).
% The dump was created by data.dump()
% and can be read back into S by data.restore().
% The name of each S data set is the name of
% the data set used in the book. To find the
% description of the data set in the book look
% under the entry - data, name - in the index.
% For example, one data set is barley.
% To find the description of barley, look
% in the index under the entry - data, barley.
%
% File: ../data/visualizing/fly.csv
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation visualizing-fly

@attribute facet REAL
@attribute temperature {15,17,19,21,23,25,27,29,31}

@data
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-0.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-1.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-2.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-3.9299999999999997,25
-4.93,25
-4.93,25
-4.93,25
-4.93,25
-5.93,25
-5.93,25
-7.93,25
-11.93,25
0.07000000000000028,27
-0.9299999999999997,27
-0.9299999999999997,27
-0.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-1.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-2.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-3.9299999999999997,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-4.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-5.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-6.93,27
-7.93,27
-7.93,27
-7.93,27
-7.93,27
-7.93,27
-7.93,27
-7.93,27
-7.93,27
-8.93,27
-8.93,27
-0.9299999999999997,29
-1.9299999999999997,29
-1.9299999999999997,29
-1.9299999999999997,29
-1.9299999999999997,29
-1.9299999999999997,29
-1.9299999999999997,29
-2.9299999999999997,29
-2.9299999999999997,29
-2.9299999999999997,29
-2.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-3.9299999999999997,29
-4.93,29
-4.93,29
-4.93,29
-4.93,29
-4.93,29
-4.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-5.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-6.93,29
-7.93,29
-7.93,29
-7.93,29
-7.93,29
-7.93,29
-7.93,29
-7.93,29
-7.93,29
-8.93,29
-8.93,29
-8.93,29
-8.93,29
-8.93,29
-9.93,29
-9.93,29
-9.93,29
-9.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-10.93,29
-11.93,29
-3.9299999999999997,31
-4.93,31
-4.93,31
-4.93,31
-4.93,31
-4.93,31
-4.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-5.93,31
-6.93,31
-6.93,31
-6.93,31
-6.93,31
-6.93,31
-6.93,31
-6.93,31
-6.93,31
-6.93,31
-7.93,31
-7.93,31
-7.93,31
-7.93,31
-7.93,31
-7.93,31
-7.93,31
-7.93,31
-8.93,31
-8.93,31
-8.93,31
-8.93,31
-8.93,31
-9.93,31
-9.93,31
-9.93,31
-9.93,31
-10.93,31
-10.93,31
-11.93,31
-11.93,31
-12.93,31
-12.93,31
-13.93,31
-15.93,31
