%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: census3.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-census3

@attribute col_1 REAL
@attribute col_2 REAL
@attribute col_3 REAL
@attribute col_4 REAL
@attribute col_5 REAL
@attribute col_6 REAL
@attribute col_7 REAL
@attribute col_8 REAL

@data
4.2193,4.3099,4.2226,4.2575,4.2070,4.2643,4.2249,4.2349
4.6344,4.3816,4.3004,4.2255,4.2143,4.2328,4.2185,4.2266
4.4082,4.2350,4.3126,4.2695,4.1815,4.2490,4.2184,4.2359
4.5919,4.3520,4.2933,4.2755,4.2055,4.2209,4.2312,4.2371
4.3613,4.1620,4.2762,4.2025,4.2100,4.2796,4.2376,4.2164
4.2361,4.5142,4.3706,4.2784,4.2415,4.3115,4.2199,4.2368
4.4303,4.1064,4.1259,4.1080,4.3717,4.2359,4.1781,4.2275
4.1265,4.0740,4.1627,4.1492,4.2067,4.2465,4.2398,4.2467
4.2820,4.4673,4.2914,4.3427,4.2291,4.2233,4.2495,4.2313
4.4535,4.0905,4.3522,4.3905,4.1924,4.3234,4.2088,4.2331
4.1733,4.3268,4.3700,4.2297,4.1923,4.2052,4.3016,4.2435
4.2489,4.3024,4.1515,4.1218,4.2139,4.2185,4.2486,4.2251
4.0560,4.3607,4.1750,4.2146,4.2749,4.2234,4.2295,4.2133
3.9292,4.1579,4.2136,4.2257,4.2637,4.2621,4.2517,4.2320
4.1265,4.0222,4.4108,4.1386,4.1891,4.2144,4.2308,4.2558
4.0149,4.1973,4.3382,4.2516,4.2436,4.2972,4.2338,4.2364
4.0965,4.1443,4.2665,4.2513,4.1820,4.2748,4.2513,4.2391
4.4463,4.0551,4.1134,4.1464,4.3409,4.2354,4.2018,4.2487
4.3916,3.8558,4.1466,4.2676,4.2899,4.2418,4.2521,4.2313
4.0607,3.9024,4.0883,4.3262,4.2187,4.2106,4.2326,4.2454
4.1267,4.2306,4.3762,4.1965,4.2452,4.2200,4.1845,4.2233
3.9534,3.8743,4.2798,4.2840,4.2365,4.2653,4.2498,4.2346
4.2023,4.3158,4.2325,4.3266,4.3033,4.2479,4.2253,4.2288
3.8267,4.1681,4.4861,4.3853,4.2779,4.2609,4.2597,4.2443
4.4470,4.0887,4.0559,4.2018,4.1945,4.2338,4.2348,4.2196
4.1769,4.4571,4.2376,4.1415,4.2587,4.1725,4.2198,4.2438
4.4569,3.9345,4.3464,4.2909,4.2384,4.2286,4.2328,4.2369
4.3383,4.2483,4.2962,4.2413,4.2394,4.1981,4.2367,4.2322
4.6609,4.1477,4.3131,4.2440,4.2154,4.2584,4.2083,4.2507
4.5132,4.2124,4.6096,4.2000,4.2221,4.2242,4.2599,4.2246
4.1881,4.3385,4.2489,4.2852,4.2102,4.2576,4.2497,4.2277
4.1546,4.2562,4.4092,4.2617,4.3117,4.2723,4.2219,4.2411
4.3707,3.8685,4.3478,4.1849,4.2233,4.2332,4.2387,4.2409
4.2491,4.1165,4.2447,4.3176,4.2418,4.2999,4.2340,4.2472
4.2420,4.2755,4.1755,4.2641,4.2121,4.2237,4.2423,4.2326
4.5213,4.3016,3.9456,4.2087,4.3192,4.2265,4.2472,4.2326
4.2611,4.5741,4.1030,4.2819,4.2422,4.2162,4.2821,4.2321
4.2089,4.0704,4.1769,4.3556,4.2919,4.2139,4.2495,4.2200
4.4165,4.2638,4.1363,4.0119,4.2347,4.1981,4.2341,4.2305
4.2876,3.9598,4.3764,4.1188,4.2533,4.2278,4.2758,4.2517
4.0703,4.2214,4.0986,4.1648,4.2730,4.2298,4.2673,4.2309
4.2537,3.9682,4.2055,4.2646,4.2646,4.2297,4.2422,4.2551
4.6209,3.9912,4.2012,4.4163,4.2862,4.2665,4.2511,4.2295
4.4074,4.4728,4.0927,4.1536,4.2615,4.2933,4.2008,4.2380
3.9764,4.2134,4.2248,4.2018,4.2113,4.2569,4.2258,4.2408
4.2364,3.9384,4.2453,4.1773,4.2498,4.2956,4.2301,4.2313
4.0881,4.2031,4.2295,4.3531,4.2078,4.2232,4.2572,4.2465
4.0599,4.3854,4.3449,4.2106,4.2217,4.2310,4.2607,4.2273
4.4978,4.4272,4.2761,4.1790,4.2217,4.2205,4.2136,4.2291
4.4368,4.4758,4.2474,4.2568,4.2965,4.2503,4.2790,4.2363
4.1595,4.3909,4.2958,4.0868,4.2453,4.2119,4.1744,4.2472
4.0215,3.9148,4.1723,4.1644,4.3333,4.1792,4.2535,4.2351
4.2090,4.5362,4.2159,4.3662,4.2394,4.1962,4.2443,4.2098
4.4447,4.5773,4.2944,4.1709,4.0969,4.2621,4.1880,4.2329
4.2153,4.4973,4.3506,4.1751,4.2923,4.2600,4.2096,4.2195
4.3894,4.2452,4.0893,4.2499,4.2685,4.2945,4.2339,4.2380
4.2576,4.4341,4.2977,4.1693,4.1535,4.2631,4.2197,4.2104
4.4638,4.1759,4.3304,4.2023,4.1899,4.2506,4.2108,4.2295
4.1442,4.2532,4.2805,4.1975,4.2990,4.1863,4.1903,4.2347
4.1716,4.2468,4.2424,4.2794,4.2258,4.2350,4.2693,4.2274
4.1957,4.2676,4.2049,4.1913,4.2492,4.2400,4.2256,4.2284
3.8487,4.0935,4.2964,4.3319,4.2757,4.2401,4.2411,4.2489
4.6592,4.4519,4.1781,4.1285,4.2793,4.1742,4.2756,4.2424
3.7355,4.2254,4.1189,4.2976,4.2689,4.2137,4.2352,4.2392
4.2820,3.9486,4.1671,4.4238,4.2898,4.2646,4.2328,4.2430
4.0066,4.4265,4.0224,4.3452,4.1692,4.2083,4.2232,4.2170
4.0648,4.2436,4.1126,4.2548,4.2506,4.2221,4.2156,4.2161
4.0455,4.2235,4.2221,4.1246,4.1458,4.2525,4.2457,4.2370
3.8291,4.3782,4.3531,4.1495,4.1565,4.2290,4.2392,4.2327
3.8824,4.1625,4.2963,4.3097,4.2753,4.2312,4.2039,4.2418
3.8898,4.3735,4.4097,4.2059,4.3227,4.2098,4.2203,4.2402
3.9149,3.7908,4.2045,4.1922,4.2418,4.2692,4.2101,4.2355
4.2692,4.1962,4.5695,4.1967,4.3362,4.2175,4.2486,4.2513
4.1919,4.2874,4.2102,4.2079,4.1910,4.2485,4.2467,4.2342
3.8629,4.4173,4.2967,4.1714,4.2454,4.2095,4.2437,4.2411
3.8858,4.1299,4.0682,4.3403,4.2612,4.2610,4.2439,4.2359
4.2489,4.0551,4.2668,4.1729,4.2691,4.2655,4.2201,4.2417
4.3827,4.3786,4.0368,4.1230,4.2222,4.2516,4.2448,4.2306
4.4404,3.9650,4.2292,4.3587,4.2569,4.2554,4.2527,4.2323
3.8958,4.3554,4.0194,4.2167,4.2043,4.2190,4.1776,4.2268
4.0581,3.9788,4.4485,4.2648,4.2280,4.2165,4.2391,4.2191
4.1194,4.1875,4.1610,4.1601,4.2165,4.2101,4.2615,4.2401
4.2173,4.1100,4.2426,4.3462,4.1845,4.2965,4.2647,4.2298
4.6968,4.0514,4.2333,4.2504,4.2649,4.2485,4.2432,4.2330
3.8005,3.9840,4.1190,4.1188,4.2079,4.3000,4.2279,4.2554
4.0684,4.1032,4.0341,4.2608,4.2240,4.2125,4.2362,4.2324
4.4199,4.1356,4.2856,4.1997,4.2281,4.2043,4.2273,4.2281
4.0767,4.3600,4.3034,4.2519,4.2644,4.2712,4.2437,4.2467
4.2720,4.1196,4.0819,4.1866,4.2535,4.2244,4.2348,4.2447
4.0233,4.2681,4.4373,4.1995,4.2747,4.3202,4.2469,4.2375
4.2321,4.3909,4.2695,4.1818,4.1896,4.2312,4.2403,4.2278
4.1926,4.2386,4.2624,4.2527,4.2713,4.2222,4.2581,4.2354
4.0767,4.0601,3.9432,4.4865,4.2299,4.2175,4.2558,4.2376
4.6002,4.4114,4.3827,4.2973,4.3446,4.2064,4.2498,4.2298
4.1235,4.2650,4.2016,4.2949,4.3030,4.2207,4.2542,4.2373
4.3889,4.1830,4.1976,4.3051,4.2652,4.2668,4.2379,4.2323
4.0104,4.3871,4.3087,4.1801,4.2197,4.1896,4.2110,4.2463
3.7266,4.2192,4.3938,4.1940,4.1913,4.2187,4.1754,4.2333
3.9200,4.2079,4.1450,4.2589,4.2637,4.2692,4.2250,4.2447
4.3131,4.1989,4.2048,4.2260,4.2565,4.2306,4.1995,4.2259
4.3278,3.8544,4.3482,4.3026,4.2172,4.2708,4.2680,4.2325
4.2232,4.3242,4.2997,4.2338,4.3041,4.1990,4.2166,4.2287
4.2675,4.1117,4.2036,4.1830,4.2404,4.2856,4.2527,4.2393
4.3357,4.1310,4.2598,4.2467,4.1513,4.2597,4.2591,4.2323
4.6367,4.2282,4.3563,4.2761,4.2383,4.2096,4.2233,4.2157
4.5115,4.1275,4.2889,4.4247,4.2530,4.2231,4.2343,4.2261
4.0596,4.1987,4.2990,4.3289,4.3138,4.2474,4.2418,4.2289
4.0812,4.2048,4.5758,4.1767,4.2907,4.2246,4.2314,4.2498
4.4361,4.3196,4.1712,4.1980,4.2277,4.2383,4.2120,4.2431
4.0916,4.5113,4.1830,4.2766,4.2006,4.2460,4.1927,4.2266
3.8941,4.1193,4.2915,4.1474,4.1980,4.2374,4.2428,4.2338
4.0256,4.1454,4.0401,4.1958,4.2027,4.2083,4.2407,4.2354
4.1815,4.0278,4.1725,4.3151,4.1982,4.2532,4.2168,4.2321
4.2613,4.3205,4.4565,4.2935,4.2434,4.2077,4.2436,4.2441
4.3100,4.3599,4.1892,4.2056,4.2261,4.2484,4.2109,4.2303
3.6264,4.0437,4.2277,4.2557,4.1865,4.2197,4.2363,4.2286
4.1318,4.2649,4.2682,4.2918,4.2851,4.2578,4.2206,4.2599
3.8507,4.0892,4.1889,4.1478,4.2509,4.2001,4.1925,4.2355
4.5631,3.8781,4.2814,4.1913,4.2735,4.1743,4.2327,4.2386
4.3825,4.2052,4.2473,4.2597,4.2313,4.2698,4.2661,4.2389
4.1022,4.0405,4.3470,4.1858,4.2049,4.2181,4.2416,4.2297
4.3245,4.3632,4.1810,4.2984,4.2193,4.2216,4.2696,4.2376
3.6156,4.2768,4.0535,4.1586,4.2583,4.2787,4.2314,4.2226
4.2612,4.3036,4.3292,4.2338,4.2505,4.2569,4.2081,4.2371
4.5562,4.3307,4.1932,4.1475,4.2405,4.2390,4.2492,4.2303
3.8499,4.2002,4.3892,4.2241,4.2397,4.2769,4.2360,4.2285
4.5650,4.1301,4.4182,4.3631,4.2865,4.2370,4.2398,4.2222
4.2058,4.3864,4.0376,4.3363,4.2534,4.1661,4.2118,4.2277
4.5894,4.2413,4.1707,4.2397,4.1878,4.2863,4.2408,4.2330
4.2651,4.4219,4.1099,4.2233,4.1718,4.1676,4.2308,4.2205
4.7589,4.2239,4.4757,4.2564,4.1990,4.2218,4.2283,4.2326
4.1926,4.0498,4.2726,4.2159,4.2113,4.2550,4.2269,4.2341
4.4582,4.0532,4.2274,4.2273,4.2698,4.2439,4.2229,4.2400
4.3236,4.1619,4.1785,4.2753,4.3618,4.2360,4.2189,4.2345
4.0678,4.1630,4.4398,4.1893,4.2288,4.2424,4.2399,4.2324
3.7618,4.3089,4.1705,4.1175,4.2148,4.2139,4.2186,4.2424
4.5102,4.1980,4.2855,4.3655,4.1815,4.2387,4.2232,4.2288
4.5623,4.1746,4.1078,4.3807,4.2281,4.2547,4.2289,4.2587
4.7137,4.1335,4.2390,4.2677,4.2131,4.1958,4.2229,4.2498
4.4408,4.5097,4.3345,4.2660,4.2358,4.2317,4.2274,4.2361
4.1874,4.1720,4.2459,4.2680,4.2720,4.1960,4.2367,4.2281
4.8072,4.3372,4.4663,4.3026,4.3049,4.2186,4.2748,4.2433
4.4069,4.2329,4.3081,4.2310,4.3444,4.1970,4.2619,4.2224
4.0834,4.2598,3.9702,4.2537,4.1370,4.2136,4.2880,4.2301
4.3677,4.2420,4.1287,4.1616,4.2319,4.2518,4.2730,4.2208
4.5005,4.2853,3.9870,4.3576,4.2126,4.2057,4.2582,4.2211
4.0733,4.2498,4.1334,4.2170,4.1642,4.2450,4.2146,4.2429
4.2786,3.9630,4.1075,4.2300,4.1356,4.2264,4.2171,4.2436
4.1720,4.1829,4.1887,4.2155,4.2809,4.1807,4.2543,4.2301
4.3344,4.3540,4.2919,4.3087,4.2413,4.1763,4.2406,4.2382
4.3056,4.2002,4.0408,4.3566,4.2403,4.2421,4.2238,4.2436
4.1879,4.4651,4.2977,4.1971,4.2383,4.1866,4.2506,4.2521
4.3478,3.8592,4.2544,4.2663,4.2298,4.2283,4.2371,4.2413
4.1874,4.2605,4.2587,4.2432,4.3028,4.2093,4.2545,4.2465
4.1593,4.1285,4.4917,4.2914,4.1572,4.2299,4.2163,4.2324
4.0276,4.0179,4.3932,4.2684,4.2964,4.2702,4.2279,4.2329
4.3349,4.1323,4.3046,4.2118,4.1753,4.2567,4.2789,4.2422
4.5688,4.4514,3.9765,4.3546,4.2360,4.2190,4.2012,4.2293
3.9210,3.9426,4.1466,4.3000,4.2428,4.2562,4.2400,4.2137
4.5299,3.7450,4.2134,4.0897,4.2689,4.1909,4.2280,4.2219
4.0437,4.0975,4.2452,4.2646,4.2340,4.2676,4.2668,4.2297
3.8536,4.7101,4.1698,4.1599,4.2066,4.2668,4.2802,4.2229
4.5756,3.8191,4.1727,4.3385,4.1768,4.2229,4.2211,4.2227
4.2774,4.2423,4.3084,4.1167,4.2330,4.2735,4.2491,4.2361
4.2344,3.8255,4.3595,4.2604,4.3040,4.2622,4.2762,4.2353
4.2529,4.1637,4.3331,4.2513,4.2801,4.2236,4.2637,4.2450
4.2074,4.5114,4.2268,4.3015,4.2069,4.1739,4.2296,4.2361
4.2396,4.3420,4.1815,4.1438,4.2434,4.2973,4.2226,4.2281
4.4910,4.2531,4.1612,4.2018,4.2279,4.2690,4.2301,4.2390
4.2654,4.3238,4.2467,4.2222,4.2289,4.2809,4.1981,4.2415
4.3546,4.3525,4.0398,4.2521,4.2532,4.2486,4.2415,4.2476
3.9703,4.2641,4.3163,4.4015,4.2579,4.2169,4.2188,4.2458
4.1359,4.3438,4.3255,4.2180,4.2143,4.2516,4.2741,4.2326
4.6110,4.3820,4.1082,4.2692,4.1642,4.2040,4.2430,4.2496
3.2196,4.1060,4.0645,4.1633,4.1724,4.2461,4.2423,4.2462
4.3620,4.3869,4.1837,4.3687,4.1964,4.2177,4.2321,4.2472
4.1479,4.4239,4.2857,4.3702,4.2941,4.2665,4.2297,4.2268
4.2446,4.2921,3.9857,4.2753,4.2630,4.2290,4.2832,4.2535
4.2823,4.1152,4.3684,4.2324,4.1971,4.1777,4.2238,4.2327
4.2924,4.5084,4.3980,4.2667,4.1924,4.2876,4.2466,4.2343
4.3533,4.1300,4.2305,4.1954,4.1908,4.2137,4.2392,4.2503
4.4812,4.4287,4.0835,4.0771,4.1614,4.2783,4.2585,4.2441
4.1475,3.9164,4.2623,4.0693,4.2491,4.2265,4.2420,4.2284
4.1123,4.3340,4.2197,4.3331,4.2297,4.2371,4.2505,4.2492
4.2198,4.1426,4.1201,4.3267,4.1775,4.2332,4.2140,4.2513
3.8904,4.3665,4.0319,4.1880,4.2849,4.1635,4.2430,4.2294
4.3344,4.0412,4.3536,4.2087,4.2716,4.1910,4.2751,4.2339
4.4228,4.2631,4.3370,4.3453,4.1808,4.2361,4.2440,4.2349
3.9478,4.2584,4.0401,4.1662,4.2316,4.1919,4.2125,4.2495
3.9822,4.1004,4.3327,4.0788,4.1744,4.2397,4.2188,4.2356
4.2446,4.3766,4.1595,4.1730,4.2471,4.2258,4.2362,4.2333
4.4663,4.1551,4.2176,4.1852,4.3747,4.2393,4.2181,4.2301
3.7840,4.1202,4.1793,4.2552,4.1822,4.2402,4.2452,4.2433
4.1737,4.2006,4.1471,4.3831,4.1662,4.2078,4.2363,4.2338
4.0283,4.1977,4.2102,4.3164,4.2242,4.2065,4.2313,4.2461
4.3466,4.1191,4.2704,4.2463,4.2819,4.2650,4.2120,4.2363
4.0195,4.1327,4.1649,4.2049,4.3050,4.2483,4.2561,4.2383
4.2005,4.2952,4.3998,4.1613,4.2576,4.1756,4.2442,4.2358
4.3320,4.1619,4.0354,4.2407,4.2952,4.2778,4.2554,4.2429
3.7709,4.1328,4.2170,4.2313,4.1952,4.2541,4.2393,4.2401
4.0425,4.2671,4.4797,4.3045,4.2453,4.2936,4.2241,4.2534
3.9255,4.1176,4.2741,4.3472,4.2577,4.2484,4.2185,4.2477
4.1200,4.4630,4.3017,4.1885,4.2498,4.2258,4.2251,4.2229
4.0865,4.1047,4.2270,4.2855,4.1821,4.2466,4.2168,4.2471
4.0991,4.1514,4.0252,4.2565,4.2498,4.2413,4.2115,4.2462
4.1722,4.2035,4.1445,4.3075,4.2955,4.2650,4.2248,4.2366
4.1910,4.2325,4.3058,4.3009,4.2018,4.2619,4.2184,4.2438
4.5289,4.4344,4.3628,4.2201,4.2396,4.2155,4.2503,4.2167
4.1593,4.1773,4.4405,4.1684,4.3498,4.2463,4.2603,4.2355
4.0798,4.2172,4.3932,4.4371,4.1911,4.1995,4.2487,4.2477
4.2633,4.4631,4.4569,4.2035,4.2586,4.2344,4.2163,4.2324
4.2730,4.5066,4.3453,4.2040,4.2164,4.2354,4.2337,4.2313
4.5893,4.3395,4.2866,4.1343,4.2271,4.2436,4.2410,4.2450
4.1925,4.0833,4.2120,4.3342,4.2261,4.3086,4.2749,4.2376
4.2469,4.1881,4.2662,4.2873,4.3037,4.2397,4.2365,4.2244
4.2302,4.3325,4.1996,4.0605,4.2619,4.2624,4.2199,4.2271
3.9711,4.0756,4.0855,4.1164,4.3126,4.2200,4.2197,4.2199
4.1492,4.2226,4.1854,4.1925,4.2371,4.1895,4.2226,4.2298
4.1637,4.0281,4.1145,4.1751,4.2598,4.2287,4.2349,4.2433
4.6590,4.1984,4.1508,4.1789,4.2295,4.2335,4.2709,4.2301
4.2479,4.2862,4.2209,4.1000,4.2495,4.1811,4.2360,4.2534
4.2820,4.0987,4.4109,4.2435,4.2762,4.2393,4.2187,4.2342
4.1378,4.1314,4.2509,4.3823,4.1915,4.2850,4.2117,4.2338
4.2281,4.2723,4.2455,4.3223,4.2447,4.2179,4.2396,4.2307
4.4365,4.2341,4.1459,4.2778,4.2004,4.2251,4.2297,4.2290
4.3376,4.2826,4.2550,4.3531,4.2766,4.2807,4.2040,4.2261
4.2432,4.3860,4.0977,4.3068,4.1770,4.2725,4.2422,4.2286
4.1953,4.1741,4.2511,4.1514,4.1737,4.2673,4.2405,4.2137
4.3057,4.2338,4.1175,4.3828,4.1822,4.2069,4.2292,4.2507
4.1101,4.1972,4.2257,4.2646,4.1502,4.1773,4.2585,4.2341
4.3817,4.3494,4.2251,4.3716,4.2032,4.2586,4.2281,4.2338
4.0161,4.4365,4.1636,4.1208,4.2236,4.2208,4.2412,4.2423
3.7555,4.1406,4.2796,4.1783,4.2480,4.2524,4.2331,4.2509
3.9533,4.1933,4.1017,4.1987,4.2357,4.2438,4.2464,4.2217
4.1075,4.3082,4.1333,4.2988,4.2827,4.2679,4.2568,4.2354
4.5409,4.2871,4.3843,4.2405,4.1344,4.1849,4.2425,4.2394
4.3615,4.2744,4.2244,4.2179,4.2157,4.2919,4.2173,4.2357
3.8620,4.1777,4.4356,4.3106,4.3158,4.1954,4.2484,4.2248
3.9756,4.7097,4.3164,4.3083,4.2033,4.2429,4.2267,4.2392
4.2864,4.1439,4.0505,4.2424,4.2513,4.2323,4.2539,4.2499
4.3886,4.4543,4.0714,4.2524,4.2263,4.2425,4.2511,4.2433
4.0678,4.3021,4.2712,4.1250,4.2045,4.2644,4.2388,4.2345
4.1918,4.4803,4.0302,4.3001,4.1834,4.2173,4.2359,4.2433
4.0632,4.0314,4.2547,4.2355,4.1798,4.2272,4.2109,4.2588
4.2894,4.1634,4.3802,4.3276,4.1693,4.2638,4.2016,4.2216
4.1080,4.3199,4.3873,4.1405,4.2535,4.1979,4.2346,4.2419
4.0613,4.4387,4.2302,4.2785,4.1916,4.2597,4.2349,4.2292
4.3483,4.1652,4.1862,4.1711,4.1769,4.2538,4.2405,4.2365
4.3980,4.2944,4.2128,4.2610,4.2380,4.2258,4.2331,4.2345
4.2411,4.2284,4.2199,4.2756,4.1566,4.2189,4.2291,4.2308
4.5136,4.3619,4.3346,4.1179,4.2633,4.1952,4.2176,4.2425
4.5089,3.9709,4.1020,4.1641,4.1497,4.2425,4.2506,4.2518
4.0797,4.2346,4.1928,4.2926,4.2719,4.2753,4.2148,4.2251
4.1588,4.2968,4.2602,4.1852,4.3169,4.2589,4.2063,4.2201
4.1163,4.2183,4.3202,4.1113,4.2351,4.2114,4.2046,4.2233
4.1746,4.0063,4.3037,4.2874,4.2218,4.2296,4.2326,4.2208
3.8081,4.1452,4.2666,4.2250,4.1926,4.2468,4.2407,4.2300
4.2476,4.4002,4.3407,4.3146,4.1560,4.2158,4.2406,4.2450
4.1123,4.3208,3.9621,4.1643,4.2616,4.2502,4.2668,4.2384
4.5286,4.0729,4.2598,4.2439,4.1965,4.1844,4.2687,4.2460
4.2828,3.9779,4.2268,4.1973,4.3205,4.2238,4.2325,4.2395
4.4370,4.4362,4.1559,4.2552,4.2461,4.2622,4.2365,4.2398
3.8964,4.0089,4.3443,4.2189,4.1515,4.2226,4.2274,4.2371
4.1911,4.2888,4.1648,4.1806,4.2009,4.2097,4.2122,4.2487
4.4899,4.1943,4.1827,4.3029,4.2583,4.2768,4.2619,4.2286
4.0399,4.4853,4.2412,4.2074,4.2066,4.2389,4.2463,4.2466
3.8874,4.3239,4.2440,4.3208,4.1349,4.2232,4.2217,4.2431
4.2911,4.1283,4.2963,4.2196,4.2153,4.2607,4.2043,4.2200
4.0909,4.1172,4.1836,4.3127,4.3119,4.2243,4.2137,4.2262
3.6654,4.2924,4.1543,4.2278,4.2598,4.2055,4.2355,4.2393
4.6465,4.1467,4.2325,4.2962,4.3566,4.1758,4.2772,4.2425
3.7638,3.9707,4.2725,4.1954,4.2552,4.2855,4.2423,4.2340
3.9603,4.1981,4.1226,4.2886,4.2100,4.2302,4.2495,4.2410
4.1207,4.2162,4.0836,4.0634,4.2505,4.1991,4.2386,4.2398
4.5000,4.4584,4.3074,4.2710,4.1414,4.2453,4.2923,4.2276
4.2265,4.1973,4.1419,4.2358,4.1107,4.2533,4.2193,4.2303
4.1216,4.3072,4.3841,4.2620,4.2443,4.1564,4.2483,4.2320
