% DATA-SETS FROM DIGGLE, P.J. (1990). TIME SERIES : A BIOSTATISTICAL
% INTRODUCTION. Oxford University Press. 
%
% Table: Table A2 Wool prices
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation diggle-Table_A2_Wool_prices

@attribute col_1 {76,77,78,79,80,81,82,83,84}
@attribute col_2 INTEGER
@attribute col_3 INTEGER
@attribute col_4 REAL
@attribute col_5 REAL
@attribute col_6 REAL
@attribute col_7 REAL
@attribute col_8 REAL
@attribute col_9 REAL

@data
77,13,65,314.0000,356.0000,1.1338,5.7494,5.8749,0.1255
77,16,68,313.0000,354.0000,1.1310,5.7462,5.8693,0.1231
77,17,69,312.0000,354.0000,1.1346,5.7430,5.8693,0.1263
77,18,70,307.0000,354.0000,1.1531,5.7268,5.8693,0.1425
77,19,71,305.0000,354.0000,1.1607,5.7203,5.8693,0.1490
77,20,72,305.0000,354.0000,1.1607,5.7203,5.8693,0.1490
77,21,73,299.0000,354.0000,1.1839,5.7004,5.8693,0.1689
77,22,74,297.0000,354.0000,1.1919,5.6937,5.8693,0.1756
77,23,75,300.0000,354.0000,1.1800,5.7038,5.8693,0.1655
77,24,76,300.0000,354.0000,1.1800,5.7038,5.8693,0.1655
77,25,77,302.0000,354.0000,1.1722,5.7104,5.8693,0.1589
77,26,78,300.0000,354.0000,1.1800,5.7038,5.8693,0.1655
77,33,85,293.0000,349.0000,1.1911,5.6802,5.8551,0.1749
77,34,86,293.0000,349.0000,1.1911,5.6802,5.8551,0.1749
77,35,87,293.0000,347.0000,1.1843,5.6802,5.8493,0.1691
77,36,88,296.0000,347.0000,1.1723,5.6904,5.8493,0.1589
77,37,89,295.0000,347.0000,1.1763,5.6870,5.8493,0.1623
77,38,90,297.0000,347.0000,1.1684,5.6937,5.8493,0.1556
77,39,91,298.0000,347.0000,1.1644,5.6971,5.8493,0.1522
77,40,92,299.0000,346.0000,1.1572,5.7004,5.8464,0.1460
77,41,93,301.0000,347.0000,1.1528,5.7071,5.8493,0.1422
77,42,94,305.0000,348.0000,1.1410,5.7203,5.8522,0.1319
77,43,95,307.0000,348.0000,1.1336,5.7268,5.8522,0.1254
77,44,96,306.0000,346.0000,1.1307,5.7236,5.8464,0.1228
77,45,97,303.0000,345.0000,1.1386,5.7137,5.8435,0.1298
77,46,98,304.0000,345.0000,1.1349,5.7170,5.8435,0.1265
77,47,99,303.0000,345.0000,1.1386,5.7137,5.8435,0.1298
77,48,100,300.0000,345.0000,1.1500,5.7038,5.8435,0.1397
77,49,101,299.0000,345.0000,1.1538,5.7004,5.8435,0.1431
77,50,102,297.0000,345.0000,1.1616,5.6937,5.8435,0.1498
78,2,106,297.0000,345.0000,1.1616,5.6937,5.8435,0.1498
78,3,107,297.0000,345.0000,1.1616,5.6937,5.8435,0.1498
78,4,108,298.0000,345.0000,1.1577,5.6971,5.8435,0.1464
78,5,109,299.0000,345.0000,1.1538,5.7004,5.8435,0.1431
78,6,110,303.0000,347.0000,1.1452,5.7137,5.8493,0.1356
78,7,111,304.0000,348.0000,1.1447,5.7170,5.8522,0.1352
78,8,112,304.0000,349.0000,1.1480,5.7170,5.8551,0.1381
78,9,113,306.0000,350.0000,1.1438,5.7236,5.8579,0.1343
78,10,114,307.0000,348.0000,1.1336,5.7268,5.8522,0.1254
78,11,115,304.0000,347.0000,1.1414,5.7170,5.8493,0.1323
78,15,119,305.0000,350.0000,1.1475,5.7203,5.8579,0.1376
78,16,120,307.0000,353.0000,1.1498,5.7268,5.8665,0.1397
78,17,121,307.0000,354.0000,1.1531,5.7268,5.8693,0.1425
78,18,122,307.0000,355.0000,1.1564,5.7268,5.8721,0.1453
78,19,123,308.0000,355.0000,1.1526,5.7301,5.8721,0.1420
78,20,124,308.0000,355.0000,1.1526,5.7301,5.8721,0.1420
78,21,125,309.0000,355.0000,1.1489,5.7333,5.8721,0.1388
78,22,126,312.0000,355.0000,1.1378,5.7430,5.8721,0.1291
78,23,127,315.0000,358.0000,1.1365,5.7526,5.8805,0.1279
78,24,128,314.0000,358.0000,1.1401,5.7494,5.8805,0.1311
78,25,129,310.0000,355.0000,1.1452,5.7366,5.8721,0.1355
78,33,137,316.0000,356.0000,1.1266,5.7557,5.8749,0.1192
78,34,138,314.0000,356.0000,1.1338,5.7494,5.8749,0.1255
78,35,139,316.0000,356.0000,1.1266,5.7557,5.8749,0.1192
78,36,140,314.0000,356.0000,1.1338,5.7494,5.8749,0.1255
78,37,141,314.0000,356.0000,1.1338,5.7494,5.8749,0.1255
78,38,142,316.0000,357.0000,1.1297,5.7557,5.8777,0.1220
78,39,143,316.0000,357.0000,1.1297,5.7557,5.8777,0.1220
78,40,144,316.0000,356.0000,1.1266,5.7557,5.8749,0.1192
78,41,145,317.0000,358.0000,1.1293,5.7589,5.8805,0.1216
78,42,146,317.0000,358.0000,1.1293,5.7589,5.8805,0.1216
78,43,147,316.0000,358.0000,1.1329,5.7557,5.8805,0.1248
78,44,148,315.0000,359.0000,1.1397,5.7526,5.8833,0.1307
78,45,149,315.0000,359.0000,1.1397,5.7526,5.8833,0.1307
78,46,150,315.0000,358.0000,1.1365,5.7526,5.8805,0.1279
78,47,151,315.0000,357.0000,1.1333,5.7526,5.8777,0.1251
78,48,152,316.0000,357.0000,1.1297,5.7557,5.8777,0.1220
78,49,153,318.0000,360.0000,1.1321,5.7621,5.8861,0.1240
78,50,154,318.0000,360.0000,1.1321,5.7621,5.8861,0.1240
79,2,158,318.0000,358.0000,1.1258,5.7621,5.8805,0.1184
79,3,159,319.0000,359.0000,1.1254,5.7652,5.8833,0.1181
79,4,160,319.0000,363.0000,1.1379,5.7652,5.8944,0.1292
79,5,161,320.0000,363.0000,1.1344,5.7683,5.8944,0.1261
79,6,162,322.0000,371.0000,1.1522,5.7746,5.9162,0.1416
79,7,163,330.0000,379.0000,1.1485,5.7991,5.9375,0.1384
79,8,164,343.0000,400.0000,1.1662,5.8377,5.9915,0.1538
79,9,165,354.0000,405.0000,1.1441,5.8693,6.0039,0.1346
79,10,166,356.0000,412.0000,1.1573,5.8749,6.0210,0.1461
79,11,167,366.0000,427.0000,1.1667,5.9026,6.0568,0.1542
79,12,168,364.0000,427.0000,1.1731,5.8972,6.0568,0.1596
79,13,169,371.0000,434.0000,1.1698,5.9162,6.0730,0.1568
79,14,170,369.0000,448.0000,1.2141,5.9108,6.1048,0.1940
79,18,174,364.0000,448.0000,1.2308,5.8972,6.1048,0.2076
79,19,175,363.0000,469.0000,1.2920,5.8944,6.1506,0.2562
79,20,176,362.0000,469.0000,1.2956,5.8916,6.1506,0.2590
79,21,177,364.0000,469.0000,1.2885,5.8972,6.1506,0.2534
79,22,178,361.0000,469.0000,1.2992,5.8889,6.1506,0.2617
79,23,179,360.0000,469.0000,1.3028,5.8861,6.1506,0.2645
79,24,180,362.0000,462.0000,1.2762,5.8916,6.1356,0.2440
79,25,181,363.0000,462.0000,1.2727,5.8944,6.1356,0.2412
79,26,182,361.0000,462.0000,1.2798,5.8889,6.1356,0.2467
79,31,187,364.0000,462.0000,1.2692,5.8972,6.1356,0.2384
79,34,190,369.0000,464.0000,1.2575,5.9108,6.1399,0.2291
79,35,191,365.0000,464.0000,1.2712,5.8999,6.1399,0.2400
79,36,192,366.0000,464.0000,1.2678,5.9026,6.1399,0.2373
79,37,193,368.0000,469.0000,1.2745,5.9081,6.1506,0.2425
79,38,194,370.0000,469.0000,1.2676,5.9135,6.1506,0.2371
79,39,195,382.0000,490.0000,1.2827,5.9454,6.1944,0.2490
79,40,196,408.0000,521.0000,1.2770,6.0113,6.2558,0.2445
79,41,197,414.0000,536.0000,1.2947,6.0259,6.2841,0.2582
79,42,198,400.0000,536.0000,1.3400,5.9915,6.2841,0.2926
79,43,199,405.0000,533.0000,1.3160,6.0039,6.2785,0.2746
79,44,200,397.0000,525.0000,1.3224,5.9839,6.2634,0.2795
79,45,201,394.0000,519.0000,1.3173,5.9764,6.2519,0.2755
79,46,202,397.0000,523.0000,1.3174,5.9839,6.2596,0.2757
79,47,203,388.0000,517.0000,1.3325,5.9610,6.2480,0.2870
79,48,204,379.0000,509.0000,1.3430,5.9375,6.2324,0.2949
79,49,205,377.0000,507.0000,1.3448,5.9322,6.2285,0.2963
79,50,206,380.0000,500.0000,1.3158,5.9402,6.2146,0.2744
80,2,210,383.0000,510.0000,1.3316,5.9480,6.2344,0.2864
80,3,211,394.0000,524.0000,1.3299,5.9764,6.2615,0.2851
80,4,212,408.0000,538.0000,1.3186,6.0113,6.2879,0.2766
80,5,213,413.0000,538.0000,1.3027,6.0234,6.2879,0.2645
80,7,215,433.0000,573.0000,1.3233,6.0707,6.3509,0.2802
80,13,221,415.0000,570.0000,1.3735,6.0283,6.3456,0.3173
80,14,222,414.0000,566.0000,1.3671,6.0259,6.3386,0.3127
80,15,223,414.0000,567.0000,1.3696,6.0259,6.3404,0.3145
80,16,224,412.0000,584.0000,1.4175,6.0210,6.3699,0.3489
80,17,225,405.0000,585.0000,1.4444,6.0039,6.3716,0.3677
80,18,226,396.0000,564.0000,1.4242,5.9814,6.3351,0.3537
80,19,227,396.0000,565.0000,1.4268,5.9814,6.3368,0.3554
80,20,228,405.0000,573.0000,1.4148,6.0039,6.3509,0.3470
80,22,230,407.0000,587.0000,1.4423,6.0088,6.3750,0.3662
80,23,231,409.0000,585.0000,1.4303,6.0137,6.3716,0.3579
80,24,232,403.0000,578.0000,1.4342,5.9989,6.3596,0.3607
80,25,233,402.0000,578.0000,1.4378,5.9965,6.3596,0.3631
80,26,234,401.0000,578.0000,1.4414,5.9940,6.3596,0.3656
80,31,239,396.0000,576.0000,1.4545,5.9814,6.3561,0.3747
80,35,243,398.0000,563.0000,1.4146,5.9865,6.3333,0.3468
80,36,244,394.0000,557.0000,1.4137,5.9764,6.3226,0.3462
80,37,245,396.0000,550.0000,1.3889,5.9814,6.3099,0.3285
80,38,246,404.0000,564.0000,1.3960,6.0014,6.3351,0.3337
80,39,247,408.0000,564.0000,1.3824,6.0113,6.3351,0.3238
80,40,248,401.0000,564.0000,1.4065,5.9940,6.3351,0.3411
80,41,249,398.0000,548.0000,1.3769,5.9865,6.3063,0.3198
80,42,250,392.0000,535.0000,1.3648,5.9713,6.2823,0.3110
80,43,251,393.0000,542.0000,1.3791,5.9738,6.2953,0.3215
80,44,252,397.0000,536.0000,1.3501,5.9839,6.2841,0.3002
80,45,253,400.0000,536.0000,1.3400,5.9915,6.2841,0.2926
80,46,254,403.0000,540.0000,1.3400,5.9989,6.2916,0.2927
80,47,255,416.0000,543.0000,1.3053,6.0307,6.2971,0.2664
80,48,256,415.0000,544.0000,1.3108,6.0283,6.2989,0.2706
80,49,257,414.0000,536.0000,1.2947,6.0259,6.2841,0.2582
80,50,258,414.0000,526.0000,1.2705,6.0259,6.2653,0.2394
81,3,263,415.0000,528.0000,1.2723,6.0283,6.2691,0.2408
81,4,264,425.0000,530.0000,1.2471,6.0521,6.2729,0.2208
81,5,265,427.0000,534.0000,1.2506,6.0568,6.2804,0.2236
81,6,266,426.0000,526.0000,1.2347,6.0544,6.2653,0.2109
81,7,267,421.0000,525.0000,1.2470,6.0426,6.2634,0.2208
81,8,268,420.0000,525.0000,1.2500,6.0403,6.2634,0.2231
81,9,269,419.0000,524.0000,1.2506,6.0379,6.2615,0.2236
81,10,270,417.0000,523.0000,1.2542,6.0331,6.2596,0.2265
81,11,271,411.0000,519.0000,1.2628,6.0186,6.2519,0.2333
81,12,272,406.0000,519.0000,1.2783,6.0064,6.2519,0.2455
81,13,273,410.0000,533.0000,1.3000,6.0162,6.2785,0.2623
81,14,274,409.0000,540.0000,1.3203,6.0137,6.2916,0.2779
81,15,275,411.0000,540.0000,1.3139,6.0186,6.2916,0.2730
81,18,278,413.0000,543.0000,1.3148,6.0234,6.2971,0.2737
81,19,279,415.0000,543.0000,1.3084,6.0283,6.2971,0.2688
81,20,280,419.0000,546.0000,1.3031,6.0379,6.3026,0.2647
81,21,281,423.0000,541.0000,1.2790,6.0474,6.2934,0.2460
81,22,282,422.0000,539.0000,1.2773,6.0450,6.2897,0.2447
81,23,283,425.0000,539.0000,1.2682,6.0521,6.2897,0.2376
81,25,285,428.0000,539.0000,1.2593,6.0591,6.2897,0.2306
81,26,286,427.0000,543.0000,1.2717,6.0568,6.2971,0.2403
81,31,291,427.0000,543.0000,1.2717,6.0568,6.2971,0.2403
81,35,295,425.0000,543.0000,1.2776,6.0521,6.2971,0.2450
81,36,296,423.0000,518.0000,1.2246,6.0474,6.2500,0.2026
81,37,297,422.0000,519.0000,1.2299,6.0450,6.2519,0.2069
81,39,299,422.0000,519.0000,1.2299,6.0450,6.2519,0.2069
81,40,300,420.0000,519.0000,1.2357,6.0403,6.2519,0.2116
81,41,301,421.0000,522.0000,1.2399,6.0426,6.2577,0.2151
81,42,302,421.0000,523.0000,1.2423,6.0426,6.2596,0.2170
81,43,303,418.0000,520.0000,1.2440,6.0355,6.2538,0.2183
81,44,304,421.0000,522.0000,1.2399,6.0426,6.2577,0.2151
81,45,305,420.0000,520.0000,1.2381,6.0403,6.2538,0.2135
81,46,306,422.0000,524.0000,1.2417,6.0450,6.2615,0.2165
81,47,307,424.0000,523.0000,1.2335,6.0497,6.2596,0.2099
81,48,308,425.0000,523.0000,1.2306,6.0521,6.2596,0.2075
81,49,309,423.0000,522.0000,1.2340,6.0474,6.2577,0.2103
81,50,310,422.0000,522.0000,1.2370,6.0450,6.2577,0.2127
81,51,311,422.0000,524.0000,1.2417,6.0450,6.2615,0.2165
82,3,315,423.0000,524.0000,1.2388,6.0474,6.2615,0.2141
82,4,316,423.0000,530.0000,1.2530,6.0474,6.2729,0.2255
82,5,317,427.0000,535.0000,1.2529,6.0568,6.2823,0.2255
82,6,318,428.0000,535.0000,1.2500,6.0591,6.2823,0.2232
82,7,319,437.0000,544.0000,1.2449,6.0799,6.2989,0.2190
82,8,320,441.0000,550.0000,1.2472,6.0890,6.3099,0.2209
82,9,321,440.0000,550.0000,1.2500,6.0868,6.3099,0.2231
82,10,322,445.0000,554.0000,1.2449,6.0981,6.3172,0.2191
82,11,323,446.0000,561.0000,1.2578,6.1003,6.3297,0.2294
82,12,324,443.0000,579.0000,1.3070,6.0936,6.3613,0.2677
82,13,325,445.0000,579.0000,1.3011,6.0981,6.3613,0.2632
82,14,326,444.0000,582.0000,1.3108,6.0958,6.3665,0.2707
82,18,330,446.0000,585.0000,1.3117,6.1003,6.3716,0.2713
82,19,331,445.0000,581.0000,1.3056,6.0981,6.3648,0.2667
82,20,332,443.0000,581.0000,1.3115,6.0936,6.3648,0.2712
82,21,333,442.0000,581.0000,1.3145,6.0913,6.3648,0.2735
82,22,334,446.0000,580.0000,1.3004,6.1003,6.3630,0.2627
82,23,335,448.0000,579.0000,1.2924,6.1048,6.3613,0.2565
82,24,336,449.0000,579.0000,1.2895,6.1070,6.3613,0.2543
82,25,337,445.0000,579.0000,1.3011,6.0981,6.3613,0.2632
82,26,338,443.0000,579.0000,1.3070,6.0936,6.3613,0.2677
82,27,339,437.0000,579.0000,1.3249,6.0799,6.3613,0.2814
82,30,342,439.0000,579.0000,1.3189,6.0845,6.3613,0.2768
82,34,346,433.0000,572.0000,1.3210,6.0707,6.3491,0.2784
82,35,347,431.0000,572.0000,1.3271,6.0661,6.3491,0.2830
82,36,348,430.0000,572.0000,1.3302,6.0638,6.3491,0.2853
82,37,349,437.0000,576.0000,1.3181,6.0799,6.3561,0.2762
82,38,350,435.0000,576.0000,1.3241,6.0753,6.3561,0.2808
82,39,351,433.0000,561.0000,1.2956,6.0707,6.3297,0.2590
82,40,352,432.0000,561.0000,1.2986,6.0684,6.3297,0.2613
82,41,353,432.0000,553.0000,1.2801,6.0684,6.3154,0.2470
82,42,354,431.0000,558.0000,1.2947,6.0661,6.3244,0.2583
82,43,355,432.0000,553.0000,1.2801,6.0684,6.3154,0.2470
82,44,356,432.0000,547.0000,1.2662,6.0684,6.3044,0.2360
82,45,357,432.0000,562.0000,1.3009,6.0684,6.3315,0.2631
82,46,358,432.0000,565.0000,1.3079,6.0684,6.3368,0.2684
82,47,359,430.0000,564.0000,1.3116,6.0638,6.3351,0.2713
82,48,360,427.0000,551.0000,1.2904,6.0568,6.3117,0.2549
82,49,361,426.0000,549.0000,1.2887,6.0544,6.3081,0.2537
82,50,362,426.0000,549.0000,1.2887,6.0544,6.3081,0.2537
83,2,366,429.0000,556.0000,1.2960,6.0615,6.3208,0.2593
83,3,367,432.0000,563.0000,1.3032,6.0684,6.3333,0.2649
83,4,368,435.0000,579.0000,1.3310,6.0753,6.3613,0.2860
83,5,369,438.0000,580.0000,1.3242,6.0822,6.3630,0.2808
83,6,370,438.0000,582.0000,1.3288,6.0822,6.3665,0.2843
83,7,371,436.0000,577.0000,1.3234,6.0776,6.3578,0.2802
83,8,372,435.0000,578.0000,1.3287,6.0753,6.3596,0.2843
83,9,373,435.0000,576.0000,1.3241,6.0753,6.3561,0.2808
83,10,374,471.0000,626.0000,1.3291,6.1549,6.4394,0.2845
83,11,375,471.0000,628.0000,1.3333,6.1549,6.4425,0.2876
83,12,376,466.0000,641.0000,1.3755,6.1442,6.4630,0.3188
83,13,377,467.0000,623.0000,1.3340,6.1463,6.4345,0.2882
83,17,381,470.0000,639.0000,1.3596,6.1527,6.4599,0.3072
83,18,382,470.0000,643.0000,1.3681,6.1527,6.4661,0.3134
83,19,383,470.0000,632.0000,1.3447,6.1527,6.4489,0.2962
83,20,384,468.0000,632.0000,1.3504,6.1485,6.4489,0.3004
83,21,385,467.0000,632.0000,1.3533,6.1463,6.4489,0.3026
83,22,386,472.0000,635.0000,1.3453,6.1570,6.4536,0.2966
83,23,387,473.0000,635.0000,1.3425,6.1591,6.4536,0.2945
83,24,388,474.0000,644.0000,1.3586,6.1612,6.4677,0.3065
83,25,389,471.0000,642.0000,1.3631,6.1549,6.4646,0.3097
83,30,394,481.0000,638.0000,1.3264,6.1759,6.4583,0.2824
83,34,398,481.0000,627.0000,1.3035,6.1759,6.4409,0.2650
83,35,399,481.0000,627.0000,1.3035,6.1759,6.4409,0.2650
83,36,400,481.0000,624.0000,1.2973,6.1759,6.4362,0.2603
83,37,401,482.0000,627.0000,1.3008,6.1779,6.4409,0.2630
83,38,402,482.0000,627.0000,1.3008,6.1779,6.4409,0.2630
83,39,403,482.0000,633.0000,1.3133,6.1779,6.4505,0.2726
83,40,404,481.0000,624.0000,1.2973,6.1759,6.4362,0.2603
83,41,405,480.0000,620.0000,1.2917,6.1738,6.4297,0.2559
83,42,406,479.0000,617.0000,1.2881,6.1717,6.4249,0.2532
83,43,407,477.0000,620.0000,1.2998,6.1675,6.4297,0.2622
83,44,408,477.0000,625.0000,1.3103,6.1675,6.4378,0.2703
83,45,409,477.0000,620.0000,1.2998,6.1675,6.4297,0.2622
83,46,410,476.0000,624.0000,1.3109,6.1654,6.4362,0.2708
83,47,411,476.0000,623.0000,1.3088,6.1654,6.4345,0.2691
83,48,412,476.0000,627.0000,1.3172,6.1654,6.4409,0.2755
83,49,413,475.0000,628.0000,1.3221,6.1633,6.4425,0.2792
83,50,414,476.0000,636.0000,1.3361,6.1654,6.4552,0.2898
84,2,418,480.0000,649.0000,1.3521,6.1738,6.4754,0.3016
84,3,419,483.0000,671.0000,1.3892,6.1800,6.5088,0.3288
84,4,420,488.0000,717.0000,1.4693,6.1903,6.5751,0.3848
84,5,421,490.0000,748.0000,1.5265,6.1944,6.6174,0.4230
84,6,422,488.0000,726.0000,1.4877,6.1903,6.5876,0.3973
84,7,423,490.0000,754.0000,1.5388,6.1944,6.6254,0.4310
84,8,424,490.0000,754.0000,1.5388,6.1944,6.6254,0.4310
84,9,425,493.0000,791.0000,1.6045,6.2005,6.6733,0.4728
84,10,426,490.0000,775.0000,1.5816,6.1944,6.6529,0.4585
84,11,427,490.0000,773.0000,1.5776,6.1944,6.6503,0.4559
84,12,428,487.0000,770.0000,1.5811,6.1883,6.6464,0.4581
84,13,429,492.0000,786.0000,1.5976,6.1985,6.6670,0.4685
84,14,430,495.0000,786.0000,1.5879,6.2046,6.6670,0.4624
84,18,434,494.0000,786.0000,1.5911,6.2025,6.6670,0.4645
84,19,435,496.0000,786.0000,1.5847,6.2066,6.6670,0.4604
84,20,436,495.0000,786.0000,1.5879,6.2046,6.6670,0.4624
84,21,437,495.0000,786.0000,1.5879,6.2046,6.6670,0.4624
84,22,438,497.0000,786.0000,1.5815,6.2086,6.6670,0.4584
84,25,441,496.0000,786.0000,1.5847,6.2066,6.6670,0.4604
84,26,442,499.0000,786.0000,1.5752,6.2126,6.6670,0.4544
