STAFF_ID;HOME_INSTITUTION_ID;HOME_INSTITUTION_CTRY_CD;ENTERPRISE_NAME;ENTERPRISE_SIZE_VALUE;ENTERPRISE_TYPE_CD;ENTERPRISE_CTRY_CD;TEACHER_GENDER_CD;TEACHER_NATIONALITY_CD;TEACHER_TEACHING_AREA_CD;TEACHER_SENIORITY_CD;HOST_INSTITUTION_CODE;HOST_INSTITUTION_CTRY_CD;HOST_SUBJECT_AREA_CD;TEACHER_LENGTH_DAYS_VALUE;TEACHER_LENGHT_HRS_VALUE;TEACHER_VISIT_START_DATE;TEACHING_LEVEL_CD;TEACHING_LANGUAGE_CD;TEACHER_SPECIAL_NEEDS_GRT_AMT;TEACHER_SUBSISTANCE_GRT_AMT;TEACHER_TRAVEL_COST_AMT;TEACHER_TOTAL_GRT_AMT;TEACHER_FIRST_VISIT_FLAG;ENTERPRISE_WORK_CAT_CD
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;140;J;SF TURKU01;FI;140;28;5;Sep-12;M;EN;0;2467.88;405.36;2873.24;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;TR ANTALYA01;TR;581;7;35;Apr-13;2;EN;0;523.95;350.76;874.71;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;I;P  LISBOA52;PT;581;6;24;Sep-13;M;EN;0;581.03;373.08;954.11;Y;?
-1;D  MUNCHEN03;DE; ? Unknown ?;?;???;???;M;DE;212;S;MT MALTA01;MT;212;6;7;Oct-12;2;EN;0;218;282;500;Y;?
-1;D  MUNCHEN04;DE; ? Unknown ?;?;???;???;F;DE;211;J;CZ USTINAD01;CZ;211;2;7;Mar-13;1;EN;0;300;0;300;N;?
-1;D  MUNCHEN04;DE; ? Unknown ?;?;???;???;F;DE;211;I;UK NEWCAST01;UK;211;3;8;Nov-12;1;EN;0;600;0;600;N;?
-1;D  MUNCHEN04;DE; ? Unknown ?;?;???;???;F;DE;211;I;UK NEWCAST01;UK;211;3;8;May-13;1;EN;0;460;0;460;N;?
-1;D  MUNCHEN06;DE; ? Unknown ?;?;???;???;M;DE;34;S;NL ARNHEM27;NL;34;2;12;Apr-13;3;EN;0;180.9;308.56;489.46;N;?
-1;D  MUNCHEN06;DE; ? Unknown ?;?;???;???;M;DE;52;J;SF JYVASKY11;FI;52;5;5;Sep-12;1;EN;0;363.6;465.53;829.13;N;?
-1;D  MUNCHEN06;DE; ? Unknown ?;?;???;???;F;DE;76;S;RO TIMISOA01;RO;76;4;10;May-13;2;EN;0;266.4;200.16;466.56;N;?
-1;D  MUNCHEN06;DE; ? Unknown ?;?;???;???;F;DE;76;S;RO TIMISOA01;RO;76;5;10;Dec-12;M;EN;0;387.6;272.28;659.88;Y;?
-1;D  MUNCHEN06;DE; ? Unknown ?;?;???;???;M;DE;522;S;E  VIGO01;ES;522;7;8;May-13;2;EN;0;686.8;113.2;800;N;?
-1;D  MUNCHEN07;DE; ? Unknown ?;?;???;???;F;DE;76;I;E  SALAMAN02;ES;76;5;5;Apr-13;1;EN;0;355.5;518.51;874.01;Y;?
-1;D  MUNCHEN07;DE; ? Unknown ?;?;???;???;F;DE;76;I;I  NAPOLI04;IT;76;4;5;May-13;1;EN;0;332;439.4;771.4;N;?
-1;D  MUNCHEN07;DE; ? Unknown ?;?;???;???;F;DE;76;S;HU SOPRON01;HU;76;4;5;Apr-13;1;HU;0;217.71;403.16;620.87;N;?
-1;D  MUNCHEN07;DE; ? Unknown ?;?;???;???;M;DE;720;J;DK KOBENHA55;DK;720;5;5;Nov-12;1;EN;0;528.5;253;781.5;Y;?
-1;D  MUNCHEN08;DE; ? Unknown ?;?;???;???;F;DE;310;S;HU DEBRECE01;HU;310;4;5;May-13;1;EN;0;85.3;686;771.3;Y;?
-1;D  MUNCHEN08;DE; ? Unknown ?;?;???;???;F;DE;380;J;UK SOUTHAM04;UK;380;4;5;Jun-13;1;EN;0;637;678.47;1315.47;Y;?
-1;D  MUNCHEN10;DE; ? Unknown ?;?;???;???;M;DE;520;J;SI LJUBLJA01;SI;520;5;5;Dec-12;M;EN;0;370.55;118.8;489.35;Y;?
-1;D  SAARBRU03;DE; ? Unknown ?;?;???;???;M;DE;340;J;B  MECHELE14;BENL;340;6;20;Nov-12;1;EN;0;700;204.6;904.6;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;523;S;P  LISBOA03;PT;523;3;8;Nov-12;1;EN;0;127;325.24;452.24;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;521;S;SF LAPPEEN07;FI;521;8;20;Aug-13;1;EN;0;185.6;711.93;897.53;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;340;S;BG GABROVO01;BG;340;6;5;Apr-13;1;EN;0;311.5;384;695.5;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;340;S;SF LAPPEEN07;FI;340;15;28;Sep-12;1;EN;0;542.1;232.9;775;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;F;De;340;S;SF LAPPEEN07;FI;340;5;20;Jul-12;1;EN;0;785.21;427.21;1212.42;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;521;S;SF LAPPEEN07;FI;521;7;20;Aug-12;1;EN;0;207.2;378.52;585.72;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;521;S;E  JAEN01;ES;521;4;5;Mar-13;1;EN;0;60;574.41;634.41;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;380;S;UK COVENTR02;UK;380;10;20;May-13;1;EN;0;1103.18;874.9;1978.08;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;380;S;RO CLUJNAP01;RO;380;5;28;Apr-13;1;EN;0;88;306.29;394.29;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;380;S;RO CLUJNAP01;RO;380;3;14;Dec-12;1;EN;0;44;545.3;589.3;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;523;S;P  LISBOA03;PT;523;3;8;Nov-12;1;EN;0;127;325.24;452.24;Y;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;523;S;P  LISBOA03;PT;523;3;8;Nov-12;1;EN;0;127;325.24;452.24;N;?
-1;D  SCHMALK01;DE; ? Unknown ?;?;???;???;M;DE;523;S;P  LISBOA03;PT;523;3;8;Nov-12;1;EN;0;109;350.24;459.24;N;?
-1;D  SCHWAG01;DE; ? Unknown ?;?;???;???;F;IT;145;S;I  SALERNO01;IT;145;5;6;Dec-12;2;IT;0;416;580.97;996.97;N;?
-1;D  SCHWAG01;DE; ? Unknown ?;?;???;???;F;DE;144;I;LT VILNIUS10;LT;144;7;7;Mar-13;1;EN;0;351.2;358.22;709.42;N;?
-1;D  SCHWAG01;DE; ? Unknown ?;?;???;???;F;DE;145;J;B  MECHELE14;BENL;145;4;6;May-13;1;EN;0;343.6;185.8;529.4;Y;?
-1;D  SCHWAG01;DE; ? Unknown ?;?;???;???;F;DE;141;J;HU BUDAPES01;HU;141;7;5;Sep-13;1;EN;0;466.5;362.08;828.58;N;?
-1;D  SCHWAG01;DE; ? Unknown ?;?;???;???;F;DE;141;J;A  GRAZ02;AT;141;6;5;May-13;1;DE;0;543.6;281.39;824.99;Y;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;340;S;F  BORDEAU45;FR;340;4;5;May-13;1;EN;0;498;441.7;939.7;Y;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;522;S;E  MADRID05;ES;522;5;15;Mar-13;2;EN;0;252.49;353.15;605.64;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;522;S;RO BUCURES11;RO;522;3;6;Feb-13;3;EN;0;89.8;396.44;486.24;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;581;S;S  MALMO01;SE;581;5;10;Apr-13;2;EN;0;484;316.74;800.74;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;762;S;F  MARSEIL84;FR;762;5;18;Jun-13;1;FR;0;388.6;166.13;554.73;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;581;S;PL KRAKOW03;PL;581;4;5;Mar-13;1;EN;0;181.24;236.21;417.45;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;581;S;S  MALMO01;SE;581;2;5;Nov-12;2;EN;0;193.09;140.68;333.77;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;581;S;S  MALMO01;SE;581;5;10;Apr-13;2;EN;0;459.72;175.75;635.47;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;314;J;HU BUDAPES20;HU;314;4;5;Nov-12;1;EN;0;234.43;287.48;521.91;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;340;J;F  LYON10;FR;340;4;8;Apr-13;1;EN;0;395.1;103.4;498.5;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;481;J;TR MANISA01;TR;481;5;5;May-13;1;EN;0;20.4;260.48;280.88;Y;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;481;J;TR MANISA01;TR;481;5;5;May-13;1;EN;0;40.8;280.48;321.28;Y;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;762;S;A  WIEN63;AT;762;2;20;Oct-12;2;DE;0;198.5;344.2;542.7;Y;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;582;I;DK KOBENHA14;DK;582;4;5;May-13;3;EN;0;682.84;272.55;955.39;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;762;S;DK VEJLE06;DK;762;4;8;Mar-13;1;EN;0;351.18;194.81;545.99;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;762;S;E  MADRID03;ES;762;3;8;Apr-13;1;ES;0;282;320.04;602.04;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;F;DE;762;S;F  MARSEIL84;FR;762;5;5;May-13;1;FR;0;417.6;91;508.6;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;529;S;SF TAMPERE06;FI;529;4;8;Feb-13;2;EN;0;265.02;329.18;594.2;N;?
-1;D  FRANKFU04;DE; ? Unknown ?;?;???;???;M;DE;582;S;PL KRAKOW03;PL;582;11;18;Sep-12;1;EN;0;466;447.1;913.1;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;340;J;PL POZNAN03;PL;340;3;5;Jan-13;M;DE;0;76;29.5;105.5;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;226;J;PL OPOLE01;PL;220;4;8;Mar-13;M;PL;0;375.72;59.51;435.23;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;XX;340;J;PL POZNAN03;PL;340;3;5;Jan-13;2;EN;0;76;29.5;105.5;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;XX;340;J;PL POZNAN03;PL;340;3;6;Dec-12;M;EN;0;67.73;58;125.73;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;222;S;E  GRANADA01;ES;220;6;8;Dec-12;1;XX;0;564.79;235.21;800;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;222;S;P  BRAGA01;PT;220;6;8;Mar-13;M;XX;0;472.2;331.09;803.29;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;220;I;F  PARIS005;FR;220;4;5;Apr-13;M;FR;0;417.6;84.07;501.67;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;220;I;F  MULHOUS01;FR;220;4;5;Apr-13;M;FR;0;170.3;210.6;380.9;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;PL;220;I;F  STRASBO48;FR;220;5;5;Jan-13;2;EN;0;409.6;141;550.6;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;340;J;S  JONKOPI01;SE;340;16;16;Aug-13;M;EN;0;1000;0;1000;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;312;J;CH ZURICH01;CH;312;26;28;Feb-13;M;DE;0;711.49;162.04;873.53;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;313;S;IS REYKJAV01;IS;313;6;8;Sep-12;2;EN;0;494.5;305.5;800;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;313;S;TR ISTANBU02;TR;313;6;8;Oct-12;1;FR;0;553.19;375.77;928.96;N;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;220;I;F  NICE01;FR;220;6;5;Sep-12;2;FR;0;777.28;22.72;800;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;340;I;PL POZNAN03;PL;340;3;5;Jan-13;2;EN;0;76;108.4;184.4;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;ES;222;I;E  SEVILLA01;ES;220;12;60;Aug-13;M;ES;0;566;427.62;993.62;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;F;DE;220;J;F  NICE01;FR;220;4;5;Sep-12;2;EN;0;545.2;158.98;704.18;Y;?
-1;D  FRANKFU08;DE; ? Unknown ?;?;???;???;M;DE;340;I;PL POZNAN03;PL;340;3;5;Jan-13;M;EN;0;76;33.75;109.75;Y;?
-1;D  MAINZ08;DE; ? Unknown ?;?;???;???;M;DE;581;S;PL LODZ02;PL;581;7;40;Oct-12;2;EN;0;455.56;545.42;1000.98;N;?
-1;D  MAINZ08;DE; ? Unknown ?;?;???;???;M;UK;581;I;NL ENSCHED03;NL;582;4;8;Mar-13;1;EN;0;455.6;105.3;560.9;N;?
-1;D  MAINZ08;DE; ? Unknown ?;?;???;???;M;DE;214;I;PL GDANSK05;PL;214;3;8;Apr-13;1;EN;0;166.21;212.94;379.15;N;?
-1;D  MAINZ08;DE; ? Unknown ?;?;???;???;M;DE;340;S;CZ PRAHA09;CZ;340;3;26;Apr-13;2;EN;0;56;279.67;335.67;N;?
-1;D  MAINZ08;DE; ? Unknown ?;?;???;???;M;DE;582;S;PL LODZ02;PL;581;7;40;Oct-12;M;DE;0;475.56;187.1;662.66;N;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;F;RO;222;J;CZ PRAHA07;CZ;222;8;10;Nov-12;2;DE;0;664.1;350;1014.1;Y;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;222;S;UK EDINBUR01;UK;222;15;20;Jan-13;1;EN;0;1274.62;223.12;1497.74;N;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;311;J;E  GRANADA01;ES;311;10;5;Jul-13;3;EN;0;504;222.98;726.98;Y;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;XX;380;J;S  UMEA01;SE;380;5;7;Apr-13;1;EN;0;883.62;400.16;1283.78;Y;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;F;DE;222;J;CZ PRAHA07;CZ;222;9;8;May-13;2;DE;0;529.87;156.2;686.07;Y;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;32;I;LV RIGA01;LV;32;15;6;Mar-13;2;EN;0;736.77;76.78;813.55;N;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;380;J;F  TOULOUS01;FR;380;4;7;Apr-13;1;DE;0;258.06;211.56;469.62;N;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;34;J;PL POZNAN03;PL;34;15;10;May-13;2;PL;0;722.37;474.45;1196.82;N;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;340;J;PL WARSZAW03;PL;340;7;6;Dec-12;2;PL;0;361.13;591.25;952.38;N;?
-1;D  MANNHEI01;DE; ? Unknown ?;?;???;???;M;DE;380;J;TR YALOVA01;TR;380;21;6;Mar-13;1;TR;0;1177.2;347.44;1524.64;Y;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;F;DE;212;I;LT VILNIUS05;LT;212;6;14;Nov-12;1;EN;0;543.48;291.29;834.77;Y;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;NO;212;J;A  GRAZ03;AT;212;3;12;May-13;2;DE;0;376;0;376;N;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;XX;212;S;HR ZAGREB01;HR;212;6;12;Dec-12;2;EN;0;207;349.46;556.46;N;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;XX;212;S;I  ROMA09;IT;212;3;12;Feb-13;2;IT;0;456.99;390.15;847.14;N;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;DE;212;S;LV RIGA05;LV;212;7;35;Oct-12;2;EN;0;524;254.69;778.69;N;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;F;HR;212;I;HR ZAGREB01;HR;212;6;12;Dec-12;1;EN;0;139.5;309.46;448.96;N;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;DE;212;S;A  WIEN52;AT;212;3;12;May-13;2;DE;0;399;170.5;569.5;Y;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;BE;212;S;SF HELSINK05;FI;212;4;20;May-13;2;EN;0;552;224.64;776.64;N;?
-1;D  MANNHEI02;DE; ? Unknown ?;?;???;???;M;DE;212;I;LT VILNIUS05;LT;212;5;20;Dec-12;2;EN;0;404.54;301.63;706.17;Y;?
-1;D  MANNHEI03;DE; ? Unknown ?;?;???;???;F;DE;762;S;E  MADRID03;ES;762;6;5;Mar-13;2;EN;0;649.9;170.1;820;N;?
-1;D  MANNHEI08;DE; ? Unknown ?;?;???;???;F;DE;314;I;G  SERRES01;GR;314;5;8;Apr-13;1;EN;0;534.6;300;834.6;Y;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;F;DE;222;J;S  LUND01;SE;222;6;7;Nov-12;M;EN;0;392;108;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;813;S;N  OSLO04;NO;813;8;12;Apr-13;S;EN;0;669.29;330.71;1000;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;813;S;UK LANCAST02;UK;813;7;16;Oct-12;S;EN;0;208.75;291.25;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;229;S;CZ LIBEREC01;CZ;229;5;8;Mar-13;M;DE;0;330.9;169.1;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;229;S;E  MURCIA01;ES;229;20;5;Apr-13;M;DE;0;200.05;299.95;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;F;IT;142;J;NL NIJMEGE01;NL;142;5;5;Mar-13;1;DE;0;421.5;78.5;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;IT;222;J;S  LUND01;SE;222;4;5;Nov-12;M;EN;0;361.73;138.27;500;Y;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;F;DE;223;J;CH BRUGG02;CH;223;5;8;Jun-13;M;DE;0;453;47;500;Y;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;222;J;I  MILANO01;IT;222;5;5;Mar-13;M;DE;0;97.03;402.97;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;221;S;I  TRIESTE01;IT;221;3;8;Mar-13;1;IT;0;3.21;496.79;500;N;?
-1;D  MARBURG01;DE; ? Unknown ?;?;???;???;M;DE;222;S;RO SIBIU01;RO;222;5;6;Apr-13;M;DE;0;230.02;269.98;500;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;340;J;PL KATOWIC02;PL;340;7;15;Apr-13;1;EN;0;538.36;588;1126.36;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;461;J;F  PARIS006;FR;461;22;5;Oct-12;S;EN;0;2181.35;318.65;2500;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;IT;461;J;HU SZEGED01;HU;461;6;5;Apr-13;M;EN;0;440.11;156.06;596.17;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;IT;461;J;HU SZEGED01;HU;461;13;10;Nov-12;M;EN;0;850.18;219.06;1069.24;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;TR ANTALYA01;TR;581;7;35;Apr-13;2;EN;0;468.59;305.34;773.93;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;99;J;UK NOTTING01;UK;581;5;5;Nov-12;M;EN;0;687.19;404.24;1091.43;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;99;J;LV RIGA02;LV;581;7;6;Sep-13;2;EN;0;425;329.78;754.78;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;813;J;UK EDINBUR01;UK;813;4;5;Nov-12;2;EN;0;477.53;244.51;722.04;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;S;NL DELFT01;NL;581;7;5;Oct-12;M;EN;0;865.51;226.05;1091.56;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;581;J;I  ROMA01;IT;581;3;20;Apr-13;2;EN;0;267.4;611.27;878.67;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;581;J;F  PARIS318;FR;581;16;14;Mar-13;2;EN;0;1332.2;186.2;1518.4;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;140;J;SF HELSINK01;FI;140;30;5;May-13;M;EN;0;2321.6;429.29;2750.89;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;581;J;P  LISBOA52;PT;581;6;24;Sep-13;M;EN;0;540.02;373.08;913.1;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;F  PARIS318;FR;581;9;35;Feb-13;2;EN;0;1350.4;245.8;1596.2;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;623;J;PL WARSZAW05;PL;623;3;5;Nov-12;M;EN;0;348.78;156.02;504.8;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;522;J;PL WARSZAW02;PL;522;5;5;May-13;M;EN;0;780;0;780;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;522;J;UK NEWCAST01;UK;522;6;5;Mar-13;M;EN;0;590.73;259.27;850;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;CH ZURICH07;CH;581;19;35;Sep-12;M;DE;0;2029.85;198.76;2228.61;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;581;J;I  ROMA02;IT;581;5;5;Mar-13;M;IT;0;475.45;237.27;712.72;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;582;J;S  LUND01;SE;582;5;24;May-13;3;EN;0;777.11;150.48;927.59;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;DE;222;S;S  LUND01;SE;222;4;10;Sep-12;M;DE;0;450.75;389.43;840.18;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;582;J;EE TARTU02;EE;582;4;6;May-13;3;EN;0;199.6;455.27;654.87;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;461;S;I  PERUGIA01;IT;461;6;5;Mar-13;M;EN;0;332.5;134.05;466.55;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;481;I;SF HELSINK01;FI;481;12;8;Sep-12;2;EN;0;1089.2;704.59;1793.79;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;F  VERSAIL05;FR;581;12;5;Mar-13;2;EN;0;917.9;202.7;1120.6;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;TR ISTANBU04;TR;581;7;8;Nov-12;M;EN;0;609.7;195.7;805.4;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;IT;522;S;I  ROMA02;IT;522;7;6;Aug-13;M;IT;0;547.2;289.9;837.1;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;F;XX;443;J;NL ENSCHED01;NL;443;4;16;Mar-13;2;EN;0;302;211.78;513.78;N;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;521;J;G  ATHINE02;GR;521;3;5;Nov-12;M;EN;0;339.9;270.74;610.64;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;TR ISTANBU04;TR;581;7;7;Nov-12;M;EN;0;593.04;198.05;791.09;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;NL DELFT01;NL;581;4;8;Oct-12;M;EN;0;708.16;142.3;850.46;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;S;F  PARIS318;FR;581;7;6;Feb-13;2;EN;0;464.8;158;622.8;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;F  PARIS318;FR;581;6;20;Feb-13;2;FR;0;716.8;230.6;947.4;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;TR ANTALYA01;TR;581;7;40;Apr-13;2;EN;0;664.16;320.72;984.88;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;J;CH ZURICH07;CH;581;3;5;Apr-13;M;DE;0;459.52;124.2;583.72;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;I;A  SALZBUR01;AT;581;2;5;Jan-13;M;DA;0;80;39.15;119.15;Y;?
-1;D  MUNCHEN02;DE; ? Unknown ?;?;???;???;M;DE;581;I;TR ANTALYA01;TR;581;7;55;Apr-13;2;EN;0;670.14;349.06;1019.2;N;?
-1;E  MADRID05;ES; ? Unknown ?;?;???;???;M;ES;589;J;I  BARI05;IT;589;5;5;Nov-12;1;EN;0;600;0;600;N;?
-1;D  BREMEN01;DE; ? Unknown ?;?;???;???;F;DE;210;J;CH BERN11;CH;210;9;35;Jun-13;3;DE;0;272;201.46;473.46;Y;?
-1;D  BREMEN01;DE; ? Unknown ?;?;???;???;M;DE;481;S;S  LULEA01;SE;481;13;5;Sep-12;3;EN;0;1700;300;2000;N;?
-1;D  BREMEN01;DE; ? Unknown ?;?;???;???;M;DE;481;I;IRLDUBLIN02;IE;481;31;20;Sep-12;2;EN;0;1946;300;2246;N;?
-1;D  BREMEN01;DE; ? Unknown ?;?;???;???;M;DE;481;I;LT VILNIUS02;LT;481;14;10;Jul-13;3;EN;0;1103.69;469.81;1573.5;N;?
-1;D  BREMEN01;DE; ? Unknown ?;?;???;???;M;DE;380;J;A  WIEN01;AT;380;9;5;Mar-13;3;DE;0;887.58;287.07;1174.65;Y;?
-1;D  BREMEN01;DE; ? Unknown ?;?;???;???;F;DE;14;J;UK LONDON010;UK;14;6;5;Feb-13;1;EN;0;630.45;194.26;824.71;N;?
