% The following are data used in an analysis of the Brown and Frown corpora for my doctoral dissertation titled ``Variations in Written English: Characterizing Authors' Rhetorical Language Choices Across Corpora of Published Texts" (Completed at Carnegie Mellon Univ, 2003).  The source of the corpora was the ICAME CD-ROM  (get info at <http://www.hit.uib.no/icame/cd>).
% 
% The data were generated from the texts using tagging and visualization software, Docuscope. 
% 
% The first row is the variable names. The genre of each text (assigned by the Brown corpus compilers) is in 'Genre' column and the corpus is listed in the 'corpus' column with 1=Brown and 2=Frown corpus.
% 
% The dataset may be freely used and distributed for non-commercial purposes.
% 
% Jeff Collins <jeff.collins@acm.org> 11 July 2003
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation collins

@attribute Text {A01.TXT,A02.TXT,A03.TXT,A04.TXT,A05.TXT,A06.TXT,A07.TXT,A08.TXT,A09.TXT,A10.TXT,A11.TXT,A12.TXT,A13.TXT,A14.TXT,A15.TXT,A16.TXT,A17.TXT,A18.TXT,A19.TXT,A20.TXT,A21.TXT,A22.TXT,A23.TXT,A24.TXT,A25.TXT,A26.TXT,A27.TXT,A28.TXT,A29.TXT,A30.TXT,A31.TXT,A32.TXT,A33.TXT,A34.TXT,A35.TXT,A36.TXT,A37.TXT,A38.TXT,A39.TXT,A40.TXT,A41.TXT,A42.TXT,A43.TXT,A44.TXT,B01.TXT,B02.TXT,B03.TXT,B04.TXT,B05.TXT,B06.TXT,B07.TXT,B08.TXT,B09.TXT,B10.TXT,B11.TXT,B12.TXT,B13.TXT,B14.TXT,B15.TXT,B16.TXT,B17.TXT,B18.TXT,B19.TXT,B20.TXT,B21.TXT,B22.TXT,B23.TXT,B24.TXT,B25.TXT,B26.TXT,B27.TXT,C01.TXT,C02.TXT,C03.TXT,C04.TXT,C05.TXT,C06.TXT,C07.TXT,C08.TXT,C09.TXT,C10.TXT,C11.TXT,C12.TXT,C13.TXT,C14.TXT,C15.TXT,C16.TXT,C17.TXT,D01.TXT,D02.TXT,D03.TXT,D04.TXT,D05.TXT,D06.TXT,D07.TXT,D08.TXT,D09.TXT,D10.TXT,D11.TXT,D12.TXT,D13.TXT,D14.TXT,D15.TXT,D16.TXT,D17.TXT,E01.TXT,E02.TXT,E03.TXT,E04.TXT,E05.TXT,E06.TXT,E07.TXT,E08.TXT,E09.TXT,E10.TXT,E11.TXT,E12.TXT,E13.TXT,E14.TXT,E15.TXT,E16.TXT,E17.TXT,E18.TXT,E19.TXT,E20.TXT,E21.TXT,E22.TXT,E23.TXT,E24.TXT,E25.TXT,E26.TXT,E27.TXT,E28.TXT,E29.TXT,E30.TXT,E31.TXT,E32.TXT,E33.TXT,E34.TXT,E35.TXT,E36.TXT,F01.TXT,F02.TXT,F03.TXT,F04.TXT,F05.TXT,F06.TXT,F07.TXT,F08.TXT,F09.TXT,F10.TXT,F11.TXT,F12.TXT,F13.TXT,F14.TXT,F15.TXT,F16.TXT,F17.TXT,F18.TXT,F19.TXT,F20.TXT,F21.TXT,F22.TXT,F23.TXT,F24.TXT,F25.TXT,F26.TXT,F27.TXT,F28.TXT,F29.TXT,F30.TXT,F31.TXT,F32.TXT,F33.TXT,F34.TXT,F35.TXT,F36.TXT,F37.TXT,F38.TXT,F39.TXT,F40.TXT,F41.TXT,F42.TXT,F43.TXT,F44.TXT,F45.TXT,F46.TXT,F47.TXT,F48.TXT,G01.TXT,G02.TXT,G03.TXT,G04.TXT,G05.TXT,G06.TXT,G07.TXT,G08.TXT,G09.TXT,G10.TXT,G11.TXT,G12.TXT,G13.TXT,G14.TXT,G15.TXT,G16.TXT,G17.TXT,G18.TXT,G19.TXT,G20.TXT,G21.TXT,G22.TXT,G23.TXT,G24.TXT,G25.TXT,G26.TXT,G27.TXT,G28.TXT,G29.TXT,G30.TXT,G31.TXT,G32.TXT,G33.TXT,G34.TXT,G35.TXT,G36.TXT,G37.TXT,G38.TXT,G39.TXT,G40.TXT,G41.TXT,G42.TXT,G43.TXT,G44.TXT,G45.TXT,G46.TXT,G47.TXT,G48.TXT,G49.TXT,G50.TXT,G51.TXT,G52.TXT,G53.TXT,G54.TXT,G55.TXT,G56.TXT,G57.TXT,G58.TXT,G59.TXT,G60.TXT,G61.TXT,G62.TXT,G63.TXT,G64.TXT,G65.TXT,G66.TXT,G67.TXT,G68.TXT,G69.TXT,G70.TXT,G71.TXT,G72.TXT,G73.TXT,G74.TXT,G75.TXT,H01.TXT,H02.TXT,H03.TXT,H04.TXT,H05.TXT,H06.TXT,H07.TXT,H08.TXT,H09.TXT,H10.TXT,H11.TXT,H12.TXT,H13.TXT,H14.TXT,H15.TXT,H16.TXT,H17.TXT,H18.TXT,H19.TXT,H20.TXT,H21.TXT,H22.TXT,H23.TXT,H24.TXT,H25.TXT,H26.TXT,H27.TXT,H28.TXT,H29.TXT,H30.TXT,J01.TXT,J02.TXT,J03.TXT,J04.TXT,J05.TXT,J06.TXT,J07.TXT,J08.TXT,J09.TXT,J10.TXT,J11.TXT,J12.TXT,J13.TXT,J14.TXT,J15.TXT,J16.TXT,J17.TXT,J18.TXT,J19.TXT,J20.TXT,J21.TXT,J22.TXT,J23.TXT,J24.TXT,J25.TXT,J26.TXT,J27.TXT,J28.TXT,J29.TXT,J30.TXT,J31.TXT,J32.TXT,J33.TXT,J34.TXT,J35.TXT,J36.TXT,J37.TXT,J38.TXT,J39.TXT,J40.TXT,J41.TXT,J42.TXT,J43.TXT,J44.TXT,J45.TXT,J46.TXT,J47.TXT,J48.TXT,J49.TXT,J50.TXT,J51.TXT,J52.TXT,J53.TXT,J54.TXT,J55.TXT,J56.TXT,J57.TXT,J58.TXT,J59.TXT,J60.TXT,J61.TXT,J62.TXT,J63.TXT,J64.TXT,J65.TXT,J66.TXT,J67.TXT,J68.TXT,J69.TXT,J70.TXT,J71.TXT,J72.TXT,J73.TXT,J74.TXT,J75.TXT,J76.TXT,J77.TXT,J78.TXT,J79.TXT,J80.TXT,K01.TXT,K02.TXT,K03.TXT,K04.TXT,K05.TXT,K06.TXT,K07.TXT,K08.TXT,K09.TXT,K10.TXT,K11.TXT,K12.TXT,K13.TXT,K14.TXT,K15.TXT,K16.TXT,K17.TXT,K18.TXT,K19.TXT,K20.TXT,K21.TXT,K22.TXT,K23.TXT,K24.TXT,K25.TXT,K26.TXT,K27.TXT,K28.TXT,K29.TXT,L01.TXT,L02.TXT,L03.TXT,L04.TXT,L05.TXT,L06.TXT,L07.TXT,L08.TXT,L09.TXT,L10.TXT,L11.TXT,L12.TXT,L13.TXT,L14.TXT,L15.TXT,L16.TXT,L17.TXT,L18.TXT,L19.TXT,L20.TXT,L21.TXT,L22.TXT,L23.TXT,L24.TXT,M01.TXT,M02.TXT,M03.TXT,M04.TXT,M05.TXT,M06.TXT,N01.TXT,N02.TXT,N03.TXT,N04.TXT,N05.TXT,N06.TXT,N07.TXT,N08.TXT,N09.TXT,N10.TXT,N11.TXT,N12.TXT,N13.TXT,N14.TXT,N15.TXT,N16.TXT,N17.TXT,N18.TXT,N19.TXT,N20.TXT,N21.TXT,N22.TXT,N23.TXT,N24.TXT,N25.TXT,N26.TXT,N27.TXT,N28.TXT,N29.TXT,P01.TXT,P02.TXT,P03.TXT,P04.TXT,P05.TXT,P06.TXT,P07.TXT,P08.TXT,P09.TXT,P10.TXT,P11.TXT,P12.TXT,P13.TXT,P14.TXT,P15.TXT,P16.TXT,P17.TXT,P18.TXT,P19.TXT,P20.TXT,P21.TXT,P22.TXT,P23.TXT,P24.TXT,P25.TXT,P26.TXT,P27.TXT,P28.TXT,P29.TXT,R01.TXT,R02.TXT,R03.TXT,R04.TXT,R05.TXT,R06.TXT,R07.TXT,R08.TXT,R09.TXT}
@attribute FirstPerson REAL
@attribute InnerThinking REAL
@attribute ThinkPositive REAL
@attribute ThinkNegative REAL
@attribute ThinkAhead REAL
@attribute ThinkBack REAL
@attribute Reasoning REAL
@attribute Share_SocTies REAL
@attribute Direct_Activity REAL
@attribute Interacting REAL
@attribute Notifying REAL
@attribute LinearGuidance REAL
@attribute WordPicture REAL
@attribute SpaceInterval REAL
@attribute Motion REAL
@attribute PastEvents REAL
@attribute TimeInterval REAL
@attribute ShiftingEvents REAL
@attribute Text_Coverage REAL
@attribute Genre {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@attribute Counter INTEGER
@attribute Corpus {1}
@attribute Corp.Genre {101,102,103,104,105,106,107,108,109,110,111,112,113,114,115}

@data
B04.TXT,0,2.63,0.62,1.74,1.51,0.85,2.31,2.94,0.18,0.85,2.71,4.23,3.56,0.93,0.31,1.42,1.56,0.8,29.15,2,48,1,102
B05.TXT,0.04,2.83,0.74,1.83,1.48,0.83,3.09,2.44,0.31,0.09,2.92,3.7,5.4,1.53,0.39,0.87,1.26,0.83,30.58,2,49,1,102
B06.TXT,0,2.01,0.7,1.44,2.31,1.22,2.49,2.53,0.44,0.13,2.57,2.66,4.45,0.65,0.26,1.09,1.22,0.87,27.04,2,50,1,102
B07.TXT,0,2.95,0.62,1.72,1.98,0.44,2.6,3.13,0.31,0.18,2.86,3.74,3.61,0.66,0.4,1.23,1.1,0.66,28.19,2,51,1,102
B08.TXT,1.38,3.13,1.42,1.25,2,0.58,2.75,1.96,0.25,1.42,2.34,7.01,5.72,0.92,0.38,2.05,1.46,1.21,37.23,2,52,1,102
B09.TXT,0.64,2.49,1.07,1.33,1.29,1.24,1.84,1.8,0.09,1.07,2.4,3.9,5.58,2.15,0.56,2.49,1.42,1.16,32.52,2,53,1,102
B10.TXT,0.79,3.99,0.74,0.88,1.58,0.26,4.03,1.97,0.35,0.88,3.16,5.65,5.83,1.05,0.74,1.75,1.62,1.01,36.28,2,54,1,102
B11.TXT,0.38,2.43,1.15,1.36,2,0.68,1.96,2.13,0.26,0.09,2.09,4.05,4.18,1.28,0.6,1.32,0.98,1.11,28.05,2,55,1,102
B12.TXT,0.17,1.7,1.02,0.72,1.7,0.47,2.17,2.51,0.09,0.38,3.24,4.01,5.5,0.51,0.21,2.22,1.19,0.89,28.7,2,56,1,102
B13.TXT,0.04,2.51,1.36,1.06,1.5,0.31,2.46,2.11,0.35,0.62,3.39,3.52,7.87,0.7,0.84,1.54,1.06,0.97,32.21,2,57,1,102
B14.TXT,0,3.45,0.79,2.1,1.44,0.79,3.1,1.79,0.13,0.44,2.45,4.77,6.17,1.09,0.74,1.57,1.31,1.01,33.14,2,58,1,102
B15.TXT,1.25,2.79,0.9,0.95,2.32,0.21,2.79,3.27,0.39,0.95,3.05,3.83,4.56,0.69,0.09,1.16,1.16,0.86,31.22,2,59,1,102
B16.TXT,0.65,2.82,0.52,1.13,1.99,0.65,2.04,2.86,0.17,1.13,2.51,3.34,5.55,0.65,0.26,1.08,1.6,0.52,29.47,2,60,1,102
B17.TXT,0.44,2.45,0.66,0.96,2.41,0.39,2.85,3.29,0.48,1.18,2.89,3.11,5.43,0.83,0.31,1.1,0.96,0.96,30.7,2,61,1,102
B18.TXT,0.5,2.61,0.41,1.58,1.67,0.32,2.12,4.06,0.32,0.72,3.52,3.65,3.88,0.72,0.27,1.13,1.31,0.72,29.51,2,62,1,102
B19.TXT,0.58,3.76,0.96,2.7,1.64,0.48,3.38,3.57,0.29,0.58,2.6,3.38,6.27,1.25,0.39,0.39,0.96,0.39,33.57,2,63,1,102
B20.TXT,0,3.64,0.74,2.47,1.43,0.95,3.42,2.12,0.35,0.52,2.6,4.24,3.85,1.26,0.3,1.17,1,0.74,30.8,2,64,1,102
B21.TXT,0,3.44,0.57,2.53,1.53,0.92,3.49,3.14,0.31,0.39,3.49,3.14,3.23,0.96,0.09,1.31,1.26,0.78,30.58,2,65,1,102
B22.TXT,0,4.12,1.26,1.61,1.3,0.82,3.08,3.6,0.3,0.35,3.82,2.73,2.43,0.69,0.22,0.82,1.39,0.78,29.32,2,66,1,102
B23.TXT,0.73,3.33,0.51,1.71,1.11,0.21,3.76,3.59,0.26,1.32,2.65,3.24,3.54,0.85,0.26,1.66,1.2,0.47,30.4,2,67,1,102
B24.TXT,0.13,2.93,0.81,1.53,0.64,0.51,2.59,1.27,0.17,0.21,2.12,3.82,8.66,1.1,0.59,1.7,1.61,0.93,31.32,2,68,1,102
B25.TXT,0,3.93,0.55,2.32,1.44,0.51,2.54,2.54,0.13,0.46,2.66,4.02,3.68,1.14,0.34,1.61,0.85,0.59,29.31,2,69,1,102
B26.TXT,1.28,2.94,0.51,1.92,1.62,0.43,2.21,2.81,0.51,0.72,3.15,3.83,3.19,0.51,0.21,1.11,1.23,0.6,28.78,2,70,1,102
B27.TXT,0.95,3.1,0.82,1.9,1.55,0.26,2.63,2.29,0.3,0.69,2.72,3.75,3.54,0.69,0.34,2.11,1.47,0.65,29.76,2,71,1,102
C01.TXT,0.12,2.57,1.06,0.98,1.23,0.82,2.61,1.43,0.12,0.45,3.19,4.25,4.82,0.94,0.74,1.55,0.74,0.69,28.31,3,72,1,103
C02.TXT,0,3.67,0.86,0.65,0.86,0.43,3.2,1.77,0.3,0.6,2.63,4.1,4.84,0.91,0.43,2.25,1.47,0.82,29.79,3,73,1,103
C03.TXT,0.04,3.07,2.3,1.24,0.85,0.34,2.98,2.04,0.21,0.17,2.34,4.43,5.62,0.85,0.68,2.09,1.58,0.72,31.55,3,74,1,103
C04.TXT,0.6,3.17,2.01,1.07,0.86,0.43,2.61,1.92,0.13,0.09,2.95,4.45,5.65,0.98,0.81,1.33,1.33,0.77,31.16,3,75,1,103
C05.TXT,0.59,3.72,1.76,1.72,1.05,0.38,3.18,2.43,0.33,0.96,2.18,5.1,5.02,1.34,0.5,1.21,0.88,0.67,33.02,3,76,1,103
C06.TXT,0.08,3.08,2.13,2.13,0.74,0.57,2.71,2.87,0.08,0.37,2.75,4.1,4.96,0.66,0.9,1.64,1.31,0.98,32.06,3,77,1,103
C07.TXT,0,2.72,1.69,0.91,0.41,0.33,2.6,1.85,0.04,0.08,3.21,3.75,4.41,0.49,0.7,1.85,1.57,0.54,27.15,3,78,1,103
C08.TXT,0.21,2.72,1.57,0.81,0.81,0.64,2.21,1.57,0.17,0.47,2.93,5.86,6.71,1.36,1.4,1.87,1.7,0.93,33.94,3,79,1,103
C09.TXT,0.21,2.39,1.34,1.34,0.55,0.5,2.26,1.76,0.17,0.25,2.73,3.9,3.77,0.84,0.92,1.47,1.34,0.92,26.66,3,80,1,103
C10.TXT,0.24,2.77,1.22,1.79,0.57,0.65,1.95,1.59,0.12,0.29,2.81,5.7,6.39,1.18,0.61,2.04,1.67,1.02,32.61,3,81,1,103
C11.TXT,0,3,1.64,0.96,1.04,0.32,2.32,2.08,0.2,0.32,2.4,3.83,6.23,0.6,0.64,1.68,1.56,0.64,29.46,3,82,1,103
C12.TXT,0,2.15,1.18,0.38,0.72,0.68,2.28,1.56,0.08,0.04,3.3,3.55,6.34,0.84,0.63,1.23,1.77,0.68,27.41,3,83,1,103
C13.TXT,0.09,2.82,1,1.04,0.87,0.87,2.38,1.82,0.22,0.13,3.12,4.38,5.68,1.21,0.56,1.26,1.26,0.95,29.66,3,84,1,103
C14.TXT,0.04,2.79,1.59,1.05,0.47,0.35,2.17,2.21,0.31,0.19,2.64,4.15,5.04,0.74,0.89,1.71,1.74,0.47,28.55,3,85,1,103
C15.TXT,0,1.86,1.32,1.05,0.5,0.19,1.44,0.89,0.04,0.12,2.29,2.1,7.92,1.98,1.82,0.47,1.4,0.7,26.09,3,86,1,103
C16.TXT,0.3,3.33,1,2.21,1.47,0.74,3.25,3.98,0.3,0.26,2.82,5.02,3.64,0.74,0.74,1.08,0.95,0.39,32.22,3,87,1,103
C17.TXT,0,2.51,0.74,2.1,0.99,0.25,2.6,1.61,0.08,0.12,2.51,3.21,7.29,1.07,0.21,0.74,1.36,0.37,27.76,3,88,1,103
D01.TXT,0.09,3.72,0.54,1.27,0.95,0.54,3.4,2.85,0.32,0.27,4.12,3.67,3.13,0.86,0.18,1.59,1,0.91,29.41,4,89,1,104
D02.TXT,0.04,4.53,0.26,1.21,1.12,0.56,3.88,3.41,0.69,0.43,3.66,5.09,2.37,0.43,0,1.08,1.03,0.6,30.39,4,90,1,104
D03.TXT,0.85,3.31,0.89,0.59,0.89,0.68,2.63,2.5,0.13,0.21,2.76,3.9,6.79,0.89,0.21,1.36,1.74,0.76,31.09,4,91,1,104
D04.TXT,0,2.77,0.3,1.99,0.74,0.43,5.24,3.6,0.26,0.13,3.9,6.33,2.77,0.69,0.3,1.73,1.69,0.65,33.52,4,92,1,104
D05.TXT,0.33,3.43,1.38,2.34,1.09,0.63,3.68,4.01,0.25,0.54,2.55,6.52,3.68,0.75,0.21,2.34,1.04,0.46,35.23,4,93,1,104
D06.TXT,1.99,3.33,1.51,1.47,1.47,0.22,2.59,4.76,0.17,1.95,1.99,4.84,4.5,0.99,0.39,1.34,1.51,0.61,35.63,4,94,1,104
D07.TXT,0.86,3.09,0.64,3.69,1.54,0.51,2.96,3.47,0.34,2.06,2.96,6.99,3.94,1.24,0.43,1.03,0.69,0.73,37.17,4,95,1,104
D08.TXT,0,3.49,0.47,0.99,0.73,0.56,2.45,1.98,0.13,0.17,3.19,4.22,3.23,0.99,0.09,2.2,1.29,0.65,26.83,4,96,1,104
D09.TXT,0.09,2.61,1.32,0.9,1.58,0.34,1.79,3.42,0.68,0.13,3.2,3.67,4.53,0.73,0.09,1.28,2.73,0.98,30.07,4,97,1,104
D10.TXT,0.4,2.92,0.45,2.11,1.44,1.03,3.01,3.64,0.4,0.22,2.47,5.34,3.82,0.81,0.18,1.17,1.35,0.67,31.43,4,98,1,104
D11.TXT,0.22,6.11,0.87,2.34,1.47,0.04,4.5,3.77,0.48,0.17,2.99,4.76,1.13,0.87,0.35,0.87,0.78,0.69,32.41,4,99,1,104
D12.TXT,0,3.09,1,0.87,1.09,0.74,2.74,2.96,0.04,0.52,2.79,4.09,3.31,1,0.44,1.31,1.35,0.3,27.64,4,100,1,104
D13.TXT,1.18,3.12,0.32,0.72,0.95,0.23,2.58,1.81,0.18,1.45,2.89,2.49,6.46,2.58,0.54,0.5,0.63,0.63,29.26,4,101,1,104
D14.TXT,0,2.51,0.53,0.92,1.14,0.48,2.33,4.31,0.35,0.26,2.38,3.61,4.84,0.92,0.35,2.86,1.1,0.31,29.2,4,102,1,104
D15.TXT,0.26,2.7,0.78,1.61,1.18,0.17,3.05,4.22,0.09,0.13,2.79,4.88,2.74,0.83,0.3,2.05,0.78,0.87,29.43,4,103,1,104
D16.TXT,0.99,2.62,0.83,0.99,0.83,0.28,2.94,5.28,0.12,2.22,2.74,7.22,3.97,0.56,0.2,2.38,0.91,0.36,35.44,4,104,1,104
D17.TXT,2.7,3.09,1.33,1.5,1.37,0.6,2.79,2.02,0,1.76,2.1,3.69,5.19,1.46,0.34,2.32,1.89,1.12,35.27,4,105,1,104
E01.TXT,0.09,4,1.22,0.57,1,0.3,3.74,1.83,0.26,1.48,2.78,4.35,5.09,1.39,1.35,1.7,1.35,0.65,33.15,5,106,1,105
E02.TXT,1.49,2.98,1.36,0.57,1.49,0.35,3.29,2.37,0.57,1.23,2.33,3.69,7.77,1.36,0.39,1.58,1.84,1.18,35.84,5,107,1,105
E03.TXT,0,4.62,0.58,2.35,2.31,0.62,2.75,2.8,0.98,0.71,2.75,2.13,2.93,0.49,0.4,0.8,0.93,0.58,28.73,5,108,1,105
E04.TXT,0.61,3.4,1.74,0.87,0.83,0.48,3.83,2.66,0.17,0.74,3.48,3.48,3.01,0.96,0.87,0.78,1.61,0.52,30.04,5,109,1,105
E05.TXT,0.17,3.81,1.09,0.17,1.49,0.57,2.01,1.66,0.35,1.18,2.45,4.11,5.42,0.79,0.17,2.19,1.36,0.96,29.95,5,110,1,105
E06.TXT,0.04,2.92,1.28,0.4,1.55,0.49,2.3,2.03,0.31,0.71,2.69,1.86,6.63,1.15,0.35,1.55,1.15,1.19,28.6,5,111,1,105
E07.TXT,0,1.66,0.12,0.24,1.01,0,2.79,0.73,1.98,0.4,2.43,2.59,6.39,1.98,1.46,1.66,0.93,0.93,27.3,5,112,1,105
E08.TXT,0,2.07,0.32,0.45,1.13,0.32,2.84,1.49,0.59,0.14,3.56,3.74,3.15,2.12,0.27,1.53,1.04,0.68,25.44,5,113,1,105
E09.TXT,0.36,1.48,1.3,0.58,0.25,1.05,1.08,1.37,0.22,0.04,2.17,7.08,3.72,0.83,1.16,1.26,0.97,0.51,25.43,5,114,1,105
E10.TXT,0.68,2.52,0.6,0.52,0.8,0.52,2.44,1.96,0.2,0.52,3.24,2.56,5.08,1.12,0.92,1.48,0.72,0.64,26.52,5,115,1,105
E11.TXT,0.09,1.21,0.73,0.52,0.52,0.65,1.76,1.29,0.13,0.13,1.89,4.39,10.12,1.89,0.86,3.01,0.9,0.99,31.08,5,116,1,105
E12.TXT,0,2.26,1.92,0.3,1.52,0.09,1.39,1.52,0.35,1.35,2.7,1.87,6.53,1.26,0.74,0.65,1.18,0.74,26.37,5,117,1,105
E13.TXT,2.06,2.11,0.39,0.26,0.39,0.22,0.57,0.66,0.13,0,2.85,2.19,8.51,3.86,0.26,2.81,1.01,1.8,30.08,5,118,1,105
E14.TXT,0,2.25,0.68,0.47,0.85,0.08,1.15,0.72,1.74,2.25,2.33,1.32,11.88,1.87,1.15,1.02,0.98,0.59,31.33,5,119,1,105
E15.TXT,0,1.54,0.26,0.56,1.92,0.17,1.07,0.43,3.08,0.17,1.33,0.43,14.58,2.99,0.98,1.97,1.28,0.6,33.36,5,120,1,105
E16.TXT,0.36,1.16,0.53,0.31,0.71,0.31,1.64,1.11,0.53,0.27,2.71,1.69,7.15,2.98,0.93,2.58,0.58,0.93,26.48,5,121,1,105
E17.TXT,0,2.63,0.4,0.58,2,0.22,2.09,2.05,0.8,1.43,2.72,1.47,6.24,1.34,2.32,1.92,0.94,0.76,29.91,5,122,1,105
E18.TXT,0.09,1.34,0.43,0.48,1.08,0.35,1.78,1.99,0,0.04,3.42,3.47,7.85,1.73,0.39,2.43,1.78,0.65,29.3,5,123,1,105
E19.TXT,0.04,3.57,1.03,0.94,1.47,0.31,4.19,2.5,0.67,1.92,2.05,2.01,6.73,2.36,1.25,1.38,1.69,0.94,35.05,5,124,1,105
E20.TXT,0,2.52,0.97,0.93,1.68,0.18,3.19,1.64,0.8,2.97,3.23,1.82,6.91,1.37,0.44,0.62,1.24,0.62,31.13,5,125,1,105
E21.TXT,0,2.99,1.43,0.31,2.37,0.13,1.83,2.86,0.8,0.94,3.04,1.79,7.63,1.52,0.4,0.85,1.43,0.49,30.81,5,126,1,105
E22.TXT,0.43,2.39,2.09,1.15,1.15,0.26,2.05,3.75,0.17,0.3,2.09,4.99,4.35,0.64,0.26,2.26,1.02,0.47,29.82,5,127,1,105
E23.TXT,1.71,2.81,1.27,0.44,1.36,0.26,2.1,1.71,0.22,0.04,2.98,4.65,7.8,0.92,0.44,1.01,2.37,1.14,33.23,5,128,1,105
E24.TXT,0,2.65,1.37,0.75,1.77,0.4,2.92,2.3,1.77,0.75,2.92,2.34,8.01,2.43,1.5,1.55,1.5,0.62,35.55,5,129,1,105
E25.TXT,0,2.09,0.53,0.31,0.75,0.75,1.51,1.33,0.13,0,3.15,2.04,7.19,1.73,0.8,1.47,1.47,0.58,25.83,5,130,1,105
E26.TXT,0.22,2.26,1.02,0.49,0.66,0.27,1.86,1.06,0.27,0.09,2.66,5.36,4.12,0.89,0.35,3.5,1.9,0.84,27.82,5,131,1,105
E27.TXT,0,0.76,0.08,1.14,0.63,0.13,1.57,1.86,1.48,1.02,1.74,1.52,7.02,0.68,0.59,0.63,2.75,0.51,24.11,5,132,1,105
E28.TXT,0,2.45,0.67,0.8,2.05,0.49,3.12,2.09,0.4,4.36,3.47,1.78,3.03,0.89,0.13,1.02,3.07,0.45,30.27,5,133,1,105
E29.TXT,0,3.04,0.67,0.58,1.25,0.49,2.99,2.68,0.94,0.31,3.26,4.38,4.64,2.05,0.13,1.03,1.92,0.49,30.85,5,134,1,105
E30.TXT,0,2.91,1.48,1.21,1.88,0.04,2.24,3.32,0.58,7.8,2.91,2.02,3.18,0.4,0.31,0.81,1.21,0.81,33.11,5,135,1,105
E31.TXT,0.09,2.07,1.23,1.28,1.54,0.57,3.04,2.24,0.31,0.84,2.99,2.9,5.54,1.36,0.31,1.06,2.55,0.53,30.45,5,136,1,105
E32.TXT,0.09,2.57,0.51,0.64,1.03,0.77,3.17,2.65,0.09,0.21,2.95,3.81,3.6,1.2,0.13,1.03,1.11,0.64,26.2,5,137,1,105
E33.TXT,0,3.09,0.62,0.84,1.02,0.18,2.43,1.59,0.57,1.77,3.31,2.39,5.21,1.15,0.8,1.06,1.19,0.71,27.93,5,138,1,105
E34.TXT,0,1.8,0.73,0.51,0.77,0.13,1.54,1.41,0.17,0.17,3.68,2.06,6.26,0.77,0.47,1.93,1.2,0.64,24.24,5,139,1,105
E35.TXT,0,1.94,0.43,0.56,1.42,0.34,4.4,1.55,0.56,1.6,2.72,4.31,5.86,1.29,0.17,1.16,0.73,0.6,29.64,5,140,1,105
E36.TXT,0,3.32,0.79,0.48,1.7,0.04,3.72,2.19,0.22,2.58,2.1,2.1,4.98,1.22,0.35,0.66,2.05,0.87,29.37,5,141,1,105
F01.TXT,0.42,3.42,0.8,1.35,1.06,0.63,2.71,1.95,0.17,0.3,3.34,5.71,4.06,0.59,0.47,1.65,1.31,0.63,30.57,6,142,1,106
F02.TXT,0.09,2.56,0.4,2.51,1.41,1.54,1.85,1.28,0.26,0.4,3.22,4.63,6.17,1.37,0.66,3.08,0.75,0.75,32.93,6,143,1,106
F03.TXT,0.4,4.41,0.7,1.15,0.84,0.75,3.48,2.2,0.22,0.75,2.78,4.05,2.56,0.62,0.44,1.5,1.19,1.19,29.23,6,144,1,106
F04.TXT,0.04,1.94,1.06,0.62,1.15,0.26,1.99,1.68,0.31,0.26,3.22,4.15,12.49,1.5,0.71,3.13,2.25,1.1,37.86,6,145,1,106
F05.TXT,0.04,1.77,0.44,0.66,1.24,0.53,1.24,1.33,0.09,0.27,2.22,2.84,9.22,2.3,1.33,2.44,1.77,1.24,30.97,6,146,1,106
F06.TXT,0.97,5.9,1.18,0.55,1.69,0.38,2.74,2.15,0.55,4.6,2.61,3.21,4.85,1.05,0.59,0.89,1.31,0.76,35.98,6,147,1,106
F07.TXT,0.09,4.27,1.91,2.68,1.82,0.32,3.18,3,0.36,0.18,3.05,3.23,5.95,0.82,0.41,1.05,2.05,0.82,35.19,6,148,1,106
F08.TXT,0,3.35,1.23,1.74,1.23,0.25,3.3,2.5,0.17,0.17,2.46,7.12,7.58,0.64,0.34,1.48,1.69,0.85,36.1,6,149,1,106
F09.TXT,0.43,2.11,0.99,1.25,1.07,0.99,1.81,1.5,0.09,0.26,3.01,7.74,6.75,0.95,0.43,3.61,1.07,1.81,35.87,6,150,1,106
F10.TXT,0.26,1.58,0.98,2.6,1.06,0.38,2.43,3.32,0.21,0.89,2.34,6.09,5.28,0.94,0.43,2.21,1.23,0.94,33.17,6,151,1,106
F11.TXT,0,2.5,0.43,1.64,1.98,0.43,2.54,1.89,0.3,0.77,2.8,4.22,7.62,1.25,0.47,1.25,2.19,0.95,33.23,6,152,1,106
F12.TXT,0.3,5.21,0.68,0.64,1.71,0.73,3.29,1.54,0.3,0.64,2.73,6.23,3.71,1.11,0.17,1.49,1.15,0.77,32.4,6,153,1,106
F13.TXT,0,4.18,0.78,0.9,2.71,0,2.5,2.58,1.03,2.07,2.97,1.72,6.5,1.21,0.47,0.99,1.34,0.52,32.47,6,154,1,106
F14.TXT,0,2.34,0.75,2.69,1.46,0.57,2.73,2.29,0.31,0.97,3.57,3.84,3.18,0.93,0.4,2.29,0.93,0.44,29.69,6,155,1,106
